token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000000	outgoing	363	41	4	0.9990996434	0.9994154891	0.9976664992	0.0005546448895	0.6212099547	0.616531395	0.4546256479	0.8263475325	0.000999000999	0.7022977023	0.3768325014	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000001	outgoing	409	41	4	0.9986336245	0.9988296318	0.9956013051	0.0008012431629	0.6131115283	0.6144836128	0.4398777853	0.8402685582	0.005994005994	0.7502497502	0.3844922997	1	0.001998001998	REPRODUCIBLY_BROAD	false
x000002	outgoing	402	45	4	0.9985699353	0.9988296318	0.9953678649	0.0009139998603	0.6131377321	0.6153548839	0.4412959789	0.8334888543	0.003996003996	0.6813186813	0.3812451022	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000003	outgoing	382	46	4	0.9986409064	0.9988296318	0.9954831417	0.0009379488218	0.6201306457	0.620916581	0.4565107609	0.8327811211	0.005994005994	0.2117882118	0.3859699921	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000004	outgoing	375	41	4	0.9985572683	0.9988296318	0.9943391884	0.0009977757217	0.621467884	0.6203126452	0.4418203001	0.8387512802	0.000999000999	0.4385614386	0.3886096146	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000005	outgoing	394	49	4	0.998819712	0.9988359396	0.9965105354	0.000720928651	0.6172644726	0.6165915062	0.442092482	0.8243882312	0.001998001998	0.4085914086	0.3864965317	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000006	outgoing	241	23	4	0.9958223864	0.9959367736	0.9930911142	0.001054031882	0.6229712791	0.6095914868	0.4367345106	0.8145919264	0.000999000999	0.00999000999	0.3666057567	1	0.5834165834	INSUFFICIENT_SUPPORT	true
x000007	outgoing	254	20	4	0.9954511993	0.9954944239	0.9915079791	0.001572092682	0.5970656499	0.5949098573	0.3971031802	0.8382581649	0.000999000999	0.07192807193	0.3922145869	1	0.2347652348	INSUFFICIENT_SUPPORT	false
x000008	outgoing	252	20	4	0.9957908415	0.9959367736	0.9926412221	0.001169833694	0.6205449013	0.6116035301	0.4455515711	0.8233281493	0.001998001998	0.07292707293	0.3834554665	1	0.5974025974	INSUFFICIENT_SUPPORT	false
x000009	outgoing	256	21	4	0.9959394089	0.9965167647	0.9909016385	0.001416716528	0.6174350195	0.6192134861	0.441845152	0.8341849959	0.003996003996	0.02897102897	0.3808101348	1	0.5074925075	INSUFFICIENT_SUPPORT	true
x000010	outgoing	233	18	4	0.9962639201	0.9965105354	0.992083282	0.001327444405	0.6203392971	0.6159441968	0.4414122677	0.838430966	0.05194805195	0.02297702298	0.3834331369	1	0.4555444555	INSUFFICIENT_SUPPORT	false
x000011	outgoing	240	22	4	0.9960550138	0.9959491935	0.9932022318	0.001159041135	0.616676219	0.6114900274	0.4511578886	0.8653329563	0.6003996004	0.973026973	0.4015575663	1	0.008991008991	REPRODUCIBLY_BROAD	false
x000012	outgoing	229	19	4	0.9964717008	0.9965105354	0.9930911142	0.0009860360936	0.5772890508	0.5997541129	0.420113412	0.8479986903	0.8541458541	0.05294705295	0.3846668459	1	0.07292707293	INSUFFICIENT_SUPPORT	false
x000013	outgoing	258	24	4	0.9961091134	0.9959429835	0.9919813654	0.001245477706	0.6124120049	0.6116329187	0.4486787273	0.8826464489	0.8941058941	0.6573426573	0.3961993685	1	0.7222777223	INSUFFICIENT_SUPPORT	false
x000014	outgoing	231	16	4	0.9960563417	0.9960747938	0.992083282	0.001383587314	0.5960401481	0.5933265492	0.4266337785	0.8419517885	0.1898101898	0.7542457542	0.3721826268	1	0.5404595405	INSUFFICIENT_SUPPORT	false
x000015	outgoing	229	17	4	0.9959971543	0.9959367736	0.9937680203	0.0008302915382	0.6136299905	0.5956049029	0.4282961449	0.8336840179	0.5454545455	0.3836163836	0.38435623	1	0.3376623377	INSUFFICIENT_SUPPORT	false
x000016	outgoing	224	20	4	0.9961152823	0.9959615961	0.9932016708	0.001154487752	0.601747361	0.5979618594	0.4357205434	0.8567651633	0.991008991	0.8701298701	0.4096435985	1	0.1198801199	INSUFFICIENT_SUPPORT	false
x000017	outgoing	202	13	4	0.9960419795	0.9959367736	0.9932150579	0.000975187362	0.5812343339	0.5832260541	0.415440336	0.8510587391	0.978021978	0.8451548452	0.3861220852	1	0.4785214785	INSUFFICIENT_SUPPORT	false
x000018	outgoing	230	18	4	0.9958893908	0.9959491935	0.9937680203	0.001110484804	0.6068354717	0.5992220487	0.4175653707	0.8528598583	0.9460539461	0.7292707293	0.4048880997	1	0.5634365634	INSUFFICIENT_SUPPORT	false
x000019	outgoing	237	18	4	0.9958369316	0.9959492327	0.9920716503	0.001320501387	0.5948083387	0.6008377511	0.4260758909	0.8516502506	0.989010989	0.3186813187	0.3991835649	1	0.1678321678	INSUFFICIENT_SUPPORT	false
x000020	outgoing	220	20	4	0.9964309813	0.9965105354	0.9937680203	0.000953904995	0.6005637689	0.601619693	0.4424007712	0.8600311042	1	0.6773226773	0.4012637087	1	0.5484515485	INSUFFICIENT_SUPPORT	false
x000021	outgoing	215	20	4	0.9966907287	0.9965354529	0.9942198507	0.001103796189	0.6222057786	0.6173601878	0.4332731473	0.8629860031	0.1838161838	0.1418581419	0.3976821833	1	0.01398601399	REPRODUCIBLY_BROAD	false
x000022	outgoing	210	15	4	0.9963548417	0.9965105354	0.993653091	0.001070084384	0.6046593918	0.590632704	0.4312917863	0.8534992224	0.07092907093	0.1088911089	0.3747165615	1	0.992007992	INSUFFICIENT_SUPPORT	false
