corpus	operator_id	metric_id	classification	f2_before	before_available	f2_after	after_available	chosen_count	candidate_pool	degenerate
Doyle	FIRST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.649161	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.40149	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.54264	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.482018	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false		false	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	cs1/family-line-position	SUPPORTING		false		false	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	3670	43713	false
Doyle	FIRST_TOKEN_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.0369733	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	0.225858	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	0.351324	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0.349501	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.620112	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.379426	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.538362	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.478447	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false		false	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	cs1/family-line-position	SUPPORTING		false		false	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	3670	43713	false
Doyle	LAST_TOKEN_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.036629	true	3670	43713	false
Doyle	FIRST_GLYPH_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false		false	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false		false	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	3670	178056	false
Doyle	FIRST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false		false	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false		false	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	3670	178056	false
Doyle	LAST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0	true	3670	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.00100426	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.0013969	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	cs2/prev-family-current-family	SUPPORTING		false		false	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.28872	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.088636	true	41104	178056	false
Doyle	NTH_GLYPH_OF_TOKEN_2	cs1/family-line-position	SUPPORTING		false		false	41104	178056	false
