corpus	operator_id	metric_id	classification	f2_before	before_available	f2_after	after_available	chosen_count	candidate_pool	degenerate
Doyle	PERIODIC_TOKEN_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.435695	true	14571	43713	false
Doyle	PERIODIC_TOKEN_3	cs2/prev-family-current-family	SUPPORTING		false		false	14571	43713	false
Doyle	PERIODIC_TOKEN_3	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.267399	true	14571	43713	false
Doyle	PERIODIC_TOKEN_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0103891	true	14571	43713	false
Doyle	PERIODIC_TOKEN_3	cs1/family-line-position	SUPPORTING		false		false	14571	43713	false
Doyle	PERIODIC_TOKEN_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	14571	43713	false
Doyle	PERIODIC_TOKEN_3	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.026758	true	14571	43713	false
Doyle	PERIODIC_TOKEN_5	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	0.261201	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	0.334276	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0.341101	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0.00145242	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.0740233	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.0771937	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0.105636	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.565777	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.483192	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.50659	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.450234	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	cs2/prev-family-current-family	SUPPORTING		false		false	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.26974	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0113353	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	cs1/family-line-position	SUPPORTING		false		false	8743	43713	false
Doyle	PERIODIC_TOKEN_5	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	8743	43713	false
Doyle	PERIODIC_TOKEN_5	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.00166537	true	8743	43713	false
Doyle	PERIODIC_TOKEN_7	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	0.267185	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	0.39337	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0.334265	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0.00285884	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.0615071	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.0629324	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0.0937381	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.580395	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.45257	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.516052	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.461353	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	cs2/prev-family-current-family	SUPPORTING		false		false	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.272134	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0191474	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	cs1/family-line-position	SUPPORTING		false		false	6245	43713	false
Doyle	PERIODIC_TOKEN_7	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	6245	43713	false
Doyle	PERIODIC_TOKEN_7	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.0322933	true	6245	43713	false
Doyle	PERIODIC_GLYPH_2	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	cs2/prev-family-current-family	SUPPORTING		false		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	cs1/family-line-position	SUPPORTING		false		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_2	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true		false	89028	178056	true
Doyle	PERIODIC_GLYPH_3	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.00222335	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.00240185	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	cs2/prev-family-current-family	SUPPORTING		false		false	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.259604	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0621352	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	cs1/family-line-position	SUPPORTING		false		false	59352	178056	false
Doyle	PERIODIC_GLYPH_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_3	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0	true	59352	178056	false
Doyle	PERIODIC_GLYPH_5	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.00144867	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.00171108	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	cs2/prev-family-current-family	SUPPORTING		false		false	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.256743	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0636873	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	cs1/family-line-position	SUPPORTING		false		false	35612	178056	false
Doyle	PERIODIC_GLYPH_5	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_5	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0	true	35612	178056	false
Doyle	PERIODIC_GLYPH_7	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	1	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	1	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.00103869	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.00149175	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	cs2/prev-family-current-family	SUPPORTING		false		false	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.256593	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0667493	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	cs1/family-line-position	SUPPORTING		false		false	25437	178056	false
Doyle	PERIODIC_GLYPH_7	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	25437	178056	false
Doyle	PERIODIC_GLYPH_7	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0	true	25437	178056	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	0.265463	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	0.381825	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0.345552	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0.000330976	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.0622811	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.088647	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0.116438	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.548598	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.52346	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.492804	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.43567	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs2/prev-family-current-family	SUPPORTING		false		false	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.256247	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0116172	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs1/family-line-position	SUPPORTING		false		false	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_1	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.0153685	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF1_GIANT_COMPONENT_SHARE	CORE	0.273881	true	0.265648	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF2_GLOBAL_CLUSTERING	CORE	0.366911	true	0.370561	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.293276	true	0.305132	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	2DL1_LAYOUT_POSITION_MI	CORE	0.00226203	true	0.000563506	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0316263	true	0.0640875	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS2_POSITIONAL_LEXICON_NMI	CORE	0.052295	true	0.0914684	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	0.329156	true	0.0223347	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	EF1_ISOLATE_SHARE	SUPPORTING	0.494776	true	0.544709	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.627118	true	0.524808	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.45962	true	0.490567	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.405723	true	0.435168	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs2/prev-family-current-family	SUPPORTING		false		false	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS1_LINE_LENGTH_CV	SUPPORTING	0.288925	true	0.256247	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.000574383	true	0.0113115	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs1/family-line-position	SUPPORTING		false		false	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	13348	43713	false
Doyle	FIXED_OFFSET_WITHIN_GROUP_2	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0152451	true	0.0401513	true	13348	43713	false
Longfellow	FIRST_GLYPH_OF_TOKEN	EF1_GIANT_COMPONENT_SHARE	CORE	0.289467	true	1	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	EF2_GLOBAL_CLUSTERING	CORE	0.330662	true	1	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.244484	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	2DL1_LAYOUT_POSITION_MI	CORE	0.0818627	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	BP1_BOUNDARY_TOKEN_NMI	CORE	0.19849	true	0.0255325	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LS2_POSITIONAL_LEXICON_NMI	CORE	0.232984	true	0.0383022	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	2.52454	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	EF1_ISOLATE_SHARE	SUPPORTING	0.454634	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.596225	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.462189	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.407304	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	cs2/prev-family-current-family	SUPPORTING		false		false	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LS1_LINE_LENGTH_CV	SUPPORTING	0.184226	true	0.184226	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.00109842	true	0.0599736	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	cs1/family-line-position	SUPPORTING		false		false	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	33077	149327	false
Longfellow	FIRST_GLYPH_OF_TOKEN	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0110587	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	EF1_GIANT_COMPONENT_SHARE	CORE	0.289467	true	1	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	EF2_GLOBAL_CLUSTERING	CORE	0.330662	true	1	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.244484	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	2DL1_LAYOUT_POSITION_MI	CORE	0.0818627	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	BP1_BOUNDARY_TOKEN_NMI	CORE	0.19849	true	0.0355845	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LS2_POSITIONAL_LEXICON_NMI	CORE	0.232984	true	0.0409112	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	2.52454	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	EF1_ISOLATE_SHARE	SUPPORTING	0.454634	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.596225	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.462189	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.407304	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	cs2/prev-family-current-family	SUPPORTING		false		false	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LS1_LINE_LENGTH_CV	SUPPORTING	0.184226	true	0.184226	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.00109842	true	0.089338	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	cs1/family-line-position	SUPPORTING		false		false	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	33077	149327	false
Longfellow	LAST_GLYPH_OF_TOKEN	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0110587	true	0	true	33077	149327	false
Longfellow	FIRST_TOKEN_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.289467	true	0.206928	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.330662	true	0.372583	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.244484	true	0.331711	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	0.0818627	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	0.19849	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.232984	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	2.52454	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.454634	true	0.530538	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	0.596225	true	0.396652	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.462189	true	0.514429	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.407304	true	0.461413	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false		false	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	0.184226	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.00109842	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	cs1/family-line-position	SUPPORTING		false		false	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true	0	true	5765	33077	false
Longfellow	FIRST_TOKEN_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0110587	true	0.0118837	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.289467	true	0.0400729	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.330662	true	0.500928	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.244484	true	0.0803379	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	0.0818627	true	0	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	0.19849	true	0	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	0.232984	true	0	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	2.52454	true	0	true	5765	33077	false
Longfellow	LAST_TOKEN_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	0.454634	true	0.65088	true	5765	33077	false
