record_type	token	count	token_a	token_b	distance	property	raw_value	normalized_value	mean_a	mean_b	delta	raw_mean_a	raw_mean_b	trajectory_correlation	mean_absolute_difference
token_property	x000078	176				effective_predecessor_count	119.38651407842407	2.2099220638676482							
token_property	x000078	176				effective_successor_count	150.09270492655446	2.650739776125093							
token_property	x000078	176				frequency_rank	31	-1.573649128987145							
token_property	x000078	176				global_count	176	2.3774242477887935							
token_property	x000078	176				global_frequency_probability	0.004026262210326447	2.5834046187329878							
token_property	x000078	176				grapheme_length	7	0							
token_property	x000078	176				line_end_probability	0.09090909090909091	0.1331350724090546							
token_property	x000078	176				line_start_probability	0.045454545454545456	-0.38620097537459924							
token_property	x000078	176				log_global_count	5.176149732573829	2.3774242477887935							
token_property	x000078	176				max_predecessor_probability	0.023809523809523808	-0.997889238452367							
token_property	x000078	176				max_structural_similarity	0.5136261251292318	1.0188726733418652							
token_property	x000078	176				max_successor_probability	0.01875	-1.4141450923059913							
token_property	x000078	176				mean_position	6.676136363636363	0.6142415369443516							
token_property	x000078	176				mean_structural_similarity_to_all	0.2898263691153752	1.253084693434006							
token_property	x000078	176				median_position	6.5	0.4042381851232127							
token_property	x000078	176				normalized_frequency_rank	0.046476761619190406	-1.5736491289871444							
token_property	x000078	176				normalized_mean_position	0.5521713960801528	0.6285436448041024							
token_property	x000078	176				positional_entropy	3.737600902264106	1.5323738421439588							
token_property	x000078	176				positional_specialization	0.04333105552909522	-0.5027549703685302							
token_property	x000078	176				predecessor_entropy	6.899496068496214	2.1768661903555295							
token_property	x000078	176				structural_degree_above_0_5	5	1.795746675862158							
token_property	x000078	176				structural_degree_above_0_6	0	-0.17699993118412782							
token_property	x000078	176				structural_degree_above_0_7	0	0							
token_property	x000078	176				successor_entropy	7.229710047998846	2.6150658730216962							
token_property	x000078	176				top3_predecessor_mass	0.05952380952380952	-1.3086265985476417							
token_property	x000078	176				top3_successor_mass	0.04375	-1.7644074176594375							
token_property	x000078	176				top5_predecessor_mass	0.09523809523809523	-1.3904441640515843							
token_property	x000078	176				top5_successor_mass	0.06874999999999999	-1.7928744136207393							
token_property	x000078	176				unique_grapheme_count	4	-2.298070988052938							
token_property	x000078	176				unique_predecessor_count	131	2.256792679452028							
token_property	x000078	176				unique_successor_count	153	2.5507096000343394							
token_property	x000079	165				effective_predecessor_count	111.7564972840591	2.126819139900689							
token_property	x000079	165				effective_successor_count	146.55475168725744	2.618782589217262							
token_property	x000079	165				frequency_rank	36	-1.5476813215781162							
token_property	x000079	165				global_count	165	2.2979781233584053							
token_property	x000079	165				global_frequency_probability	0.0037746208221810444	2.376238687768728							
token_property	x000079	165				grapheme_length	7	0							
token_property	x000079	165				line_end_probability	0.07878787878787878	-0.04497875863336719							
token_property	x000079	165				line_start_probability	0.048484848484848485	-0.34756954645434246							
token_property	x000079	165				log_global_count	5.111987788356544	2.2979781233584053							
token_property	x000079	165				max_predecessor_probability	0.03184713375796178	-0.8938236546187164							
token_property	x000079	165				max_structural_similarity	0.49934559985095234	0.8411637903249016							
token_property	x000079	165				max_successor_probability	0.013157894736842105	-1.5204997340979223							
token_property	x000079	165				mean_position	6.618181818181818	0.557067539016067							
token_property	x000079	165				mean_structural_similarity_to_all	0.2888861219765421	1.2254791921030568							
token_property	x000079	165				median_position	7	0.7298745009169119							
token_property	x000079	165				normalized_frequency_rank	0.053973013493253376	-1.5476813215781156							
token_property	x000079	165				normalized_mean_position	0.5465811357388896	0.5590586421975393							
token_property	x000079	165				positional_entropy	3.727618445014359	1.5067249656162875							
token_property	x000079	165				positional_specialization	0.045886145569489	-0.4248538262587784							
token_property	x000079	165				predecessor_entropy	6.804214898829899	2.0968308159941205							
token_property	x000079	165				structural_degree_above_0_5	0	-0.47210024524225225							
token_property	x000079	165				structural_degree_above_0_6	0	-0.17699993118412782							
token_property	x000079	165				structural_degree_above_0_7	0	0							
token_property	x000079	165				successor_entropy	7.195295934496199	2.5841740974685186							
token_property	x000079	165				top3_predecessor_mass	0.08280254777070063	-1.1410622729202053							
token_property	x000079	165				top3_successor_mass	0.039473684210526314	-1.804636550855886							
token_property	x000079	165				top5_predecessor_mass	0.12101910828025476	-1.2567087857579644							
token_property	x000079	165				top5_successor_mass	0.05921052631578947	-1.852454438243032							
token_property	x000079	165				unique_grapheme_count	4	-2.298070988052938							
token_property	x000079	165				unique_predecessor_count	124	2.1884623326316723							
token_property	x000079	165				unique_successor_count	148	2.5075316046771206							
token_property	x000080	179				effective_predecessor_count	121.577436622092	2.2328125516126898							
token_property	x000080	179				effective_successor_count	146.8254738917509	2.6212548685507424							
token_property	x000080	179				frequency_rank	29	-1.5840362519507567							
token_property	x000080	179				global_count	179	2.3982350325829334							
token_property	x000080	179				global_frequency_probability	0.004094891679820648	2.6399044180868767							
token_property	x000080	179				grapheme_length	7	0							
token_property	x000080	179				line_end_probability	0.0670391061452514	-0.2176198183309099							
token_property	x000080	179				line_start_probability	0.0335195530726257	-0.5383526926303592							
token_property	x000080	179				log_global_count	5.19295685089021	2.3982350325829334							
token_property	x000080	179				max_predecessor_probability	0.023121387283236993	-1.0067987687511362							
token_property	x000080	179				max_structural_similarity	0.5495737503522378	1.4662100227045833							
token_property	x000080	179				max_successor_probability	0.017964071856287425	-1.4290924336497675							
token_property	x000080	179				mean_position	6.424581005586592	0.36607419463870106							
token_property	x000080	179				mean_structural_similarity_to_all	0.2898672098202414	1.2542837698108193							
token_property	x000080	179				median_position	6	0.07860186932951353							
token_property	x000080	179				normalized_frequency_rank	0.043478260869565216	-1.584036251950756							
token_property	x000080	179				normalized_mean_position	0.5156769208445191	0.17492993952536856							
token_property	x000080	179				positional_entropy	3.6691814994509055	1.356577365289805							
token_property	x000080	179				positional_specialization	0.06084355073182912	0.03117666841601099							
token_property	x000080	179				predecessor_entropy	6.925731695744772	2.1989038947182946							
token_property	x000080	179				structural_degree_above_0_5	3	1.2825456503726538							
token_property	x000080	179				structural_degree_above_0_6	0	-0.17699993118412782							
token_property	x000080	179				structural_degree_above_0_7	0	0							
token_property	x000080	179				successor_entropy	7.197958484038981	2.586564130931636							
token_property	x000080	179				top3_predecessor_mass	0.05780346820809248	-1.3210099085604015							
token_property	x000080	179				top3_successor_mass	0.05389221556886227	-1.6689952542193118							
token_property	x000080	179				top5_predecessor_mass	0.09248554913294796	-1.404722609744953							
token_property	x000080	179				top5_successor_mass	0.08383233532934131	-1.6986757250944335							
token_property	x000080	179				unique_grapheme_count	3	-4.077741836778895							
token_property	x000080	179				unique_predecessor_count	133	2.275650774475821							
token_property	x000080	179				unique_successor_count	153	2.5507096000343394							
token_property	x000081	194				effective_predecessor_count	116.2026899432359	2.175904245536163							
token_property	x000081	194				effective_successor_count	160.19841708861713	2.738059811769981							
