window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
500	contiguous_segmentation	3	0.012529477128019552	0.6234529716101145	0.6359114675963509	5,617,243	2	1
500	k_medoids	4	0.030366863703706035	0.6210522045847654	0.6542585853895764	707,65,24,69	15	4
500	contiguous_segmentation	4	0.011451383981338279	0.6186617670257256	0.634524167670887	5,617,92,151	3	1
500	k_medoids	5	0.012385108011025502	0.6200706400822587	0.6376017055681439	255,160,23,163,264	68	13.8
500	contiguous_segmentation	5	0.020541911081565018	0.6126939699287415	0.6385920481423054	5,304,313,92,151	4	1
500	k_medoids	6	0.010539201751204303	0.6163696693582325	0.6382473723387626	71,298,23,93,187,193	66	11.166666666666666
500	contiguous_segmentation	6	0.027543625084668854	0.6080706980728006	0.6390246792608357	5,304,169,144,92,151	5	1
500	k_medoids	7	0.016302279217877105	0.6122910118474035	0.6387451165321995	243,124,23,258,122,41,54	60	8.714285714285714
500	contiguous_segmentation	7	0.033062244952721496	0.6038606234953634	0.6392496026733642	5,304,141,28,144,92,151	6	1
500	k_medoids	8	0.022335169674800304	0.6066734657532171	0.6376557299901567	35,118,24,208,167,150,28,135	75	9.5
500	contiguous_segmentation	8	0.040536759292016625	0.598795429424382	0.6394261910183504	5,132,172,141,28,144,92,151	7	1
500	k_medoids	9	0.02735942756311977	0.6017736273584853	0.640131030023642	127,26,245,23,23,70,249,77,25	60	6.777777777777778
500	contiguous_segmentation	9	0.04568771945826889	0.5949029795839444	0.6394983238157637	5,132,172,92,49,28,144,92,151	8	1
500	k_medoids	10	0.03621200417809955	0.5948172753571105	0.6398355193442934	221,40,41,44,23,24,35,86,231,120	62	6.3
500	contiguous_segmentation	10	0.05182968148826176	0.5899187318209989	0.6396659437085961	5,110,22,172,92,49,28,144,92,151	9	1
500	k_medoids	11	0.04345005204682482	0.589180431347813	0.6408209737395946	198,23,245,58,30,105,30,21,93,26,36	57	5.2727272727272725
500	contiguous_segmentation	11	0.05583994631774248	0.5850125628460414	0.6394734699146958	5,110,22,48,124,92,49,28,144,92,151	10	1
500	k_medoids	12	0.03945125648116114	0.5875942862834944	0.6397078615098817	194,26,33,49,22,164,89,56,25,87,88,32	68	5.75
500	contiguous_segmentation	12	0.058263233700803684	0.5809785595487723	0.6395063141936974	5,110,22,48,124,83,9,49,28,144,92,151	11	1
500	k_medoids	13	0.05470097073775106	0.579200393906127	0.6395205777763874	200,22,52,25,35,169,38,28,25,18,83,137,33	66	5.153846153846154
500	contiguous_segmentation	13	0.06150841942137956	0.5760661889734608	0.6394830275457101	5,110,22,48,124,83,9,49,28,144,73,19,151	12	1
500	k_medoids	14	0.06720058668188184	0.5708431465996398	0.6423883296925783	296,27,27,24,23,20,61,25,52,26,25,29,205,25	47	3.4285714285714284
500	contiguous_segmentation	14	0.0676108724437547	0.5709959743822974	0.6395272165269795	5,110,22,48,124,66,17,9,49,28,144,73,19,151	13	1
500	k_medoids	15	0.06716229493132542	0.5692274896703391	0.641984962196829	266,26,47,20,25,19,43,27,22,19,35,38,35,30,213	51	3.466666666666667
500	contiguous_segmentation	15	0.06672242070040031	0.5669867081126891	0.6392303576904077	5,110,22,48,124,66,17,9,49,28,144,73,19,21,130	14	1
1000	k_medoids	2	0.04688226735144491	0.528377373801684	0.5547403083400327	337,91	10	5.5
1000	contiguous_segmentation	2	0.042763975832442985	0.5250447250054541	0.5485930327356259	258,170	1	1
1000	k_medoids	3	0.05389677312231514	0.5197581089532038	0.5614239243970832	358,33,37	8	3
1000	contiguous_segmentation	3	0.04524091420745613	0.5187123981130736	0.5488819183201316	5,253,170	2	1
1000	k_medoids	4	0.06465369497063239	0.5089342026247483	0.5589608124186188	314,37,29,48	10	2.75
1000	contiguous_segmentation	4	0.04507725725424978	0.5090205225601694	0.5461076986126591	5,253,104,66	3	1
1000	k_medoids	5	0.058733979569732406	0.5041736167555239	0.5540136779141903	260,26,44,61,37	17	3.6
1000	contiguous_segmentation	5	0.029205452412308798	0.5030631296400221	0.5457526984739808	5,253,104,6,60	4	1
1000	k_medoids	6	0.08083598424964475	0.4894954009038117	0.5557250159698218	254,41,26,27,51,29	14	2.5
1000	contiguous_segmentation	6	0.049680425741313795	0.4917774433600575	0.5480858163970102	5,150,103,104,6,60	5	1
1000	k_medoids	7	0.1021766280548198	0.4781057645208385	0.5570614842009393	269,25,33,25,23,25,28	11	1.7142857142857142
1000	contiguous_segmentation	7	0.0686874325308532	0.48122083882938077	0.5483756066702811	5,65,85,103,104,6,60	6	1
1000	k_medoids	8	0.10588305898318513	0.4711200184962367	0.5542247224355882	228,25,22,24,26,51,23,29	13	1.75
1000	contiguous_segmentation	8	0.07978087133666122	0.4730234432413238	0.5483178949741775	5,14,51,85,103,104,6,60	7	1
1000	k_medoids	9	0.11872805381626811	0.46145205528530797	0.5515618140615764	54,26,26,169,24,34,23,51,21	16	1.8888888888888888
1000	contiguous_segmentation	9	0.09454515134184692	0.46377588598864866	0.5484049627433951	5,14,51,85,21,82,104,6,60	8	1
1000	k_medoids	10	0.12945793958653495	0.4522043907031624	0.5520251964897913	75,25,16,25,26,26,16,17,182,20	17	1.8
1000	contiguous_segmentation	10	0.10267324773090399	0.4555863840064356	0.5478792643979655	5,14,51,85,21,82,104,6,36,24	9	1
