transcription	class	object_id	corpus	policy	scale	metric_id	voynich_value	reference_value	normalized_residual	uncertainty	direction	applicable	stability
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			EF2_GLOBAL_CLUSTERING	0.279163	1.000000	-2.203783	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.000000	1.359565	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			LP1_RULE_SUPPORT_GINI	0.780164	0.000000	1.101213	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.000000	0.785761	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.000000	0.762010	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	0.068211	1.413696	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.660232	-1.782566	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			EF2_GLOBAL_CLUSTERING	0.279163	0.746554	-1.428934	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.215163	0.897982	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			LP1_RULE_SUPPORT_GINI	0.780164	0.367424	0.582588	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.617258	-0.805993	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.562857	-0.887560	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			EF1_GIANT_COMPONENT_SHARE	0.874582	0.182349	1.213594	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			EF1_ISOLATE_SHARE	0.116743	0.649161	-1.746254	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			EF2_GLOBAL_CLUSTERING	0.279163	0.355450	-0.233229	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.354898	0.598212	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			LP1_RULE_SUPPORT_GINI	0.780164	0.401490	0.534504	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.542640	-0.613572	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.482018	-0.650645	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			EF1_GIANT_COMPONENT_SHARE	0.874582	0.206928	1.170503	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			EF1_ISOLATE_SHARE	0.116743	0.530538	-1.357188	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			EF2_GLOBAL_CLUSTERING	0.279163	0.372583	-0.285609	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.331711	0.647955	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			LP1_RULE_SUPPORT_GINI	0.780164	0.396652	0.541333	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.514429	-0.540823	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.461413	-0.590257	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	0.049757	1.446049	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.505949	-1.276539	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			EF2_GLOBAL_CLUSTERING	0.279163	0.676475	-1.214684	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.296478	0.723539	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			LP1_RULE_SUPPORT_GINI	0.780164	0.637851	0.200876	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.524737	-0.567404	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.460963	-0.588938	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			EF1_GIANT_COMPONENT_SHARE	0.874582	0.265463	1.067882	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			EF1_ISOLATE_SHARE	0.116743	0.548598	-1.416422	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			EF2_GLOBAL_CLUSTERING	0.279163	0.381825	-0.313864	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.345552	0.618262	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			LP1_RULE_SUPPORT_GINI	0.780164	0.523460	0.362341	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.492804	-0.485057	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.435670	-0.514812	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			EF1_GIANT_COMPONENT_SHARE	0.874582	0.307581	0.994042	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			EF1_ISOLATE_SHARE	0.116743	0.503249	-1.267684	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			EF2_GLOBAL_CLUSTERING	0.279163	0.324661	-0.139099	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.286599	0.744732	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			LP1_RULE_SUPPORT_GINI	0.780164	0.465847	0.443663	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.515631	-0.543922	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.459922	-0.585888	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	0.058589	1.430566	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.515313	-1.307252	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			EF2_GLOBAL_CLUSTERING	0.279163	0.663862	-1.176123	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.285815	0.746414	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			LP1_RULE_SUPPORT_GINI	0.780164	0.650017	0.183704	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.521120	-0.558077	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.462696	-0.594017	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			EF1_GIANT_COMPONENT_SHARE	0.874582	0.265648	1.067558	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			EF1_ISOLATE_SHARE	0.116743	0.544709	-1.403667	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			EF2_GLOBAL_CLUSTERING	0.279163	0.370561	-0.279427	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.305132	0.704974	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			LP1_RULE_SUPPORT_GINI	0.780164	0.524808	0.360438	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.490567	-0.479289	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.435168	-0.513341	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			EF1_GIANT_COMPONENT_SHARE	0.874582	0.244965	1.103818	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			EF1_ISOLATE_SHARE	0.116743	0.505138	-1.273880	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			EF2_GLOBAL_CLUSTERING	0.279163	0.316383	-0.113791	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			EF3_DEGREE_FREQUENCY_SPEARMAN	0.633750	0.214959	0.898419	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			LP1_RULE_SUPPORT_GINI	0.780164	0.538725	0.340794	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			LP4_PREFIX_ATTACHMENT_NMI	0.304706	0.491595	-0.481939	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			LP4_SUFFIX_ATTACHMENT_NMI	0.260009	0.433498	-0.508447	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			cs2/prev-family-current-family	0.000000	0.000000	NA	frozen natural-control scale	NOT_APPLICABLE	false	see transcription/stability tables
IT2a	EXTRACTION	LAST_GLYPH_OF_LINE	Astafiev			EF1_GIANT_COMPONENT_SHARE	0.874582	1.000000	-0.219878	frozen natural-control scale	REFERENCE_ABOVE_TARGET	true	see transcription/stability tables
IT2a	EXTRACTION	LAST_GLYPH_OF_LINE	Astafiev			EF1_ISOLATE_SHARE	0.116743	0.000000	0.382901	frozen natural-control scale	REFERENCE_BELOW_TARGET	true	see transcription/stability tables
