token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x015014	incoming	133	1	1	0	0	1	0	0	0	0	0.125	0.000999000999	0.000999000999	0.3528067313	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x015015	incoming	109	1	1	0	0	1	0	0	0	0	0.1604938272	0.000999000999	0.000999000999	0.4379189324	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018181	incoming	92	1	1	0	0	1	0	0	0	0	0.2932098765	0.000999000999	0.000999000999	0.39113221	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x024744	incoming	22	1	1	0	0	1	0	0	0	0	0.1604938272	0.000999000999	0.000999000999	0.4304640406	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028386	incoming	182	1	1	0	0	1	0	0	0	0	0.3040123457	0.000999000999	0.000999000999	0.3590846754	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028392	incoming	661	48	4	0.9911206597	0.9911939895	0.9834990557	0.002183192263	0.6059205677	0.598760387	0.4313366098	0.8281571502	0.3216783217	0.8481518482	0.3866672192	1	0.2397602398	INSUFFICIENT_SUPPORT	false
x028393	incoming	563	42	4	0.9918213302	0.992041747	0.9842642583	0.001710695481	0.6013716794	0.5945472046	0.4271600895	0.8281525573	0.3056943057	0.5274725275	0.3840216509	1	0.7062937063	INSUFFICIENT_SUPPORT	false
x028394	incoming	446	36	4	0.9928164369	0.9931373863	0.9879229318	0.001552307883	0.601258014	0.5984969744	0.4311577431	0.8126714678	0.8111888112	0.8881118881	0.3858893019	1	0.1518481518	INSUFFICIENT_SUPPORT	false
x028395	incoming	324	18	4	0.9930224537	0.9931434083	0.9894770486	0.001316881418	0.5817458308	0.5821616345	0.4086181738	0.8345336077	0.4275724276	0.5544455544	0.391066844	1	0.8451548452	INSUFFICIENT_SUPPORT	false
x028396	incoming	224	4	2	0.9942147986	0.9941475538	0.9921316134	0.001634739533	0.5061714409	0.4993701746	0.3548614747	0.8040123457	0.986013986	0.9410589411	0.4200464884	1	0.8031968032	INSUFFICIENT_SUPPORT	false
x028902	incoming	311	5	2	0.993974045	0.9938153758	0.9932537946	0.0004417844648	0.5472911998	0.544833888	0.3928956164	0.850617284	0.04295704296	0.4575424575	0.4038177857	1	0.5264735265	INSUFFICIENT_SUPPORT	false
x028903	incoming	266	1	1	0	0	1	0	0	0	0	0.1219135802	0.000999000999	0.000999000999	0.3724977321	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028904	incoming	225	1	1	0	0	1	0	0	0	0	0.3101851852	0.000999000999	0.000999000999	0.3716005864	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x030834	incoming	155	4	2	0.9940461578	0.9941212624	0.9929185817	0.0009197189232	0.5287629486	0.5151847924	0.3818482239	0.8641975309	0.09090909091	0.8701298701	0.4536361509	1	0.991008991	INSUFFICIENT_SUPPORT	false
x030835	incoming	124	5	3	0.9935102162	0.9933009773	0.9911990113	0.00141716664	0.5517612098	0.5621775604	0.4067033146	0.8672839506	0.9290709291	0.3276723277	0.4527265599	1	0.9420579421	INSUFFICIENT_SUPPORT	false
x030836	incoming	115	3	2	0.9954110182	0.9954110182	0.9942637728	0.001147245444	0.4611729891	0.4547169569	0.331764377	0.7618312757	0.7072927073	0.6523476523	0.3823242682	1	0.9410589411	INSUFFICIENT_SUPPORT	false
x030837	incoming	92	3	3	0.9917809118	0.9906050729	0.9895946319	0.002955186833	0.5669773766	0.5528212	0.417311241	0.8482510288	0.06393606394	0.4665334665	0.4525006837	1	0.984015984	INSUFFICIENT_SUPPORT	false
x031188	incoming	31	1	1	0	0	1	0	0	0	0	0.1512345679	0.000999000999	0.000999000999	0.4527265599	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032100	incoming	152	3	3	0.9943472566	0.9942637728	0.9938153758	0.0005781610388	0.451693754	0.4602306091	0.3072348844	0.8148148148	0.3186813187	0.5374625375	0.3740956324	1	0.4225774226	INSUFFICIENT_SUPPORT	false
x032101	incoming	131	3	2	0.9935901351	0.9937012351	0.9932537946	0.0002968177075	0.5121808404	0.5071145465	0.3791774033	0.8240740741	0.02797202797	0.003996003996	0.4282520105	1	0.969030969	INSUFFICIENT_SUPPORT	true
x032103	incoming	76	1	1	0	0	1	0	0	0	0	0.3055555556	0.000999000999	0.000999000999	0.3590846754	1	0.000999000999	INSUFFICIENT_SUPPORT	false
