window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
1000	k_medoids	7	0.081102449094395	0.49671188067991445	0.5668485573488719	240,26,34,28,29,50,21	18	2.7142857142857144
1000	contiguous_segmentation	7	0.09924991508690759	0.489203784990977	0.5617338640952171	6,13,51,85,86,72,115	6	1
1000	k_medoids	8	0.08595677284078061	0.48769943219565914	0.5619427457429663	134,25,67,25,36,46,65,30	24	3.125
1000	contiguous_segmentation	8	0.1056507625963818	0.4798840387184594	0.561400718564249	6,13,51,18,67,86,72,115	7	1
1000	k_medoids	9	0.10702467997205435	0.4758405936094939	0.5631369828710787	67,26,15,25,33,25,63,152,22	19	2.2222222222222223
1000	contiguous_segmentation	9	0.11770243661001858	0.4697316929173227	0.561220295649605	6,13,51,18,67,86,34,38,115	8	1
1000	k_medoids	10	0.11551419377372313	0.46770495180590305	0.5605561082808264	111,25,25,23,17,25,31,25,36,110	27	2.8
1000	contiguous_segmentation	10	0.1254007567799667	0.46099941740575434	0.5602361174746192	6,13,51,18,67,86,34,38,93,22	9	1
1000	k_medoids	11	0.11618278357281729	0.46239796520550347	0.5597352428563453	110,25,21,103,24,28,20,32,25,23,17	29	2.727272727272727
1000	contiguous_segmentation	11	0.11668757520974962	0.4576315324146008	0.5601106451906	6,13,51,18,67,86,34,38,93,17,5	10	1
1000	k_medoids	12	0.13020450064293684	0.4538598927766146	0.5591985332336386	21,20,25,32,23,19,23,19,55,37,101,53	30	2.5833333333333335
1000	contiguous_segmentation	12	0.13100944580521856	0.4484251030263506	0.5601805736798258	6,13,51,18,67,68,18,34,38,93,17,5	11	1
1000	k_medoids	13	0.1596707711682156	0.4381645455605944	0.5616196001132125	108,17,22,24,25,65,19,20,21,15,37,35,20	20	1.6153846153846154
1000	contiguous_segmentation	13	0.14162907017053855	0.43993271749356744	0.5602197748787369	6,13,51,18,67,13,55,18,34,38,93,17,5	12	1
1000	k_medoids	14	0.16321104867606465	0.4304975802176991	0.5596938288561243	73,17,19,22,49,23,25,29,17,40,31,17,16,50	27	2
1000	contiguous_segmentation	14	0.15618406735440185	0.4310276883868511	0.5600156427622669	6,13,51,18,25,42,13,55,18,34,38,93,17,5	13	1
1000	k_medoids	15	0.16224338584152498	0.42624655700317	0.5605316553057536	103,24,16,19,24,16,25,22,15,23,39,15,27,25,35	23	1.6
1000	contiguous_segmentation	15	0.17083731312298533	0.4221059931713115	0.5593213436510582	6,13,51,18,25,42,13,55,18,34,38,62,31,17,5	14	1
