target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
r	s	2	am	qokeey	7	0.3253377044161482	0.23970208238334084	0.11740890688259109	86	306	1
r	s	2	am	qokeey	8	0.23699887801848096	0.17685058519531838	0.08518518518518518	86	306	1
r	s	2	am	qokeey	9	0.24410419609033562	0.16560267517859856	0.10317460317460317	86	306	1
r	s	2	am	qokeey	10	0.20295639583226643	0.15906672746618028	0.07662835249042145	86	306	1
r	s	2	am	qokeey	11	0.1765036846255863	0.12494300045599636	0.05639097744360902	86	306	1
r	s	2	am	qokeey	12	0.25399835390509207	0.1957744338045295	0.10483870967741936	86	306	1
r	s	2	am	qokeey	13	0.19980708509880907	0.14417084663322696	0.0749063670411985	86	306	1
r	s	2	am	qokeey	14	0.2706915543014605	0.19030247758017932	0.09885931558935361	86	306	1
r	s	2	am	qokeey	15	0.23136539474564843	0.1710746314029487	0.07806691449814127	86	306	1
r	s	2	am	qokeey	16	0.23090442804518707	0.1674266605867153	0.0916030534351145	86	306	1
r	s	2	am	qokeey	17	0.20214263327150217	0.1409028727770178	0.08455882352941177	86	306	1
r	s	2	am	qokeey	18	0.2608966515708716	0.1884784921720626	0.09398496240601503	86	306	1
r	s	2	am	qokeey	19	0.20637138607013117	0.1557987536099711	0.08273381294964029	86	306	1
r	s	2	am	qokeey	20	0.2801362024437234	0.21211430308557527	0.09881422924901186	86	306	1
r	s	3	am	qokedy	1	0.1910128949068154	0.1327098078867543	0.08490566037735849	86	276	1
r	s	3	am	qokedy	2	0.1290526201989507	0.07684529828109203	0.06854838709677419	86	276	1
r	s	3	am	qokedy	3	0.22276767147715892	0.158072126727334	0.1059322033898305	86	276	1
r	s	3	am	qokedy	4	0.3507501755087833	0.2554769127064374	0.14691943127962084	86	276	1
r	s	3	am	qokedy	5	0.22260102374552104	0.15082574991573983	0.1037344398340249	86	276	1
r	s	3	am	qokedy	6	0.21682101357962602	0.15006740815638683	0.08677685950413223	86	276	1
r	s	3	am	qokedy	7	0.3162060784663233	0.2240478597910347	0.11764705882352941	86	276	1
r	s	3	am	qokedy	8	0.24339593135928894	0.18629929221435793	0.1016949152542373	86	276	1
r	s	3	am	qokedy	9	0.23981703374738728	0.18284462419952813	0.09504132231404959	86	276	1
r	s	3	am	qokedy	10	0.22447992110831794	0.15234243343444556	0.1038961038961039	86	276	1
r	s	3	am	qokedy	11	0.1804428166369466	0.13860802157061003	0.05439330543933055	86	276	1
r	s	3	am	qokedy	12	0.2159837915574191	0.15082574991573977	0.0931174089068826	86	276	1
r	s	3	am	qokedy	13	0.18990827881733574	0.1319514661274014	0.08641975308641975	86	276	1
r	s	3	am	qokedy	14	0.31086387171888963	0.22918773171553752	0.12831858407079647	86	276	1
r	s	3	am	qokedy	15	0.2413877584301113	0.18056959892146945	0.09417040358744394	86	276	1
r	s	3	am	qokedy	16	0.2000125194130028	0.1327098078867543	0.08943089430894309	86	276	1
r	s	3	am	qokedy	17	0.18703136193314585	0.13843950117964274	0.07916666666666666	86	276	1
r	s	3	am	qokedy	18	0.20568258082820445	0.13270980788675427	0.09130434782608696	86	276	1
r	s	3	am	qokedy	19	0.19347544281151785	0.14357937310414556	0.08016877637130802	86	276	1
r	s	3	am	qokedy	20	0.22643254257666479	0.1653185035389282	0.09649122807017543	86	276	1
ol	y	1	aiin	qotchy	1	0.1333305202287588	0.07936507936507936	0.04395604395604396	504	62	1
ol	y	1	aiin	qotchy	2	0.19910642851973825	0.11309523809523805	0.0549738219895288	504	62	1
ol	y	1	aiin	qotchy	3	0.16909826829858843	0.09549411162314388	0.04825737265415549	504	62	1
ol	y	1	aiin	qotchy	4	0.22209649178007496	0.1391449052739375	0.06933333333333333	504	62	1
ol	y	1	aiin	qotchy	5	0.1477828517716887	0.0895417306707629	0.041884816753926704	504	62	1
ol	y	1	aiin	qotchy	6	0.21121037691214617	0.12499999999999997	0.05945945945945946	504	62	1
ol	y	1	aiin	qotchy	7	0.20470671132671758	0.1349206349206349	0.056	504	62	1
ol	y	1	aiin	qotchy	8	0.17763771582960242	0.1193036354326677	0.04450261780104712	504	62	1
ol	y	1	aiin	qotchy	9	0.15280019855411298	0.08928571428571423	0.05699481865284974	504	62	1
ol	y	1	aiin	qotchy	10	0.22209271496321437	0.1391449052739375	0.06077348066298342	504	62	1
ol	y	1	aiin	qotchy	11	0.20107712537439693	0.12103174603174602	0.05929919137466307	504	62	1
ol	y	1	aiin	qotchy	12	0.20212528179315448	0.12327188940092165	0.046153846153846156	504	62	1
ol	y	1	aiin	qotchy	13	0.20914537710616565	0.1493215565796211	0.04960835509138381	504	62	1
ol	y	1	aiin	qotchy	14	0.1483254289370084	0.10317460317460315	0.042666666666666665	504	62	1
ol	y	1	aiin	qotchy	15	0.1524600101685546	0.09152585765488991	0.04580152671755725	504	62	1
ol	y	1	aiin	qotchy	16	0.18220448619716711	0.12103174603174599	0.04639175257731959	504	62	1
ol	y	1	aiin	qotchy	17	0.1799786692171803	0.10317460317460315	0.04738154613466334	504	62	1
ol	y	1	aiin	qotchy	18	0.17712607368984357	0.1111111111111111	0.05675675675675676	504	62	1
ol	y	1	aiin	qotchy	19	0.2106581648151743	0.13492063492063489	0.06382978723404255	504	62	1
ol	y	1	aiin	qotchy	20	0.2183015094913845	0.1388888888888889	0.059895833333333336	504	62	1
ol	y	2	am	qokeedy	1	0.12758550572465233	0.08717130262957895	0.05042016806722689	86	306	1
ol	y	2	am	qokeedy	2	0.17982908905814032	0.11658306733546134	0.07462686567164178	86	306	1
ol	y	2	am	qokeedy	3	0.20757502203268818	0.15108679130566954	0.08979591836734693	86	306	1
ol	y	2	am	qokeedy	4	0.3535874432763273	0.26987384100927186	0.125	86	306	1
ol	y	2	am	qokeedy	5	0.22693957446987867	0.15579875360997109	0.09019607843137255	86	306	1
ol	y	2	am	qokeedy	6	0.2799327717768292	0.2080863353093175	0.1125	86	306	1
ol	y	2	am	qokeedy	7	0.29210761298141363	0.21317829457364335	0.10655737704918032	86	306	1
ol	y	2	am	qokeedy	8	0.24959481128974548	0.19721842225262196	0.08835341365461848	86	306	1
ol	y	2	am	qokeedy	9	0.20336915076552364	0.14888280893752853	0.07421875	86	306	1
ol	y	2	am	qokeedy	10	0.23605029291113344	0.17578659370725033	0.08764940239043825	86	306	1
ol	y	2	am	qokeedy	11	0.19052293760514127	0.1329229366165071	0.06746031746031746	86	306	1
ol	y	2	am	qokeedy	12	0.23628620780359344	0.17905456756345944	0.09795918367346938	86	306	1
ol	y	2	am	qokeedy	13	0.1892498774173581	0.13801489588083296	0.07392996108949416	86	306	1
ol	y	2	am	qokeedy	14	0.3123562335954442	0.22518619851041188	0.124	86	306	1
ol	y	2	am	qokeedy	15	0.24773196994252	0.18414652682778532	0.08661417322834646	86	306	1
ol	y	2	am	qokeedy	16	0.2284528627846646	0.16887064903480775	0.10196078431372549	86	306	1
ol	y	2	am	qokeedy	17	0.19212423890586938	0.13436692506459955	0.08171206225680934	86	306	1
ol	y	2	am	qokeedy	18	0.20073209652756663	0.12821097431220552	0.08949416342412451	86	306	1
ol	y	2	am	qokeedy	19	0.24609629974353242	0.19721842225262193	0.08943089430894309	86	306	1
ol	y	2	am	qokeedy	20	0.2504186759063758	0.18847849217206264	0.09523809523809523	86	306	1
ol	y	3	aiin	sor	1	0.18909692173059778	0.11286181139122314	0.05475504322766571	504	51	1
ol	y	3	aiin	sor	2	0.22086656047159825	0.15032679738562088	0.052770448548812667	504	51	1
ol	y	3	aiin	sor	3	0.2034157044943241	0.12476657329598506	0.06301369863013699	504	51	1
ol	y	3	aiin	sor	4	0.2519842881625749	0.16246498599439768	0.06486486486486487	504	51	1
ol	y	3	aiin	sor	5	0.21935503076873963	0.13690476190476195	0.06027397260273973	504	51	1
ol	y	3	aiin	sor	6	0.262878250988845	0.17460317460317457	0.06060606060606061	504	51	1
ol	y	3	aiin	sor	7	0.2615469938798647	0.16421568627450975	0.07799442896935933	504	51	1
ol	y	3	aiin	sor	8	0.2202645715538314	0.15429505135387483	0.04904632152588556	504	51	1
ol	y	3	aiin	sor	9	0.21849720080715418	0.1386554621848739	0.06702412868632708	504	51	1
ol	y	3	aiin	sor	10	0.18842008959769108	0.13492063492063494	0.03825136612021858	504	51	1
ol	y	3	aiin	sor	11	0.19921554469820546	0.11904761904761904	0.06077348066298342	504	51	1
ol	y	3	aiin	sor	12	0.2665723894338229	0.16795051353874876	0.0748663101604278	504	51	1
ol	y	3	aiin	sor	13	0.2796910482631755	0.17238562091503268	0.07967032967032966	504	51	1
ol	y	3	aiin	sor	14	0.13373009218381515	0.07913165266106441	0.04120879120879121	504	51	1
ol	y	3	aiin	sor	15	0.14032784044776336	0.08905228758169934	0.038860103626943004	504	51	1
ol	y	3	aiin	sor	16	0.20763832296874352	0.13270308123249297	0.047493403693931395	504	51	1
ol	y	3	aiin	sor	17	0.2132849650700369	0.13095238095238096	0.05102040816326531	504	51	1
ol	y	3	aiin	sor	18	0.1872649841641585	0.11484593837535012	0.05234159779614325	504	51	1
ol	y	3	aiin	sor	19	0.14475948305306885	0.0930205415499533	0.042328042328042326	504	51	1
ol	y	3	aiin	sor	20	0.20222197849515522	0.13643790849673199	0.05235602094240838	504	51	1
dar	ol	1	aiin	qotchy	1	0.1333305202287587	0.07936507936507936	0.04395604395604396	504	62	1
dar	ol	1	aiin	qotchy	2	0.1991064285197387	0.11309523809523805	0.0549738219895288	504	62	1
dar	ol	1	aiin	qotchy	3	0.16909826829858843	0.09549411162314388	0.04825737265415549	504	62	1
dar	ol	1	aiin	qotchy	4	0.22209649178007496	0.13914490527393747	0.06933333333333333	504	62	1
dar	ol	1	aiin	qotchy	5	0.14778285177168982	0.08954173067076293	0.041884816753926704	504	62	1
dar	ol	1	aiin	qotchy	6	0.2112103769121475	0.125	0.05945945945945946	504	62	1
dar	ol	1	aiin	qotchy	7	0.20470671132671636	0.1349206349206349	0.056	504	62	1
dar	ol	1	aiin	qotchy	8	0.17763771582960275	0.11930363543266767	0.04450261780104712	504	62	1
dar	ol	1	aiin	qotchy	9	0.1528001985541132	0.08928571428571425	0.05699481865284974	504	62	1
dar	ol	1	aiin	qotchy	10	0.22209271496321437	0.13914490527393752	0.06077348066298342	504	62	1
dar	ol	1	aiin	qotchy	11	0.20107712537439582	0.12103174603174605	0.05929919137466307	504	62	1
dar	ol	1	aiin	qotchy	12	0.20212528179315603	0.12327188940092165	0.046153846153846156	504	62	1
dar	ol	1	aiin	qotchy	13	0.20914537710616576	0.14932155657962104	0.04960835509138381	504	62	1
dar	ol	1	aiin	qotchy	14	0.14832542893700806	0.10317460317460318	0.042666666666666665	504	62	1
dar	ol	1	aiin	qotchy	15	0.15246001016855437	0.09152585765488991	0.04580152671755725	504	62	1
dar	ol	1	aiin	qotchy	16	0.18220448619716734	0.12103174603174599	0.04639175257731959	504	62	1
dar	ol	1	aiin	qotchy	17	0.17997866921718253	0.10317460317460317	0.04738154613466334	504	62	1
dar	ol	1	aiin	qotchy	18	0.1771260736898428	0.1111111111111111	0.05675675675675676	504	62	1
dar	ol	1	aiin	qotchy	19	0.2106581648151742	0.1349206349206349	0.06382978723404255	504	62	1
dar	ol	1	aiin	qotchy	20	0.2183015094913845	0.13888888888888887	0.059895833333333336	504	62	1
dar	ol	2	am	qokeedy	1	0.12758550572465122	0.08717130262957895	0.05042016806722689	86	306	1
dar	ol	2	am	qokeedy	2	0.17982908905814	0.11658306733546134	0.07462686567164178	86	306	1
dar	ol	2	am	qokeedy	3	0.20757502203268807	0.15108679130566952	0.08979591836734693	86	306	1
dar	ol	2	am	qokeedy	4	0.3535874432763273	0.26987384100927186	0.125	86	306	1
dar	ol	2	am	qokeedy	5	0.22693957446987822	0.15579875360997114	0.09019607843137255	86	306	1
dar	ol	2	am	qokeedy	6	0.27993277177682907	0.2080863353093175	0.1125	86	306	1
dar	ol	2	am	qokeedy	7	0.29210761298141386	0.21317829457364337	0.10655737704918032	86	306	1
dar	ol	2	am	qokeedy	8	0.24959481128974514	0.19721842225262196	0.08835341365461848	86	306	1
dar	ol	2	am	qokeedy	9	0.20336915076552364	0.14888280893752853	0.07421875	86	306	1
dar	ol	2	am	qokeedy	10	0.2360502929111331	0.1757865937072503	0.08764940239043825	86	306	1
dar	ol	2	am	qokeedy	11	0.19052293760514183	0.13292293661650706	0.06746031746031746	86	306	1
dar	ol	2	am	qokeedy	12	0.236286207803594	0.17905456756345942	0.09795918367346938	86	306	1
dar	ol	2	am	qokeedy	13	0.189249877417358	0.13801489588083296	0.07392996108949416	86	306	1
dar	ol	2	am	qokeedy	14	0.31235623359544407	0.22518619851041188	0.124	86	306	1
dar	ol	2	am	qokeedy	15	0.24773196994252022	0.18414652682778532	0.08661417322834646	86	306	1
dar	ol	2	am	qokeedy	16	0.22845286278466492	0.1688706490348077	0.10196078431372549	86	306	1
dar	ol	2	am	qokeedy	17	0.19212423890586905	0.13436692506459952	0.08171206225680934	86	306	1
dar	ol	2	am	qokeedy	18	0.20073209652756674	0.12821097431220552	0.08949416342412451	86	306	1
dar	ol	2	am	qokeedy	19	0.24609629974353298	0.19721842225262193	0.08943089430894309	86	306	1
dar	ol	2	am	qokeedy	20	0.25041867590637534	0.18847849217206256	0.09523809523809523	86	306	1
dar	ol	3	aiin	sor	1	0.18909692173059856	0.11286181139122314	0.05475504322766571	504	51	1
dar	ol	3	aiin	sor	2	0.22086656047159947	0.15032679738562088	0.052770448548812667	504	51	1
dar	ol	3	aiin	sor	3	0.2034157044943229	0.12476657329598502	0.06301369863013699	504	51	1
dar	ol	3	aiin	sor	4	0.25198428816257534	0.16246498599439774	0.06486486486486487	504	51	1
dar	ol	3	aiin	sor	5	0.2193550307687413	0.1369047619047619	0.06027397260273973	504	51	1
dar	ol	3	aiin	sor	6	0.2628782509888442	0.17460317460317457	0.06060606060606061	504	51	1
dar	ol	3	aiin	sor	7	0.26154699387986546	0.16421568627450978	0.07799442896935933	504	51	1
dar	ol	3	aiin	sor	8	0.2202645715538316	0.1542950513538748	0.04904632152588556	504	51	1
dar	ol	3	aiin	sor	9	0.21849720080715362	0.1386554621848739	0.06702412868632708	504	51	1
dar	ol	3	aiin	sor	10	0.18842008959769108	0.1349206349206349	0.03825136612021858	504	51	1
dar	ol	3	aiin	sor	11	0.19921554469820546	0.11904761904761904	0.06077348066298342	504	51	1
dar	ol	3	aiin	sor	12	0.266572389433822	0.16795051353874876	0.0748663101604278	504	51	1
dar	ol	3	aiin	sor	13	0.2796910482631746	0.17238562091503257	0.07967032967032966	504	51	1
dar	ol	3	aiin	sor	14	0.1337300921838147	0.07913165266106444	0.04120879120879121	504	51	1
dar	ol	3	aiin	sor	15	0.14032784044776447	0.08905228758169934	0.038860103626943004	504	51	1
dar	ol	3	aiin	sor	16	0.20763832296874407	0.13270308123249297	0.047493403693931395	504	51	1
dar	ol	3	aiin	sor	17	0.21328496507003813	0.13095238095238096	0.05102040816326531	504	51	1
dar	ol	3	aiin	sor	18	0.18726498416415915	0.11484593837535013	0.05234159779614325	504	51	1
dar	ol	3	aiin	sor	19	0.1447594830530683	0.09302054154995332	0.042328042328042326	504	51	1
dar	ol	3	aiin	sor	20	0.2022219784951541	0.13643790849673199	0.05235602094240838	504	51	1
ar	ol	1	aiin	qotchy	1	0.13333052022875813	0.07936507936507936	0.04395604395604396	504	62	1
ar	ol	1	aiin	qotchy	2	0.19910642851973792	0.11309523809523808	0.0549738219895288	504	62	1
ar	ol	1	aiin	qotchy	3	0.16909826829858954	0.09549411162314386	0.04825737265415549	504	62	1
ar	ol	1	aiin	qotchy	4	0.2220964917800753	0.1391449052739375	0.06933333333333333	504	62	1
ar	ol	1	aiin	qotchy	5	0.14778285177169104	0.08954173067076293	0.041884816753926704	504	62	1
ar	ol	1	aiin	qotchy	6	0.2112103769121465	0.125	0.05945945945945946	504	62	1
ar	ol	1	aiin	qotchy	7	0.20470671132671636	0.1349206349206349	0.056	504	62	1
ar	ol	1	aiin	qotchy	8	0.1776377158296033	0.11930363543266767	0.04450261780104712	504	62	1
ar	ol	1	aiin	qotchy	9	0.1528001985541143	0.08928571428571425	0.05699481865284974	504	62	1
ar	ol	1	aiin	qotchy	10	0.2220927149632147	0.13914490527393752	0.06077348066298342	504	62	1
ar	ol	1	aiin	qotchy	11	0.20107712537439715	0.12103174603174602	0.05929919137466307	504	62	1
ar	ol	1	aiin	qotchy	12	0.2021252817931557	0.12327188940092162	0.046153846153846156	504	62	1
ar	ol	1	aiin	qotchy	13	0.20914537710616643	0.14932155657962112	0.04960835509138381	504	62	1
ar	ol	1	aiin	qotchy	14	0.14832542893700684	0.10317460317460314	0.042666666666666665	504	62	1
ar	ol	1	aiin	qotchy	15	0.15246001016855482	0.09152585765488991	0.04580152671755725	504	62	1
ar	ol	1	aiin	qotchy	16	0.18220448619716678	0.12103174603174603	0.04639175257731959	504	62	1
ar	ol	1	aiin	qotchy	17	0.17997866921718242	0.10317460317460317	0.04738154613466334	504	62	1
ar	ol	1	aiin	qotchy	18	0.17712607368984212	0.1111111111111111	0.05675675675675676	504	62	1
ar	ol	1	aiin	qotchy	19	0.21065816481517508	0.13492063492063489	0.06382978723404255	504	62	1
ar	ol	1	aiin	qotchy	20	0.21830150949138494	0.1388888888888889	0.059895833333333336	504	62	1
ar	ol	2	am	qokeedy	1	0.12758550572465077	0.08717130262957898	0.05042016806722689	86	306	1
ar	ol	2	am	qokeedy	2	0.179829089058141	0.11658306733546134	0.07462686567164178	86	306	1
ar	ol	2	am	qokeedy	3	0.20757502203268752	0.1510867913056696	0.08979591836734693	86	306	1
ar	ol	2	am	qokeedy	4	0.3535874432763272	0.2698738410092719	0.125	86	306	1
ar	ol	2	am	qokeedy	5	0.22693957446987834	0.15579875360997109	0.09019607843137255	86	306	1
ar	ol	2	am	qokeedy	6	0.2799327717768294	0.20808633530931747	0.1125	86	306	1
ar	ol	2	am	qokeedy	7	0.29210761298141386	0.21317829457364332	0.10655737704918032	86	306	1
ar	ol	2	am	qokeedy	8	0.2495948112897458	0.19721842225262196	0.08835341365461848	86	306	1
ar	ol	2	am	qokeedy	9	0.20336915076552398	0.1488828089375285	0.07421875	86	306	1
ar	ol	2	am	qokeedy	10	0.23605029291113377	0.17578659370725028	0.08764940239043825	86	306	1
ar	ol	2	am	qokeedy	11	0.19052293760514116	0.13292293661650706	0.06746031746031746	86	306	1
ar	ol	2	am	qokeedy	12	0.23628620780359333	0.17905456756345947	0.09795918367346938	86	306	1
ar	ol	2	am	qokeedy	13	0.18924987741735788	0.13801489588083293	0.07392996108949416	86	306	1
ar	ol	2	am	qokeedy	14	0.3123562335954443	0.22518619851041188	0.124	86	306	1
ar	ol	2	am	qokeedy	15	0.24773196994252022	0.18414652682778535	0.08661417322834646	86	306	1
ar	ol	2	am	qokeedy	16	0.2284528627846648	0.1688706490348077	0.10196078431372549	86	306	1
ar	ol	2	am	qokeedy	17	0.19212423890586838	0.13436692506459952	0.08171206225680934	86	306	1
ar	ol	2	am	qokeedy	18	0.20073209652756663	0.1282109743122055	0.08949416342412451	86	306	1
ar	ol	2	am	qokeedy	19	0.2460962997435331	0.19721842225262193	0.08943089430894309	86	306	1
ar	ol	2	am	qokeedy	20	0.25041867590637523	0.1884784921720626	0.09523809523809523	86	306	1
ar	ol	3	aiin	sor	1	0.18909692173059733	0.11286181139122312	0.05475504322766571	504	51	1
ar	ol	3	aiin	sor	2	0.22086656047160003	0.15032679738562088	0.052770448548812667	504	51	1
ar	ol	3	aiin	sor	3	0.20341570449432422	0.12476657329598505	0.06301369863013699	504	51	1
ar	ol	3	aiin	sor	4	0.2519842881625758	0.16246498599439774	0.06486486486486487	504	51	1
ar	ol	3	aiin	sor	5	0.21935503076874152	0.13690476190476186	0.06027397260273973	504	51	1
ar	ol	3	aiin	sor	6	0.26287825098884376	0.17460317460317454	0.06060606060606061	504	51	1
ar	ol	3	aiin	sor	7	0.26154699387986513	0.16421568627450972	0.07799442896935933	504	51	1
ar	ol	3	aiin	sor	8	0.22026457155383206	0.15429505135387486	0.04904632152588556	504	51	1
ar	ol	3	aiin	sor	9	0.21849720080715374	0.1386554621848739	0.06702412868632708	504	51	1
ar	ol	3	aiin	sor	10	0.18842008959769163	0.1349206349206349	0.03825136612021858	504	51	1
ar	ol	3	aiin	sor	11	0.19921554469820635	0.11904761904761904	0.06077348066298342	504	51	1
ar	ol	3	aiin	sor	12	0.266572389433822	0.16795051353874874	0.0748663101604278	504	51	1
ar	ol	3	aiin	sor	13	0.2796910482631739	0.17238562091503268	0.07967032967032966	504	51	1
ar	ol	3	aiin	sor	14	0.1337300921838127	0.07913165266106441	0.04120879120879121	504	51	1
ar	ol	3	aiin	sor	15	0.1403278404477637	0.08905228758169934	0.038860103626943004	504	51	1
ar	ol	3	aiin	sor	16	0.2076383229687423	0.13270308123249297	0.047493403693931395	504	51	1
ar	ol	3	aiin	sor	17	0.21328496507004036	0.13095238095238093	0.05102040816326531	504	51	1
ar	ol	3	aiin	sor	18	0.18726498416415804	0.11484593837535009	0.05234159779614325	504	51	1
ar	ol	3	aiin	sor	19	0.14475948305306952	0.09302054154995332	0.042328042328042326	504	51	1
ar	ol	3	aiin	sor	20	0.20222197849515522	0.13643790849673199	0.05235602094240838	504	51	1
chor	daiin	1	aiin	qotchy	1	0.13333052022875758	0.07936507936507936	0.04395604395604396	504	62	1
chor	daiin	1	aiin	qotchy	2	0.19910642851973837	0.11309523809523808	0.0549738219895288	504	62	1
chor	daiin	1	aiin	qotchy	3	0.16909826829858843	0.09549411162314386	0.04825737265415549	504	62	1
chor	daiin	1	aiin	qotchy	4	0.2220964917800755	0.1391449052739375	0.06933333333333333	504	62	1
chor	daiin	1	aiin	qotchy	5	0.14778285177168948	0.08954173067076293	0.041884816753926704	504	62	1
chor	daiin	1	aiin	qotchy	6	0.21121037691214617	0.125	0.05945945945945946	504	62	1
chor	daiin	1	aiin	qotchy	7	0.20470671132671792	0.1349206349206349	0.056	504	62	1
chor	daiin	1	aiin	qotchy	8	0.17763771582960453	0.1193036354326677	0.04450261780104712	504	62	1
chor	daiin	1	aiin	qotchy	9	0.15280019855411253	0.08928571428571427	0.05699481865284974	504	62	1
chor	daiin	1	aiin	qotchy	10	0.22209271496321503	0.13914490527393752	0.06077348066298342	504	62	1
chor	daiin	1	aiin	qotchy	11	0.20107712537439582	0.12103174603174599	0.05929919137466307	504	62	1
chor	daiin	1	aiin	qotchy	12	0.20212528179315403	0.12327188940092168	0.046153846153846156	504	62	1
chor	daiin	1	aiin	qotchy	13	0.20914537710616687	0.1493215565796211	0.04960835509138381	504	62	1
chor	daiin	1	aiin	qotchy	14	0.1483254289370074	0.10317460317460317	0.042666666666666665	504	62	1
chor	daiin	1	aiin	qotchy	15	0.15246001016855526	0.09152585765488988	0.04580152671755725	504	62	1
chor	daiin	1	aiin	qotchy	16	0.18220448619716734	0.121031746031746	0.04639175257731959	504	62	1
chor	daiin	1	aiin	qotchy	17	0.17997866921718098	0.10317460317460315	0.04738154613466334	504	62	1
chor	daiin	1	aiin	qotchy	18	0.17712607368984346	0.1111111111111111	0.05675675675675676	504	62	1
chor	daiin	1	aiin	qotchy	19	0.21065816481517508	0.13492063492063489	0.06382978723404255	504	62	1
chor	daiin	1	aiin	qotchy	20	0.21830150949138483	0.13888888888888887	0.059895833333333336	504	62	1
chor	daiin	2	am	qokeedy	1	0.12758550572465155	0.08717130262957898	0.05042016806722689	86	306	1
chor	daiin	2	am	qokeedy	2	0.1798290890581401	0.11658306733546132	0.07462686567164178	86	306	1
chor	daiin	2	am	qokeedy	3	0.20757502203268818	0.15108679130566954	0.08979591836734693	86	306	1
chor	daiin	2	am	qokeedy	4	0.3535874432763272	0.2698738410092719	0.125	86	306	1
chor	daiin	2	am	qokeedy	5	0.22693957446987822	0.1557987536099711	0.09019607843137255	86	306	1
chor	daiin	2	am	qokeedy	6	0.2799327717768293	0.2080863353093175	0.1125	86	306	1
chor	daiin	2	am	qokeedy	7	0.29210761298141386	0.21317829457364335	0.10655737704918032	86	306	1
chor	daiin	2	am	qokeedy	8	0.24959481128974537	0.19721842225262193	0.08835341365461848	86	306	1
chor	daiin	2	am	qokeedy	9	0.20336915076552342	0.1488828089375285	0.07421875	86	306	1
chor	daiin	2	am	qokeedy	10	0.23605029291113322	0.17578659370725028	0.08764940239043825	86	306	1
chor	daiin	2	am	qokeedy	11	0.19052293760514116	0.13292293661650706	0.06746031746031746	86	306	1
chor	daiin	2	am	qokeedy	12	0.23628620780359333	0.1790545675634594	0.09795918367346938	86	306	1
chor	daiin	2	am	qokeedy	13	0.18924987741735833	0.13801489588083296	0.07392996108949416	86	306	1
chor	daiin	2	am	qokeedy	14	0.3123562335954444	0.22518619851041186	0.124	86	306	1
chor	daiin	2	am	qokeedy	15	0.2477319699425199	0.18414652682778537	0.08661417322834646	86	306	1
chor	daiin	2	am	qokeedy	16	0.22845286278466514	0.1688706490348077	0.10196078431372549	86	306	1
chor	daiin	2	am	qokeedy	17	0.19212423890586894	0.1343669250645995	0.08171206225680934	86	306	1
chor	daiin	2	am	qokeedy	18	0.20073209652756585	0.12821097431220552	0.08949416342412451	86	306	1
chor	daiin	2	am	qokeedy	19	0.24609629974353298	0.19721842225262193	0.08943089430894309	86	306	1
chor	daiin	2	am	qokeedy	20	0.250418675906376	0.1884784921720626	0.09523809523809523	86	306	1
chor	daiin	3	aiin	sor	1	0.18909692173059744	0.11286181139122314	0.05475504322766571	504	51	1
chor	daiin	3	aiin	sor	2	0.22086656047159892	0.15032679738562088	0.052770448548812667	504	51	1
chor	daiin	3	aiin	sor	3	0.20341570449432422	0.12476657329598506	0.06301369863013699	504	51	1
chor	daiin	3	aiin	sor	4	0.25198428816257534	0.16246498599439768	0.06486486486486487	504	51	1
chor	daiin	3	aiin	sor	5	0.21935503076874252	0.1369047619047619	0.06027397260273973	504	51	1
chor	daiin	3	aiin	sor	6	0.2628782509888439	0.17460317460317457	0.06060606060606061	504	51	1
chor	daiin	3	aiin	sor	7	0.2615469938798637	0.16421568627450972	0.07799442896935933	504	51	1
chor	daiin	3	aiin	sor	8	0.22026457155383017	0.15429505135387483	0.04904632152588556	504	51	1
chor	daiin	3	aiin	sor	9	0.2184972008071533	0.13865546218487396	0.06702412868632708	504	51	1
chor	daiin	3	aiin	sor	10	0.18842008959769185	0.1349206349206349	0.03825136612021858	504	51	1
chor	daiin	3	aiin	sor	11	0.19921554469820602	0.11904761904761904	0.06077348066298342	504	51	1
chor	daiin	3	aiin	sor	12	0.26657238943382167	0.16795051353874876	0.0748663101604278	504	51	1
chor	daiin	3	aiin	sor	13	0.27969104826317526	0.17238562091503262	0.07967032967032966	504	51	1
chor	daiin	3	aiin	sor	14	0.1337300921838137	0.07913165266106442	0.04120879120879121	504	51	1
chor	daiin	3	aiin	sor	15	0.14032784044776392	0.08905228758169934	0.038860103626943004	504	51	1
chor	daiin	3	aiin	sor	16	0.2076383229687443	0.13270308123249297	0.047493403693931395	504	51	1
chor	daiin	3	aiin	sor	17	0.21328496507003836	0.1309523809523809	0.05102040816326531	504	51	1
chor	daiin	3	aiin	sor	18	0.18726498416415804	0.11484593837535013	0.05234159779614325	504	51	1
chor	daiin	3	aiin	sor	19	0.1447594830530683	0.09302054154995329	0.042328042328042326	504	51	1
chor	daiin	3	aiin	sor	20	0.20222197849515522	0.136437908496732	0.05235602094240838	504	51	1
chey	ol	1	aiin	qotchy	1	0.13333052022875802	0.07936507936507936	0.04395604395604396	504	62	1
chey	ol	1	aiin	qotchy	2	0.1991064285197386	0.11309523809523811	0.0549738219895288	504	62	1
chey	ol	1	aiin	qotchy	3	0.16909826829858954	0.09549411162314388	0.04825737265415549	504	62	1
