candidate	corpus	error_channel	error_rate	replicate	seed	injected_errors	glyph_recovery	token_recovery	word_error_rate	exact_message_recovery	output_tokens
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	27	67029485	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	28	67030494	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	29	67031503	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	30	67032512	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	31	67033521	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	32	67034530	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	33	67035539	1	0.30592734	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	34	67036548	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	35	67037557	1	0.30783939	0.05298013	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	36	67038566	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	37	67039575	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	38	67040584	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	39	67041593	1	0.31357553	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	40	67042602	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	41	67043611	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	42	67044620	1	0.30783939	0.04635762	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	43	67045629	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	44	67046638	1	0.30401530	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	45	67047647	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	46	67048656	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	47	67049665	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	48	67050674	1	0.30401530	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	49	67051683	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	50	67052692	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	51	67053701	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	52	67054710	1	0.30401530	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	53	67055719	1	0.30592734	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	54	67056728	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	55	67057737	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	56	67058746	1	0.30401530	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	57	67059755	1	0.31166348	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	58	67060764	1	0.30401530	0.00000000	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	59	67061773	1	0.30210325	0.00662252	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	60	67062782	1	0.30783939	0.05298013	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	61	67063791	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	62	67064800	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	63	67065809	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	64	67066818	1	0.30975143	0.07947020	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	65	67067827	1	0.30592734	0.03973510	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	66	67068836	1	0.30210325	0.00662252	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	67	67069845	1	0.30401530	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	68	67070854	1	0.30592734	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	69	67071863	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	70	67072872	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	71	67073881	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	72	67074890	1	0.30401530	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	73	67075899	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	74	67076908	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	75	67077917	1	0.30783939	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	76	67078926	1	0.30783939	0.04635762	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	77	67079935	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	78	67080944	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	79	67081953	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	80	67082962	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	81	67083971	1	0.30783939	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	82	67084980	1	0.30210325	0.00662252	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	83	67085989	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	84	67086998	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	85	67088007	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	86	67089016	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	87	67090025	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	88	67091034	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	89	67092043	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	90	67093052	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	91	67094061	1	0.30210325	0.03311258	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	92	67095070	1	0.30783939	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	93	67096079	1	0.30401530	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	94	67097088	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	95	67098097	1	0.30592734	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	96	67099106	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	97	67100115	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	98	67101124	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00100	99	67102133	1	0.31166348	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	0	67003742	1	0.30783939	0.05298013	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	1	67004751	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	2	67005760	1	0.30210325	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	3	67006769	1	0.30401530	0.06622517	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	4	67007778	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	5	67008787	1	0.30975143	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	6	67009796	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	7	67010805	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	8	67011814	1	0.30592734	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	9	67012823	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	10	67013832	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	11	67014841	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	12	67015850	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	13	67016859	1	0.30401530	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	14	67017868	1	0.30975143	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	15	67018877	1	0.30783939	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	16	67019886	1	0.30401530	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	17	67020895	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	18	67021904	1	0.30975143	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	19	67022913	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	20	67023922	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	21	67024931	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	22	67025940	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	23	67026949	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	24	67027958	1	0.30401530	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	25	67028967	1	0.30975143	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	26	67029976	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	27	67030985	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	28	67031994	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	29	67033003	1	0.30783939	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	30	67034012	1	0.30401530	0.07284768	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	31	67035021	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	32	67036030	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	33	67037039	1	0.30975143	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	34	67038048	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	35	67039057	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	36	67040066	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	37	67041075	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	38	67042084	1	0.30783939	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	39	67043093	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	40	67044102	1	0.30975143	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	41	67045111	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	42	67046120	1	0.31166348	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	43	67047129	1	0.31166348	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	44	67048138	1	0.30592734	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	45	67049147	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	46	67050156	1	0.30592734	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	47	67051165	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	48	67052174	1	0.30783939	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	49	67053183	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	50	67054192	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	51	67055201	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	52	67056210	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	53	67057219	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	54	67058228	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	55	67059237	1	0.31166348	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	56	67060246	1	0.30592734	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	57	67061255	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	58	67062264	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	59	67063273	1	0.30401530	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	60	67064282	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	61	67065291	1	0.30592734	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	62	67066300	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	63	67067309	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	64	67068318	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	65	67069327	1	0.30592734	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	66	67070336	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	67	67071345	1	0.30019120	0.02649007	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	68	67072354	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	69	67073363	1	0.30592734	0.06622517	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	70	67074372	1	0.30975143	0.07947020	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	71	67075381	1	0.30019120	0.02649007	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	72	67076390	1	0.30975143	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	73	67077399	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	74	67078408	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	75	67079417	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	76	67080426	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	77	67081435	1	0.31166348	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	78	67082444	1	0.30592734	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	79	67083453	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	80	67084462	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	81	67085471	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	82	67086480	1	0.31166348	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	83	67087489	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	84	67088498	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	85	67089507	1	0.30401530	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	86	67090516	1	0.30975143	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	87	67091525	1	0.30783939	0.01986755	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	88	67092534	1	0.30783939	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	89	67093543	1	0.30592734	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	90	67094552	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	91	67095561	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	92	67096570	1	0.30592734	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	93	67097579	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	94	67098588	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	95	67099597	1	0.30783939	0.05298013	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	96	67100606	1	0.30975143	0.04635762	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	97	67101615	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	98	67102624	1	0.30019120	0.02649007	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00250	99	67103633	1	0.30401530	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	0	67006242	1	0.30975143	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	1	67007251	1	0.30975143	0.07947020	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	2	67008260	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	3	67009269	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	4	67010278	1	0.30592734	0.05960265	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	5	67011287	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	6	67012296	1	0.30592734	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	7	67013305	1	0.30783939	0.01324503	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	8	67014314	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	9	67015323	1	0.30783939	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	10	67016332	1	0.30401530	0.06622517	0.92715232	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	11	67017341	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	12	67018350	1	0.30783939	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	13	67019359	1	0.30975143	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	14	67020368	1	0.30401530	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	15	67021377	1	0.30783939	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	16	67022386	1	0.30783939	0.03973510	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	17	67023395	1	0.30592734	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	18	67024404	1	0.30783939	0.02649007	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	19	67025413	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	20	67026422	1	0.30975143	0.03311258	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	21	67027431	1	0.30783939	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	22	67028440	1	0.30783939	0.04635762	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	23	67029449	1	0.30783939	0.07284768	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	24	67030458	1	0.30592734	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	25	67031467	1	0.30783939	0.05960265	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	26	67032476	1	0.30592734	0.00662252	0.92052980	0	151
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0.00500	27	67033485	1	0.30783939	0.04635762	0.92715232	0	151
