candidate	corpus	partition	input_units	output_tokens	clean_glyph_recovery	clean_token_recovery	sequence_edit_distance	normalized_char_edit_distance	word_error_rate	exact_message_recovery	recovered_plaintext_entropy	decoder_level	measurement
M10_STATEFUL_FORM_K2	Astafiev	TRAIN	269	269	0.25293490	0.11524164	238	0.74706510	0.88475836	0	4.26531902	LEVEL_3	actual encode->decode
M10_STATEFUL_FORM_K2	Astafiev	VALIDATION	209	209	0.36038514	0.20095694	167	0.63961486	0.79904306	0	4.15229108	LEVEL_3	actual encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST	192	192	0.33134328	0.11458333	170	0.66865672	0.88541667	0	4.15740376	LEVEL_3	actual encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST_BLOCK_8	8	8	0.16666667	0.00000000	8	0.83333333	1.00000000	0	3.62921969	LEVEL_3	actual short-block encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST_BLOCK_16	16	16	0.25000000	0.00000000	16	0.75000000	1.00000000	0	3.76317643	LEVEL_3	actual short-block encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST_BLOCK_32	32	32	0.35185185	0.09375000	29	0.64814815	0.90625000	0	3.90662153	LEVEL_3	actual short-block encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST_BLOCK_64	64	64	0.31818182	0.10937500	57	0.68181818	0.89062500	0	4.10749541	LEVEL_3	actual short-block encode->decode
M10_STATEFUL_FORM_K2	Astafiev	TEST_BLOCK_128	128	128	0.34009009	0.10937500	114	0.65990991	0.89062500	0	4.12585557	LEVEL_3	actual short-block encode->decode
M11_MIXED_FORM_K2	Astafiev	TRAIN	269	269	0.25293490	0.11152416	239	0.74706510	0.88847584	0	4.47941410	LEVEL_3	actual encode->decode
M11_MIXED_FORM_K2	Astafiev	VALIDATION	209	209	0.33425034	0.15311005	177	0.66574966	0.84688995	0	4.26402480	LEVEL_3	actual encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST	192	192	0.31343284	0.10937500	171	0.68656716	0.89062500	0	4.17544402	LEVEL_3	actual encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST_BLOCK_8	8	8	0.16666667	0.00000000	8	0.83333333	1.00000000	0	3.41308844	LEVEL_3	actual short-block encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST_BLOCK_16	16	16	0.26923077	0.00000000	16	0.73076923	1.00000000	0	3.71005733	LEVEL_3	actual short-block encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST_BLOCK_32	32	32	0.31481481	0.06250000	30	0.68518519	0.93750000	0	3.79873974	LEVEL_3	actual short-block encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST_BLOCK_64	64	64	0.35454545	0.12500000	56	0.64545455	0.87500000	0	4.03296680	LEVEL_3	actual short-block encode->decode
M11_MIXED_FORM_K2	Astafiev	TEST_BLOCK_128	128	128	0.33558559	0.11718750	113	0.66441441	0.88281250	0	4.09774801	LEVEL_3	actual short-block encode->decode
