token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x004984	outgoing	232	22	4	0.9935705272	0.9935130098	0.9881622774	0.001576452762	0.6899936376	0.680736314	0.4738250101	0.8847402597	0.6893106893	0.3926073926	0.5281556068	1	0.8681318681	INSUFFICIENT_SUPPORT	false
x004985	outgoing	229	23	4	0.9944662344	0.9948208397	0.98697175	0.002008703596	0.6737516733	0.6793857598	0.4711798131	0.8719720497	0.7482517483	0.1558441558	0.5426193683	1	0.0959040959	INSUFFICIENT_SUPPORT	false
x005004	outgoing	349	37	4	0.9925866528	0.9927468565	0.9865618375	0.002006466796	0.6759130068	0.6773524032	0.4672093936	0.8816119691	0.8701298701	0.997002997	0.5423575469	1	0.993006993	INSUFFICIENT_SUPPORT	false
x005005	outgoing	348	40	4	0.9924363882	0.9925813282	0.9827228175	0.002468610813	0.692020887	0.6868382889	0.4764482546	0.8864285714	0.1448551449	0.969030969	0.5451313963	1	1	INSUFFICIENT_SUPPORT	false
x005630	outgoing	67	1	1	0	0	1	0	0	0	0	0.1803571429	0.000999000999	0.000999000999	0.5342637374	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x005631	outgoing	78	3	3	0.9955611037	0.9953422408	0.9953422408	0.0003790816776	0.5013542267	0.5092925233	0.3516655767	0.8273809524	0.3196803197	0.3146853147	0.5663195506	1	0.7712287712	INSUFFICIENT_SUPPORT	false
x005738	outgoing	112	3	3	0.9938140023	0.9940319136	0.9933781798	0.0003774333888	0.5394002889	0.5449655362	0.356717827	0.8482142857	0.9130869131	0.04895104895	0.5567898764	1	0.8451548452	INSUFFICIENT_SUPPORT	false
x005739	outgoing	114	5	3	0.9940968878	0.9941783761	0.9922144167	0.001053012883	0.623629824	0.6359209499	0.3989959364	0.8846428571	0.9390609391	0.9380619381	0.5736117733	1	0.5034965035	INSUFFICIENT_SUPPORT	false
x006060	outgoing	175	14	4	0.996766455	0.9968074573	0.993513751	0.00125185135	0.7125784537	0.7051376377	0.4698350992	0.8895408163	0.000999000999	0.2437562438	0.6185602004	1	0.005994005994	REPRODUCIBLY_BROAD	false
x006061	outgoing	180	15	4	0.9966066542	0.9973313428	0.989725716	0.002205399078	0.6890813647	0.6892163025	0.4530972843	0.8935714286	0.002997002997	0.2227772228	0.5784581451	1	1	INSUFFICIENT_SUPPORT	false
x006200	outgoing	90	1	1	0	0	1	0	0	0	0	0.1696428571	0.000999000999	0.000999000999	0.5114510399	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006201	outgoing	105	3	3	0.9977781061	0.9980073813	0.9966618446	0.001021114878	0.5890805706	0.5857347119	0.4103157429	0.8464285714	0.01998001998	0.5054945055	0.5892089234	1	0.2877122877	INSUFFICIENT_SUPPORT	false
x006233	outgoing	92	1	1	0	0	1	0	0	0	0	0.1928571429	0.000999000999	0.000999000999	0.5563995219	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006348	outgoing	549	59	4	0.9932933278	0.9935825244	0.9828705116	0.002463705504	0.6757710946	0.6749337316	0.4787777621	0.8770883777	0.977022977	0.7472527473	0.5412795671	1	0.99000999	INSUFFICIENT_SUPPORT	false
x006349	outgoing	564	59	4	0.9934910827	0.9937993277	0.9832813492	0.002315620696	0.6762890805	0.6755879527	0.471261879	0.8833535109	0.8901098901	0.5534465534	0.5460377871	1	0.993006993	INSUFFICIENT_SUPPORT	false
x006372	outgoing	24	1	1	0	0	1	0	0	0	0	0.1714285714	0.000999000999	0.000999000999	0.6951572022	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006382	outgoing	101	2	1	0.9963054109	0.9963054109	0.9963054109	0	0.4590291807	0.4590291807	0.3536574205	0.8321428571	0.000999000999	0.000999000999	0.5124450002	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006383	outgoing	84	2	2	0.9935364616	0.9935364616	0.9935364616	0	0.5570857308	0.5570857308	0.4277570663	0.825	0.000999000999	0.000999000999	0.6425258978	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006386	outgoing	92	1	1	0	0	1	0	0	0	0	0.1910714286	0.000999000999	0.000999000999	0.6775942546	1	0.000999000999	INSUFFICIENT_SUPPORT	false
