Corpus	ChainLength	Chain
Doyle	3	bounding -> rounding -> sounding
Doyle	21	brace -> braced -> raced -> race -> mace -> made -> mad -> map -> lap -> flap -> flat -> feat -> feast -> least -> last -> lest -> left -> let -> get -> gets -> gems
Doyle	7	brain -> brains -> drains -> trains -> trails -> trail -> frail
Doyle	8	brave -> crave -> grave -> gave -> game -> gaze -> gazed -> glazed
Doyle	8	bright -> fright -> right -> light -> lights -> nights -> night -> knight
Doyle	11	brisk -> risk -> rise -> raise -> raised -> rained -> gained -> grained -> trained -> strained -> stained
Doyle	21	broad -> road -> roads -> rods -> gods -> god -> gold -> cold -> cord -> word -> wood -> good -> mood -> moon -> moan -> mean -> jean -> lean -> clean -> clear -> clears
Doyle	6	brow -> brown -> brows -> grows -> grown -> groan
Doyle	3	buffs -> cuffs -> cuff
Doyle	3	built -> guilt -> guilty
Doyle	3	buried -> burned -> turned
Doyle	4	burn -> turn -> torn -> thorn
Doyle	5	but -> cut -> cub -> club -> clubs
Doyle	10	by -> my -> m -> i -> if -> il -> ill -> hill -> chill -> child
Doyle	13	call -> calls -> halls -> hall -> fall -> fell -> cell -> hell -> heel -> feel -> feels -> heels -> wheels
Doyle	17	calm -> palm -> pale -> pile -> piles -> tiles -> times -> time -> tie -> lie -> lies -> likes -> like -> lake -> lame -> lamp -> damp
Doyle	3	cared -> carted -> carved
Doyle	14	carry -> marry -> mary -> mare -> make -> makes -> takes -> take -> sake -> safe -> same -> name -> named -> naked
Doyle	4	cases -> causes -> cause -> caused
Doyle	3	catch -> match -> watch
Doyle	3	caught -> naught -> naughty
Doyle	3	cent -> kent -> kept
Doyle	3	certain -> curtain -> curtains
Doyle	9	chance -> chanced -> chances -> changes -> change -> changed -> hanged -> handed -> landed
Doyle	3	chase -> chose -> choose
Doyle	3	chattered -> shattered -> scattered
Doyle	3	check -> cheek -> cheeks
Doyle	13	chum -> hum -> hue -> due -> dug -> dun -> run -> ran -> rain -> hain -> hail -> haul -> paul
Doyle	13	city -> pity -> pit -> it -> in -> ink -> pink -> pick -> kick -> sick -> stick -> stack -> slack
Doyle	3	classes -> glasses -> grasses
Doyle	20	clatter -> latter -> later -> late -> lane -> land -> laid -> paid -> pain -> main -> mail -> nail -> sail -> said -> sad -> sam -> sat -> mat -> mate -> matey
Doyle	3	cleaned -> cleared -> clearer
Doyle	6	clever -> lever -> ever -> even -> event -> events
Doyle	16	cloak -> clock -> cock -> lock -> look -> hook -> shook -> shock -> stock -> stuck -> struck -> truck -> track -> trace -> traces -> tracks
Doyle	3	close -> closed -> closer
Doyle	4	clump -> lump -> limp -> imp
Doyle	5	clung -> flung -> slung -> swung -> swing
Doyle	6	coarse -> course -> coursed -> cursed -> curse -> curses
Doyle	5	cocked -> locked -> lacked -> racked -> cracked
Doyle	7	coil -> cool -> fool -> foul -> four -> for -> fog
Doyle	4	coke -> come -> comer -> comes
Doyle	4	colder -> holder -> older -> elder
Doyle	3	colin -> comin -> coming
Doyle	10	could -> couldn -> wouldn -> would -> mould -> mound -> hound -> round -> sound -> sounds
Doyle	4	coup -> cup -> up -> ups
Doyle	3	creaked -> created -> treated
Doyle	3	crow -> crowd -> crowds
Doyle	3	cry -> dry -> try
Doyle	3	curling -> cursing -> nursing
Doyle	3	darned -> darted -> dated
Doyle	3	deceived -> received -> receives
Doyle	17	deep -> keep -> keen -> seen -> see -> sea -> pea -> peak -> leak -> lead -> leads -> heads -> heaps -> heap -> help -> held -> helm
Doyle	5	define -> defined -> refined -> reined -> ruined
Doyle	3	describe -> described -> describes
Doyle	6	deserted -> deserved -> reserved -> preserved -> preserve -> preserver
Doyle	3	desire -> desired -> desires
Doyle	5	died -> dried -> tried -> tied -> tired
Doyle	10	dove -> drove -> drive -> driven -> driver -> river -> rover -> over -> oven -> open
Doyle	3	dream -> dreamy -> dreary
Doyle	3	drew -> grew -> grey
Doyle	6	drifts -> rifts -> gifts -> gift -> girt -> girl
Doyle	3	drooped -> dropped -> propped
Doyle	3	dull -> full -> pull
Doyle	13	dust -> just -> must -> most -> lost -> list -> lit -> lip -> lop -> lor -> lot -> got -> goût
Doyle	3	dying -> lying -> flying
Doyle	3	each -> reach -> teach
Doyle	5	eared -> earned -> learned -> leaned -> leaked
Doyle	3	eaves -> leaves -> leave
Doyle	3	ending -> sending -> tending
Doyle	5	estate -> state -> stage -> stake -> snake
Doyle	14	every -> very -> vary -> wary -> war -> tar -> tat -> rat -> raj -> rao -> raw -> jaw -> law -> flaw
Doyle	3	exert -> expert -> expect
Doyle	3	experience -> experienced -> experiences
Doyle	10	eye -> eyed -> eyes -> yes -> yet -> met -> me -> men -> ten -> tea
Doyle	3	faculty -> faulty -> fault
Doyle	4	failed -> hailed -> haired -> hatred
Doyle	3	faint -> flint -> glint
Doyle	5	fainted -> painted -> panted -> parted -> patted
Doyle	3	falling -> filling -> killing
Doyle	4	father -> feather -> leather -> weather
Doyle	5	few -> new -> knew -> knee -> knees
Doyle	3	fighter -> fighters -> lighters
Doyle	3	finding -> winding -> winning
Doyle	3	firm -> form -> foam
Doyle	4	fish -> wish -> with -> kith
Doyle	14	fists -> fits -> its -> pits -> sits -> sit -> set -> net -> ne -> n -> k -> l -> ll -> lal
Doyle	4	fitting -> sitting -> setting -> getting
Doyle	4	flower -> lower -> power -> poker
Doyle	5	fonder -> wonder -> wander -> winder -> wilder
Doyle	3	fort -> forth -> forty
Doyle	3	fought -> ought -> sought
Doyle	6	free -> tree -> three -> threw -> throw -> throb
Doyle	3	fury -> jury -> july
Doyle	15	gang -> hang -> hung -> hunt -> hurt -> hut -> hot -> how -> low -> glow -> slow -> show -> shop -> ship -> ships
Doyle	13	give -> given -> gives -> lives -> lines -> line -> life -> wife -> wide -> ride -> pride -> price -> prices
Doyle	3	giving -> living -> liking
Doyle	3	glance -> glanced -> glances
Doyle	8	goes -> toes -> toe -> the -> she -> shed -> shred -> shrewd
Doyle	20	gone -> none -> nine -> mine -> mind -> kind -> kin -> pin -> sin -> si -> s -> o -> no -> nor -> not -> note -> nose -> lose -> loose -> goose
Doyle	7	grate -> rate -> rage -> range -> rang -> ring -> rings
Doyle	3	great -> treat -> tread
Doyle	15	have -> save -> saved -> waved -> wave -> wake -> woke -> wore -> more -> mere -> here -> herd -> heard -> heart -> hearts
Doyle	4	headed -> heated -> heaved -> heaven
Doyle	3	heir -> their -> theirs
Doyle	4	hiding -> riding -> rising -> raising
Doyle	5	high -> nigh -> sigh -> sight -> might
Doyle	5	hire -> mire -> wire -> were -> weren
Doyle	7	hold -> hole -> home -> hope -> hoped -> hopes -> hops
Doyle	3	horse -> house -> houses
Doyle	8	hour -> hours -> ours -> our -> nur -> nut -> nuts -> huts
Doyle	3	hush -> push -> rush
Doyle	3	idea -> ideal -> ideas
Doyle	3	india -> indian -> indians
Doyle	3	influence -> influenced -> influences
Doyle	4	inquire -> inquired -> inquires -> inquiries
Doyle	4	jacket -> packet -> pocket -> pockets
Doyle	3	jetty -> petty -> pretty
Doyle	5	jim -> rim -> rum -> sum -> sums
Doyle	10	jones -> tones -> stones -> stone -> shone -> shore -> score -> scored -> scared -> scarred
Doyle	3	keeping -> peeping -> weeping
Doyle	4	khan -> than -> thank -> thanks
Doyle	4	kicked -> picked -> wicked -> wicker
Doyle	4	kill -> sill -> skill -> skull
Doyle	3	know -> known -> knows
Doyle	3	lark -> mark -> marks
Doyle	4	lath -> loath -> oath -> oaths
Doyle	6	leading -> leaning -> leaving -> weaving -> wearing -> nearing
Doyle	4	led -> lend -> lens -> lets
Doyle	3	lightly -> nightly -> tightly
Doyle	4	lined -> lived -> loved -> love
Doyle	3	lodge -> lodger -> longer
Doyle	4	loot -> root -> roof -> proof
Doyle	3	loss -> moss -> mess
Doyle	3	manage -> managed -> manager
Doyle	3	manner -> tanner -> tenner
Doyle	5	mask -> task -> talk -> tale -> table
Doyle	3	master -> matter -> matters
Doyle	14	may -> pay -> pas -> pass -> past -> post -> port -> sort -> short -> shirt -> shire -> share -> shape -> shave
Doyle	4	meal -> meat -> meant -> means
Doyle	3	moaning -> morning -> mornin
Doyle	3	moment -> momento -> moments
Doyle	3	mother -> other -> others
Doyle	3	mouth -> south -> youth
Doyle	4	mused -> used -> use -> uses
Doyle	4	nerve -> nerves -> serves -> series
Doyle	3	nice -> rice -> rich
Doyle	3	north -> worth -> worthy
Doyle	3	now -> row -> prow
Doyle	3	oaken -> taken -> token
Doyle	3	observe -> observed -> observer
Doyle	6	odd -> old -> sold -> sole -> solve -> solved
Doyle	3	office -> officer -> officers
Doyle	4	oh -> on -> one -> once
Doyle	3	oil -> soil -> soul
Doyle	3	ont -> out -> put
Doyle	11	owe -> own -> town -> tow -> to -> so -> sob -> son -> sons -> sots -> sorts
Doyle	4	paces -> places -> place -> palace
Doyle	3	parent -> patent -> patient
Doyle	6	pays -> plays -> plans -> plan -> play -> pray
Doyle	3	peal -> pearl -> pearls
Doyle	7	playing -> slaying -> saying -> staying -> staring -> starting -> startling
Doyle	4	point -> points -> prints -> print
Doyle	4	poor -> pour -> your -> you
Doyle	5	pop -> top -> stop -> step -> steep
Doyle	5	pose -> rose -> rode -> rope -> ropes
Doyle	3	preference -> reference -> references
Doyle	4	premises -> promises -> promise -> promised
Doyle	3	procession -> profession -> professions
Doyle	3	produce -> produced -> produces
Doyle	3	prove -> proved -> proves
Doyle	3	puzzle -> puzzled -> puzzles
Doyle	8	rays -> says -> ways -> was -> wasn -> warn -> warm -> swarm
Doyle	3	reading -> treading -> treating
Doyle	3	refuge -> refuse -> refused
Doyle	3	report -> reports -> retorts
Doyle	6	rest -> test -> tent -> sent -> scent -> scene
Doyle	3	richer -> riches -> richest
Doyle	4	roofs -> rooms -> room -> roomy
Doyle	3	rounded -> sounded -> wounded
Doyle	3	rude -> rule -> ruler
Doyle	4	sang -> sank -> sunk -> sun
Doyle	3	scout -> stout -> stoat
Doyle	5	scream -> stream -> steam -> steamy -> steady
Doyle	3	seek -> seem -> seems
Doyle	7	seize -> seized -> sized -> size -> sie -> sir -> six
Doyle	5	self -> shelf -> shell -> shall -> shawl
Doyle	9	send -> sind -> wind -> wild -> will -> wall -> tall -> tail -> wail
Doyle	3	serve -> served -> swerved
Doyle	3	shadow -> shadows -> shadowy
Doyle	3	shillin -> shilling -> shillings
Doyle	7	shoes -> shores -> stores -> store -> stare -> spare -> space
Doyle	3	shoot -> shot -> shut
Doyle	5	sky -> sly -> slay -> stay -> stray
Doyle	3	slept -> swept -> sweet
Doyle	4	smear -> spear -> speak -> speaks
Doyle	3	smile -> smiled -> smiles
Doyle	3	smoke -> spoke -> spoken
Doyle	3	soda -> sofa -> soft
Doyle	3	speed -> spend -> spent
Doyle	6	sprang -> spring -> sprung -> strung -> string -> stringy
Doyle	5	st -> t -> w -> we -> ve
Doyle	4	staff -> stiff -> stoff -> stuff
Doyle	4	stared -> started -> startled -> startle
Doyle	3	steamed -> steamer -> steamers
Doyle	3	stepped -> stopped -> stooped
Doyle	3	strange -> stranger -> stronger
Doyle	3	struggle -> struggled -> struggles
Doyle	3	surprise -> surprised -> surprises
Doyle	3	suspicion -> suspicions -> suspicious
Doyle	10	swore -> sworn -> worn -> won -> win -> twin -> thin -> then -> them -> they
Doyle	3	taking -> talking -> walking
Doyle	3	taller -> teller -> tiller
Doyle	3	tamper -> taper -> tape
Doyle	5	tell -> tells -> yells -> yelps -> yelp
Doyle	11	there -> these -> those -> whose -> whole -> while -> whine -> white -> write -> writer -> writers
Doyle	4	thick -> think -> thing -> things
Doyle	3	this -> thus -> thud
Doyle	5	thorough -> through -> though -> thought -> thoughts
Doyle	3	thrust -> trust -> trusty
Doyle	3	tirade -> trade -> trader
Doyle	3	trouble -> troubled -> troubles
Doyle	3	twice -> twine -> twins
Doyle	3	vague -> value -> valve
Doyle	3	waist -> wrist -> wrists
Doyle	3	waited -> wanted -> wasted
Doyle	5	want -> went -> west -> wet -> web
Doyle	3	water -> waters -> watery
Doyle	4	waves -> wives -> wines -> winds
Doyle	5	way -> why -> who -> whom -> whim
Doyle	3	weak -> week -> weeks
Doyle	3	wi -> wig -> wir
Doyle	3	woman -> women -> woven
Doyle	5	woods -> words -> works -> work -> worm
Longfellow	17	A -> Ah -> An -> And -> Hand -> Had -> Hard -> Hark -> Dark -> bark -> Back -> Black -> back -> black -> lack -> Luck -> lucky
Longfellow	42	Ages -> age -> Are -> Art -> At -> As -> Ay -> By -> Be -> He -> Her -> Hear -> Bear -> Beat -> Belt -> Belts -> Melts -> belts -> belt -> Bent -> Bena -> bent -> Rent -> Sent -> Send -> Sand -> Land -> Laid -> Said -> laid -> lair -> Fair -> Fail -> Fain -> Faint -> flint -> faint -> paint -> pain -> Main -> Mahn -> Mahng
Longfellow	74	Aim -> Him -> Hid -> Did -> bid -> Bids -> birds -> bird -> bind -> band -> and -> an -> Can -> Man -> Many -> Mary -> May -> Day -> Lay -> Lazy -> hazy -> haze -> Have -> Gave -> Game -> Came -> Care -> Fare -> Face -> Fate -> ate -> ale -> All -> Call -> Calls -> Falls -> Fall -> Fell -> Felt -> Feet -> feed -> Fed -> Fled -> Led -> Let -> Left -> Lest -> Last -> Blast -> beast -> Feast -> Fast -> cast -> coast -> boast -> blast -> last -> fast -> fat -> Far -> For -> Four -> Our -> Oer -> Or -> Nor -> No -> Do -> Go -> God -> Gods -> Goes -> Does -> goes
Longfellow	3	Alas -> alms -> alas
Longfellow	87	Among -> along -> Long -> Song -> Sang -> Hang -> Hangs -> Hands -> hand -> had -> Has -> His -> Is -> I -> If -> In -> It -> Sit -> Sat -> Saw -> Kaw -> Skaw -> saw -> caw -> can -> Ran -> Rang -> Rank -> Sank -> sand -> land -> lands -> hands -> sands -> Sends -> Bends -> beads -> bead -> Dead -> Dear -> Wear -> Wears -> Weary -> wary -> Warm -> Harm -> arm -> am -> a -> O -> Ho -> Hot -> How -> Low -> Lo -> So -> Son -> On -> Of -> Oft -> Out -> But -> Cut -> but -> buy -> Bury -> Burn -> born -> Bore -> More -> Tore -> Wore -> Were -> Ere -> Here -> Heres -> Herds -> heads -> head -> Heard -> Heart -> hear -> bear -> beak -> Break -> bleak -> break
Longfellow	4	Armed -> Warmed -> armed -> aimed
Longfellow	24	Awake -> awoke -> awake -> wake -> Lake -> Like -> Lie -> Life -> Live -> Five -> Give -> Given -> give -> dive -> Dived -> died -> Tied -> Tired -> tied -> Tried -> Cried -> Cries -> cried -> cries
Longfellow	19	Bade -> Made -> Make -> Makes -> Takes -> Take -> lake -> lakes -> cakes -> makes -> make -> made -> fade -> Faded -> fared -> cared -> Carved -> carded -> carved
Longfellow	4	Bearing -> Beating -> eating -> beating
Longfellow	5	Beaver -> Beavers -> beaver -> bearer -> nearer
Longfellow	3	Bedded -> bended -> Ended
Longfellow	4	Behold -> beheld -> behold -> beholds
Longfellow	3	Bending -> Rending -> bending
Longfellow	4	Better -> Bitter -> better -> bitter
Longfellow	3	Birch -> birth -> birch
Longfellow	3	BirchTree -> birchtrees -> birchtree
Longfellow	38	Blew -> Slew -> blew -> bled -> bed -> Red -> Read -> dead -> dear -> deer -> Deep -> deed -> Deeds -> Feeds -> deeds -> deeps -> deep -> keep -> keel -> feel -> feet -> felt -> fell -> Fill -> Full -> Dull -> bull -> ball -> Tall -> Tell -> Tells -> tell -> Till -> Kill -> Will -> Well -> dwell -> Dwelt
Longfellow	5	Blighted -> Lighted -> alighted -> lighted -> plighted
Longfellow	4	Blood -> Bloody -> blood -> bloody
Longfellow	3	Blossom -> blossoms -> blossom
Longfellow	8	Blowing -> flowing -> blowing -> glowing -> Growing -> Groping -> growing -> crowing
Longfellow	4	Blown -> Blows -> blow -> below
Longfellow	3	Blue -> bluer -> blue
Longfellow	3	Both -> doth -> both
Longfellow	14	Bound -> Found -> Round -> Sound -> Sounds -> Wounds -> sounds -> sound -> bound -> found -> hound -> round -> around -> ground
Longfellow	10	Bowed -> bower -> power -> powder -> ponder -> Yonder -> wonder -> wander -> Wanders -> wonders
Longfellow	9	Bowl -> Bowls -> bowl -> Owl -> fowl -> Fool -> Cool -> coal -> coals
Longfellow	15	Boys -> bows -> blows -> blown -> Brown -> brow -> bow -> Now -> Not -> hot -> Shot -> Shoot -> Shook -> shoot -> Shoots
Longfellow	6	Brave -> brake -> Broke -> Broken -> broke -> broken
Longfellow	5	Breathed -> breathe -> breath -> wreath -> wrath
Longfellow	16	Bright -> Right -> Light -> Might -> Mighty -> might -> eight -> fight -> fights -> lights -> light -> blight -> bright -> right -> night -> Knight
Longfellow	6	Bring -> being -> bring -> brine -> brink -> brisk
Longfellow	8	Bringing -> Ringing -> Singing -> Sinking -> singing -> Swinging -> stinging -> swinging
Longfellow	3	Broad -> road -> broad
Longfellow	3	Brothers -> brother -> brothers
Longfellow	3	Brought -> wrought -> brought
Longfellow	4	Build -> Built -> build -> built
Longfellow	5	Buried -> Burned -> Turned -> burned -> buried
Longfellow	3	Burning -> turning -> burning
Longfellow	5	Calling -> Falling -> Filling -> falling -> calling
Longfellow	3	Canoe -> canoes -> canoe
Longfellow	5	Caught -> Naught -> caught -> naught -> taught
Longfellow	4	Ceased -> Chased -> ceased -> cease
Longfellow	3	Cedar -> cedars -> cedar
Longfellow	7	Change -> Changed -> Chanted -> changed -> change -> changes -> chances
Longfellow	4	Chief -> chiefs -> chief -> thief
Longfellow	7	Clad -> clay -> Slay -> Stay -> Star -> soar -> roar
Longfellow	4	Clean -> Clear -> clean -> clear
Longfellow	4	Close -> closed -> close -> closer
Longfellow	5	Colder -> bolder -> border -> borders -> orders
Longfellow	31	Come -> Comes -> Comest -> comes -> come -> Some -> home -> hole -> Hold -> Held -> Help -> helm -> help -> helps -> heaps -> hears -> ears -> bars -> wars -> Was -> Wash -> ash -> ah -> Oh -> of -> if -> in -> is -> as -> ask -> task
Longfellow	7	Cooed -> Wooed -> wood -> food -> Foot -> root -> Roots
Longfellow	23	Could -> Mould -> Would -> could -> cold -> Old -> Told -> gold -> god -> go -> To -> T -> at -> art -> are -> awe -> We -> Wed -> led -> fled -> flew -> flaw -> Flap
Longfellow	3	Covered -> hovered -> covered
Longfellow	3	Cowering -> covering -> Hovering
Longfellow	31	Cracked -> Tracked -> Traced -> trace -> race -> face -> faces -> fares -> Dares -> dare -> care -> cage -> came -> fame -> fate -> hate -> hare -> hard -> harm -> harms -> arms -> arts -> darts -> dares -> dared -> darted -> parted -> panted -> Painted -> Pointed -> painted
Longfellow	7	Creaked -> croaked -> crooked -> cooked -> Looked -> Loomed -> bloomed
Longfellow	3	Crept -> crest -> crests
Longfellow	11	Crested -> crusted -> crushed -> Rushed -> Pushed -> rushed -> brushed -> blushed -> blushes -> bushes -> rushes
Longfellow	3	Crows -> craws -> claws
Longfellow	7	Dance -> Danced -> dance -> danced -> dances -> lances -> lance
Longfellow	10	Dashed -> Lashed -> Plashed -> lashed -> Washed -> Wasted -> Tasted -> Taste -> haste -> Hasten
Longfellow	4	Daughter -> daughters -> daughter -> laughter
Longfellow	3	Deck -> neck -> deck
Longfellow	3	Diving -> Giving -> living
Longfellow	7	Down -> dawn -> Drawn -> Draw -> Drag -> crag -> crags
Longfellow	3	Dressed -> dresses -> Tresses
Longfellow	6	Drew -> Grew -> crew -> drew -> dew -> dewy
Longfellow	5	Drifted -> rifted -> Lifted -> sifted -> lifted
Longfellow	4	Drips -> Drops -> drop -> drops
Longfellow	11	Drive -> Drove -> dove -> Love -> Loved -> Moved -> loved -> lived -> Lives -> gives -> given
Longfellow	3	Dusky -> dusk -> dusky
Longfellow	7	Each -> Reach -> Teach -> beach -> each -> reach -> teach
Longfellow	3	Eagle -> eagles -> eagle
Longfellow	49	Even -> Ever -> Every -> Very -> every -> ever -> Fever -> Never -> Neer -> jeer -> neer -> near -> ear -> eat -> beat -> best -> West -> Went -> sent -> Set -> See -> Seen -> Sees -> bees -> bee -> be -> Ye -> Yes -> Eyes -> eye -> ere -> here -> There -> These -> Those -> Whose -> those -> these -> thee -> The -> She -> he -> her -> herd -> heard -> heart -> hearth -> earth -> earths
Longfellow	3	Evening -> evenings -> evening
Longfellow	24	Failed -> Hailed -> Sailed -> Smiled -> Smile -> Smiles -> Miles -> Piles -> Piled -> Piped -> pipe -> pike -> like -> lie -> die -> did -> hid -> Hide -> hides -> hide -> ride -> Pride -> prize -> pride
Longfellow	7	Father -> farther -> father -> fathers -> feathers -> feather -> weather
Longfellow	10	Fearing -> Flaring -> fearing -> Hearing -> Heaping -> Leaping -> Leading -> Leaning -> Leaving -> leaping
Longfellow	3	Figures -> figure -> figures
Longfellow	4	Filled -> killed -> Skilled -> Stilled
Longfellow	3	FirTree -> firtrees -> firtree
Longfellow	9	Fires -> fibres -> fibre -> fire -> fires -> firs -> First -> fist -> first
Longfellow	6	Fisher -> Fishes -> dishes -> fishes -> fished -> fisher
Longfellow	3	Fixed -> Mixed -> fixed
Longfellow	3	Flapping -> lapping -> flapping
Longfellow	3	Flash -> flesh -> flush
Longfellow	3	Floated -> flouted -> floated
Longfellow	5	Flowed -> Glowed -> flowed -> flower -> Flowers
Longfellow	3	Flutes -> flute -> flutes
Longfellow	3	Fluttering -> flattering -> fluttering
Longfellow	5	Flying -> Lying -> dying -> lying -> flying
Longfellow	6	Follow -> fallow -> fellow -> Yellow -> mellow -> yellow
Longfellow	3	Forests -> forest -> forests
Longfellow	4	Forth -> North -> forth -> fourth
Longfellow	3	Friends -> friend -> friends
Longfellow	3	Fringed -> fringes -> fringed
Longfellow	3	From -> fro -> from
Longfellow	3	Froze -> frozen -> froze
Longfellow	4	Furs -> fur -> far -> afar
Longfellow	18	Gazed -> gaze -> gale -> Pale -> Vale -> pale -> pace -> Peace -> place -> Placed -> Played -> Prayed -> Prayer -> prayed -> played -> placed -> places -> Plates
Longfellow	4	Glare -> Glared -> flared -> feared
Longfellow	5	Glass -> glassy -> glass -> grass -> brass
Longfellow	3	Gleam -> gleams -> gleam
Longfellow	4	Glistened -> Listened -> glistened -> listened
Longfellow	16	Gone -> None -> One -> Once -> one -> bone -> bony -> body -> boy -> bay -> by -> My -> may -> day -> dam -> damp
Longfellow	3	Grated -> grate -> grated
Longfellow	3	Gray -> pray -> gray
Longfellow	3	Great -> greet -> Green
Longfellow	7	Groped -> grope -> gropes -> grapes -> graves -> grave -> brave
Longfellow	14	Hail -> fail -> fair -> air -> Sir -> Six -> sit -> hit -> him -> his -> This -> Thus -> this -> thus
Longfellow	30	Half -> hall -> Shall -> shallt -> shall -> shalt -> salt -> sat -> mat -> man -> Men -> Ten -> Then -> Than -> That -> What -> that -> than -> then -> They -> the -> she -> see -> sea -> seam -> Swam -> Swan -> swam -> swan -> swans
Longfellow	3	Handsome -> handsomer -> handsome
Longfellow	4	Heaped -> Leaped -> heaped -> healed
Longfellow	3	Heaven -> heavens -> heaven
Longfellow	3	Heeded -> needed -> heeded
Longfellow	4	Heeding -> feeding -> feeling -> Reeling
Longfellow	3	Hereafter -> thereafter -> hereafter
Longfellow	3	High -> sigh -> high
Longfellow	10	Hills -> gills -> hills -> hill -> bill -> kill -> skill -> Still -> till -> still
Longfellow	4	Hither -> thither -> hither -> wither
Longfellow	3	Hoards -> hoard -> board
Longfellow	3	Homely -> comely -> homely
Longfellow	8	Hung -> hunt -> haunt -> daunt -> taunt -> Taunts -> aunts -> haunts
Longfellow	3	Hurled -> hurtled -> hurled
Longfellow	9	Hush -> Rush -> bush -> busy -> bury -> burn -> burns -> burnt -> burst
Longfellow	4	Idle -> Idler -> idle -> Idly
Longfellow	3	Insects -> insect -> insects
Longfellow	4	Into -> Unto -> into -> unto
Longfellow	3	Islands -> island -> islands
Longfellow	5	Jews -> jaws -> jays -> days -> rays
Longfellow	15	Just -> Must -> Most -> dost -> dont -> done -> cone -> cones -> tones -> stones -> Stone -> Shone -> shine -> shines -> spines
Longfellow	4	Kagh -> Kago -> ago -> kago
Longfellow	9	Kept -> wept -> Swept -> Slept -> sleet -> Sleep -> asleep -> sleep -> sleepy
Longfellow	20	King -> Kling -> king -> Sing -> Sings -> Sinks -> sings -> Songs -> song -> long -> log -> fog -> foe -> Woe -> roe -> Rose -> Rise -> Wise -> rise -> arise
Longfellow	3	Knew -> knee -> knees
Longfellow	11	Known -> know -> knew -> new -> net -> Next -> nest -> jest -> lest -> left -> cleft
Longfellow	3	Larger -> large -> larger
Longfellow	3	Leap -> leaf -> leafy
Longfellow	4	Leaves -> eaves -> leaves -> leave
Longfellow	5	Lifting -> Sifting -> Sitting -> setting -> Settling
Longfellow	3	Lily -> oily -> Only
Longfellow	5	Lingers -> fingers -> finger -> singer -> singers
Longfellow	3	Listen -> glisten -> glistens
Longfellow	3	Listening -> glistening -> listening
Longfellow	3	Lodge -> lodges -> lodge
Longfellow	3	Lonely -> lovely -> lonely
Longfellow	10	Look -> Took -> look -> looks -> locks -> Rocks -> Rocky -> rock -> rocks -> cocks
Longfellow	9	Lord -> Lords -> Words -> cords -> cord -> ford -> for -> form -> firm
Longfellow	5	Loud -> aloud -> cloud -> clouds -> cloudy
Longfellow	4	Magician -> Magicians -> magician -> magicians
Longfellow	3	Maidens -> maiden -> maidens
Longfellow	6	Making -> Taking -> Talking -> Walking -> talking -> walking
Longfellow	3	Married -> carried -> married
Longfellow	3	Measured -> measure -> measured
Longfellow	3	Mocked -> Rocked -> mocked
Longfellow	10	Moon -> Soon -> loon -> moon -> moan -> mean -> lean -> leap -> leaps -> leads
Longfellow	4	Morning -> moaning -> meaning -> meanings
Longfellow	4	Mountain -> Mountains -> mountain -> mountains
Longfellow	4	Much -> Such -> much -> such
Longfellow	3	Mute -> muse -> amuse
Longfellow	3	Naked -> named -> Tamed
Longfellow	3	Nature -> natures -> nature
Longfellow	3	Noble -> Nobler -> noble
Longfellow	5	Nosa -> nose -> lose -> loose -> goose
Longfellow	8	Open -> ope -> hope -> rope -> ripe -> rice -> ice -> icy
Longfellow	5	Others -> other -> Otter -> utter -> otter
Longfellow	5	Over -> lover -> love -> live -> five
Longfellow	3	Paddles -> paddle -> paddles
Longfellow	4	Painting -> Panting -> painting -> Pointing
Longfellow	11	Pass -> past -> mast -> masts -> mats -> mans -> fans -> fan -> fen -> fens -> ferns
Longfellow	8	Passed -> Paused -> Pause -> paused -> passed -> passes -> masses -> mosses
Longfellow	4	Passing -> Pausing -> passing -> pausing
Longfellow	3	PeacePipe -> PeacePipes -> peacepipe
Longfellow	8	Peeping -> Peering -> jeering -> peering -> peeping -> Weeping -> Sweeping -> Sleeping
Longfellow	3	Pemican -> pelican -> pemican
Longfellow	3	Planted -> plaited -> planted
Longfellow	7	Playing -> praying -> playing -> slaying -> Saying -> swaying -> saying
Longfellow	3	Pleasant -> pheasant -> pleasant
Longfellow	4	Plumes -> plume -> plumed -> plumes
Longfellow	4	Plunged -> plunge -> plunged -> plunges
Longfellow	4	Pondering -> wondering -> wandering -> wanderings
Longfellow	3	Poor -> door -> doom
Longfellow	6	Pounded -> Wounded -> bounded -> pounded -> rounded -> wounded
Longfellow	3	Prairie -> prairies -> prairie
Longfellow	5	Praise -> Praised -> Raised -> praised -> praise
Longfellow	4	Prophet -> Prophets -> prophet -> prophets
Longfellow	3	Rattled -> rattle -> battle
Longfellow	3	Ravens -> raven -> ravens
Longfellow	4	Rising -> riding -> hiding -> chiding
Longfellow	5	Robed -> Robes -> robe -> robed -> robes
Longfellow	16	Run -> Sun -> run -> ran -> rain -> Vain -> gain -> again -> amain -> main -> maid -> mail -> hail -> hair -> hairs -> pairs
Longfellow	3	Rustled -> rustle -> rustled
Longfellow	10	Sailing -> Smiling -> sailing -> Wailing -> Waiting -> wailing -> waiting -> wasting -> fasting -> feasting
Longfellow	11	Sails -> nails -> tails -> tail -> pail -> sail -> said -> sad -> sap -> say -> Sky
