Corpus	ChainLength	Chain
Voynich	35	chorshedy -> orshedy -> okshedy -> okchedy -> lkchedy -> lkchey -> lchey -> lcheeey -> lseeey -> seeey -> oeeey -> ocphey -> ocphedy -> ocpheody -> ockheody -> ockhody -> octhody -> octhdy -> ocfhdy -> ochdy -> ocheedy -> odeedy -> odeed -> odee -> odees -> odchees -> odcheey -> odchey -> ldchey -> llchey -> lklchey -> lkechey -> lkechdy -> lchechdy -> lchpchdy
Voynich	9	chosals -> chotals -> chotais -> chotair -> chotaiir -> chtaiir -> chtaii -> chtair -> chtairy
Voynich	8	chotalal -> otalal -> okalal -> okala -> okalain -> okald -> okaldain -> okaldg
Voynich	10	chotcheey -> otcheey -> olcheey -> olchckhy -> olchcthy -> olchdy -> ofchdy -> ofchedy -> odchedy -> odchecthy
Voynich	28	chotom -> qotom -> qockhom -> qockhol -> qochol -> qkchol -> lkchol -> lkcheol -> lkcheo -> lkches -> kches -> kshes -> dshes -> lshes -> lshed -> kshed -> keshed -> keshey -> kesey -> desey -> desy -> dasy -> dalsy -> dalshy -> dalshey -> darshey -> darshed -> sarshed
Voynich	16	chotshol -> otshol -> dtshol -> tshol -> lshol -> lfol -> lkol -> kol -> kl -> ky -> kshy -> fshy -> lshy -> lchy -> lchs -> lchsl
Voynich	9	chpadar -> padar -> palar -> opalar -> ofalar -> okalar -> okalair -> okolair -> okolaim
Voynich	15	chpaly -> chsaly -> chtaly -> chtaldy -> otaldy -> opaldy -> opalshy -> opalxy -> opaly -> ochaly -> ocholy -> kcholy -> kcheoly -> kcheody -> kcheoey
Voynich	25	chpcheos -> pcheos -> lcheos -> lcheod -> lchod -> llod -> llor -> lklor -> lkchor -> lkechor -> lkeor -> keor -> eor -> for -> fshor -> lshor -> lkor -> kor -> kod -> kodl -> dodl -> dorl -> dorain -> korain -> keorain
Voynich	32	chpchol -> chtchol -> otchol -> ofchol -> ofcheol -> ofcheor -> ocheor -> ochdor -> odor -> ocfhor -> octhor -> octhos -> ochos -> ocheos -> oches -> ocheain -> ochedain -> oedain -> oeain -> oekain -> oeky -> ocheky -> oeeeky -> oeeedy -> octhedy -> octheody -> oeeeody -> keeeody -> keeshody -> kshody -> fshody -> fshodchy
Voynich	12	chpor -> chtor -> otor -> lotor -> lohor -> lolor -> kolor -> keolor -> okeolor -> okeodor -> okedor -> okeder
Voynich	71	chpsheedy -> psheedy -> osheedy -> odsheedy -> olsheedy -> olcheedy -> olchedy -> lolchedy -> lochedy -> lochey -> lpchey -> lpcheo -> opcheo -> okcheo -> okche -> okch -> lkch -> lkain -> eekain -> okain -> lokain -> lolain -> lol -> lkl -> lko -> lkeeo -> lkeed -> leed -> lod -> lo -> le -> lg -> lr -> lor -> loiin -> loiiin -> oiiin -> oi -> oc -> ocfh -> of -> ofain -> ofy -> ochy -> ochs -> ods -> odl -> odal -> fodal -> fodan -> odan -> odam -> eodam -> keodam -> keodal -> ksheodal -> sheodal -> shedal -> shdal -> pdal -> pal -> opal -> oeal -> oeail -> okail -> okai -> oka -> oia -> oir -> iir -> iim
Voynich	23	chshek -> shek -> qek -> qe -> qef -> qey -> qckhy -> ockhy -> eeockhy -> qockhy -> oqockhy -> ochockhy -> ochory -> odory -> ofory -> ofoly -> oeeoly -> oeeody -> oeedy -> ody -> hdy -> hhy -> cthhhy
Voynich	64	chshoty -> shoty -> doty -> doteey -> dateey -> dyteey -> dytcheey -> dytchdy -> dyfchdy -> yfchdy -> ychdy -> pchdy -> opchdy -> okchdy -> okady -> okaly -> odaly -> lodaly -> todaly -> todal -> otodal -> otchdal -> opchdal -> opchdam -> opchdar -> okchdar -> okechdar -> okeodar -> okeeodar -> okeedar -> okeear -> oeear -> foeear -> poeear -> poar -> par -> cpar -> cpor -> ocpor -> opor -> oeeor -> oeeo -> ocpheeo -> ofeeo -> okeeo -> oekeeo -> oekeey -> oekeeey -> oekey -> ockey -> ockes -> okes -> oeees -> loeees -> lkeees -> lkeeed -> lked -> lkeain -> lkedain -> lkedch -> lkechch -> lkechy -> lkedy -> lkedey
Voynich	24	chsi -> chso -> chsom -> som -> kom -> kchom -> okchom -> okcho -> odcho -> olcho -> olch -> kolch -> koly -> keoly -> eeeoly -> sheoly -> shealy -> cphealy -> tealy -> taly -> otaly -> kotaly -> qotaly -> oqotaly
Voynich	26	chtodaiin -> ctodaiin -> otodaiin -> oeeodaiin -> oeedaiin -> odeedaiin -> okeedaiin -> okedaiin -> okchedaiin -> ofchedaiin -> ofchedal -> opchedal -> opchedaiin -> olchedaiin -> olchdaiin -> olchdar -> olchar -> olchaj -> olcham -> olam -> olaiin -> folaiin -> foldaiin -> doldaiin -> doldam -> doldom
Voynich	4	chtshar -> tshar -> kshar -> keshar
Voynich	7	chtshy -> chytshy -> dytshy -> dykshy -> dykchy -> chykchy -> chykchs
Voynich	49	chxar -> dxar -> oxar -> odar -> ockhdar -> ockhydar -> oydar -> oldar -> ctholdar -> qoldar -> qodar -> podar -> pchdar -> pchar -> pcha -> pch -> opch -> opa -> opai -> opaiin -> oeeaiin -> oeeal -> ofal -> ofaiin -> ofaiino -> oraiino -> oraiin -> loraiin -> lokaiin -> lokam -> lokar -> lotar -> lotal -> loral -> oral -> oiinal -> oiinar -> oear -> octhear -> okear -> okea -> okeaiin -> okchaiin -> odchaiin -> opchaiin -> opcheaiin -> opchear -> olchear -> folchear
Voynich	22	chykaidy -> chykaldy -> chykald -> ykald -> ykal -> rkal -> ral -> rag -> raiin -> lraiin -> lray -> lraly -> oraly -> olaly -> olaiiny -> oraiiny -> orary -> okary -> okairy -> kairy -> kaipy -> ykaipy
Voynich	8	chykey -> dchykey -> dchokey -> dchokchy -> kchokchy -> kchekchy -> ychekchy -> ychekch
Voynich	8	chypchey -> chypchy -> dypchy -> dychy -> dyckhy -> dydy -> ckhydy -> ckhyds
Voynich	24	chyteody -> yteody -> oteody -> oeteody -> oekeody -> okeody -> keody -> keocthy -> eocthy -> cphocthy -> octhy -> ocphy -> oeey -> loeey -> lody -> ldy -> indy -> shdy -> kshdy -> kshd -> kshdain -> keedain -> kydain -> kydainy
Voynich	31	chytos -> ytos -> ctos -> ctes -> otes -> oes -> oees -> koees -> keeees -> oeeees -> oeeos -> odos -> odol -> oeol -> oeor -> odeor -> okeor -> okcheor -> okcheod -> okcheody -> ofcheody -> olcheody -> olkeody -> olkechdy -> okechdy -> okeady -> okealy -> okeal -> okeam -> keam -> koeam
Voynich	9	ckheokey -> sheokey -> shekey -> qekey -> qekchy -> qekchdy -> qekedy -> qekeody -> qekeoldy
Voynich	16	ckhoor -> cthoor -> oor -> odr -> okr -> okchr -> ofchr -> ofchor -> ofchdor -> otchdor -> otcheor -> olcheor -> olcheo -> olched -> ofched -> ofcheds
Voynich	6	cpharom -> darom -> daro -> dairo -> dairin -> dairn
Voynich	18	cphedam -> shedam -> shdam -> sham -> pam -> opam -> opaim -> lpaim -> lpair -> lair -> kair -> kaich -> kais -> eais -> sais -> lsais -> lsair -> losair
Voynich	6	cphoithy -> doithy -> doikhy -> eoikhy -> oikhy -> oithy
Voynich	28	cphokchol -> okchol -> okcheol -> okeeeol -> okeeeo -> oeeeo -> ockheo -> okeo -> lkeo -> lkeol -> lkeeol -> lkeeal -> lteeal -> ltal -> dtal -> dshal -> dshaly -> dsholy -> dsholdy -> sholdy -> loldy -> lkldy -> lkaldy -> ykaldy -> ykady -> ykaky -> ykaly -> dykaly
Voynich	4	cpholkaiin -> lolkaiin -> lcholkaiin -> tcholkaiin
Voynich	56	cphydy -> fydy -> ofydy -> ofshdy -> okshdy -> okdy -> oedy -> loedy -> loety -> loty -> loly -> lols -> dols -> dolsain -> olsain -> olain -> ol -> mol -> pol -> pchol -> opchol -> oepchol -> oepchod -> opchod -> okchod -> okchd -> okchain -> okchy -> ofchy -> lfchy -> yfchy -> ychy -> pchy -> epchy -> opchy -> olchy -> olainy -> okainy -> okeey -> dokeey -> lokeey -> lokeedy -> lokedy -> okedy -> okechy -> dokechy -> qokechy -> qokchy -> qochy -> qocheey -> qochey -> pochey -> pchey -> opchey -> ofchey -> ofcheay
Voynich	12	ctechy -> otechy -> otchechy -> okchechy -> okcheochy -> otcheochy -> otcheody -> opcheody -> opchedy -> oechedy -> okechedy -> lkechedy
Voynich	13	ctheety -> sheety -> sheeckhy -> shckhy -> lshckhy -> lshcthy -> lshdy -> lldy -> oldy -> olcphy -> oleey -> octheey -> eectheey
Voynich	5	cthosg -> cthosy -> osy -> oiiny -> oiiiny
Voynich	19	cthyd -> yd -> shd -> lshd -> lsh -> ls -> los -> ios -> kos -> keos -> keeeos -> oeeeos -> oeos -> okeos -> okaos -> okas -> okag -> okan -> okchan
Voynich	14	ctody -> otody -> kotody -> kotchody -> otchody -> opchody -> opcheedy -> opcheed -> opchd -> opchain -> olchain -> olchc -> olc -> holc
Voynich	10	ctoiin -> otoiin -> okoiin -> okiin -> oiin -> og -> oin -> om -> lom -> llm
Voynich	4	daiiody -> dairody -> dairdy -> dairiy
Voynich	4	dairol -> sairol -> sairal -> fairal
Voynich	17	dalols -> salols -> salol -> kalol -> kalos -> ralos -> ralchs -> ralchy -> ralchey -> rolchey -> folchey -> olchey -> okchey -> okachey -> okalchey -> okalchedy -> okarchedy
Voynich	8	darcheor -> darchor -> parchor -> paror -> parar -> farar -> karar -> kararo
Voynich	3	darchy -> dardy -> dardyr
Voynich	3	dayty -> dyty -> dyoty
Voynich	39	dchdes -> schdes -> sches -> pches -> opches -> opched -> opchsd -> opchsy -> olchsy -> olchesy -> olcheky -> olchety -> olcheety -> olcheeey -> olcheees -> olchees -> olcheeo -> olcheeol -> olcheol -> oalcheol -> salcheol -> solcheol -> qolcheol -> qocheol -> qocheo -> qocheor -> qockheor -> qockheol -> qockheos -> qockhos -> qockhor -> qocthor -> qocthol -> qoctheol -> qoeol -> qeol -> qfol -> ofol -> ofolain
Voynich	9	dchschdy -> dchschy -> dchsy -> kchsy -> keesy -> keeoy -> keeochy -> keeoty -> oeeoty
Voynich	11	dchsed -> pchsed -> pched -> pche -> pcheo -> pcheol -> opcheol -> opcheeol -> opcheeo -> opchees -> lpchees
Voynich	10	dchytchy -> dytchy -> dytey -> dykey -> dykedy -> dykeedy -> dykeedain -> ykeedain -> lkeedain -> lkldain
Voynich	12	dkchs -> lkchs -> lkees -> lkeeos -> okeeos -> okchos -> okchop -> okchor -> ochkchor -> oykchor -> ykchor -> shkchor
Voynich	19	doaro -> oaro -> oraro -> orar -> dorar -> porar -> oporar -> oaorar -> oairar -> oarar -> okarar -> okaram -> okalam -> okaldam -> okaldal -> okalchal -> okalchol -> okalol -> lkalol
Voynich	3	dodyd -> dydyd -> dydydy
Voynich	14	doeedey -> oeedey -> keedey -> okeedey -> okeedy -> okeechy -> okeeeey -> lkeeeey -> lksheey -> ksheey -> kshey -> khey -> hhey -> thhey
Voynich	22	dolchl -> dolol -> dolshol -> dolsheol -> kolsheol -> olsheol -> lsheol -> ksheol -> ksheeol -> sheeol -> shckhol -> shckheol -> shckheo -> shckhed -> shckhedy -> qckhedy -> qedy -> qeedy -> qeedeey -> qodeey -> odeey -> odiy
Voynich	17	dolfchedy -> olfchedy -> olfchey -> olkchey -> olkchdy -> olkchedy -> olkedy -> kolkedy -> polkedy -> polchedy -> pochedy -> pchedy -> pcheady -> pcheody -> pcheeody -> pcheedy -> pchdeedy
Voynich	27	dolody -> dorody -> dorchdy -> shorchdy -> shorchey -> orchey -> orchcthy -> orchcthdy -> orchedy -> otchedy -> ltchedy -> ltchdy -> ltchey -> etchey -> eteeey -> oteeey -> okeeey -> okeeedy -> lkeeedy -> lkeeeody -> lkeeody -> lkeeshdy -> lkeeshedy -> ykeeshedy -> ykeeedy -> ykchedy -> shkchedy
Voynich	19	dolshy -> olshy -> okshy -> lkshy -> lkey -> lkesy -> okesy -> okaesy -> okeeesy -> okeees -> okeeas -> okeea -> okee -> okeed -> oked -> okedain -> oeeedain -> oeeodain -> oeeodc
Voynich	5	dosal -> osal -> oesal -> eeesal -> eeesaly
Voynich	5	dotedy -> dytedy -> ytedy -> etedy -> esedy
Voynich	7	dpy -> opy -> oky -> lky -> loy -> lory -> llory
Voynich	75	dscheey -> scheey -> pcheey -> pchchy -> pchshy -> peshy -> pshy -> pshdy -> opshdy -> olshdy -> olcthdy -> oleedy -> oleed -> oleeed -> oleeeb -> oleees -> olkeees -> olkeeed -> olked -> olke -> olk -> olkain -> oldain -> oltain -> ltain -> lt -> lty -> lteey -> lsheey -> lshee -> lshl -> shl -> rl -> r -> or -> olr -> olcthr -> olor -> ofor -> okor -> oekor -> oekar -> oekaiin -> ockaiin -> olkaiin -> oldaiin -> loldaiin -> poldaiin -> podaiin -> opodaiin -> okodaiin -> okeeodaiin -> okeeodal -> okeedal -> okeeal -> okeeaiin -> oteeaiin -> otaiin -> onaiin -> oqaiin -> osaiin -> eosaiin -> losaiin -> posaiin -> poaiin -> paiin -> pchaiin -> pchal -> pchdal -> pchdaiin -> pchdam -> pcheam -> pchear -> ychear -> dychear
Voynich	21	dsheodar -> dshodar -> shodar -> shdar -> pdar -> pdaiin -> pdiin -> poiin -> por -> pchor -> opchor -> olchor -> lolchor -> polchor -> pochor -> kochor -> kchochor -> kchoror -> pchoror -> pcholor -> opcholor
Voynich	24	dtedair -> otedair -> otchedair -> tchedair -> pchedair -> pchdair -> pdair -> odair -> odaiir -> oaiir -> kaiir -> kaiii -> kaiim -> saiim -> saim -> saiiin -> raiiin -> oraiiin -> okaiiin -> okaii -> okaiir -> lkaiir -> llaiir -> lshaiir
Voynich	7	du -> tu -> t -> ot -> os -> ois -> eeis
Voynich	16	dyaiin -> dykaiin -> qykaiin -> qekaiin -> qeaiin -> qaiin -> qar -> qchar -> qchor -> qcho -> pcho -> opcho -> opsho -> oksho -> ksho -> keesho
Voynich	8	dyair -> yair -> pair -> opair -> okair -> okaim -> okaio -> okairo
Voynich	8	dykeor -> pykeor -> ykeor -> ycheor -> scheor -> oscheor -> opcheor -> opcheof
Voynich	9	dytain -> ytain -> otain -> opain -> orain -> lorain -> porain -> oporain -> oporc
Voynich	15	dytal -> dytar -> ytar -> etar -> ltar -> lshar -> oshar -> opar -> opary -> oparchy -> okarchy -> karchy -> karainy -> kardy -> karody
Voynich	45	dytchor -> ytchor -> otchor -> otchar -> otar -> oltar -> olfar -> olfaiin -> ollaiin -> oloaiin -> olkoaiin -> olkoiin -> olkol -> oleeol -> okeeol -> okeeod -> okeeom -> okeem -> okeeg -> oteeg -> otag -> ota -> otai -> otaiiin -> olaiiin -> olair -> olaiir -> olkaiir -> olkair -> lolkair -> sholkair -> sholkar -> olkar -> olkai -> olkaim -> olkam -> oldam -> koldam -> koldal -> oldal -> oidal -> otdal -> otal -> oltal -> oletal
Voynich	15	dytory -> ytory -> otory -> okory -> okockhy -> okody -> lkody -> ykody -> ychody -> pchody -> pchocthy -> pcholy -> pcheoly -> pcheockhy -> pcheocphy
Voynich	7	eckhear -> qckhear -> qear -> qeear -> qeedar -> sheedar -> rsheedar
Voynich	39	eesolchey -> solchey -> polchey -> podchey -> porchey -> torchey -> tochey -> sochey -> schey -> rchey -> rchdy -> rchedy -> rched -> rches -> rchees -> rcheeo -> rcheey -> orcheey -> rorcheey -> sorcheey -> sokcheey -> qokcheey -> qokchdy -> qoeechdy -> qoeechy -> qodchy -> qodckhy -> qodcthy -> qocthy -> qcthy -> qcthey -> octhey -> okey -> okem -> okeom -> okeoam -> okeoaiin -> okeolaiin -> okeolan
Voynich	14	eesydy -> sydy -> schdy -> schckhy -> schcthy -> schy -> rchy -> rch -> rain -> ro -> oro -> oko -> ocko -> ocki
Voynich	3	eetees -> otees -> oiees
Voynich	12	eeykeody -> eykeody -> shykeody -> shkeody -> qkeody -> qkeeody -> qkhody -> qkholdy -> qkoldy -> okoldy -> ocholdy -> fcholdy
Voynich	3	epairody -> pairody -> sairody
Voynich	30	esha -> sha -> sh -> osh -> oksh -> okshd -> okod -> okeod -> okechod -> okechol -> okecholy -> okechoy -> okchoy -> okchhy -> okchshy -> okeeshy -> okeely -> okeeoly -> okeeocthy -> okeeoy -> okeeor -> iokeeor -> qokeeor -> qoeeor -> ooeeor -> oteeor -> oteeeor -> oteeear -> otear -> oetear
Voynich	13	etchal -> otchal -> otchaiin -> orchaiin -> ordaiin -> osdaiin -> oschaiin -> schaiin -> saiin -> saiino -> saiiny -> sachy -> saiinchy
Voynich	39	eteeos -> oteeos -> otchos -> otchees -> otcheed -> otchd -> otch -> otchg -> otchl -> orchl -> orcho -> otcho -> otcheeo -> otcheo -> otcheol -> orcheol -> orcheos -> otcheos -> otches -> otcher -> otchey -> oltchey -> olpchey -> olpchdy -> olpchedy -> olpshedy -> olshedy -> lolshedy -> qolshedy -> qokshedy -> qokchedy -> qochedy -> qochedain -> qokedain -> qokchdain -> qokchain -> qokain -> oqokain -> yqokain
Voynich	7	etyd -> otyd -> odyd -> okyd -> okchyd -> okchydy -> kchydy
Voynich	3	fchedey -> pchedey -> pchecfhey
Voynich	26	fcheodal -> pcheodal -> opcheodal -> otcheodal -> otcheodaiin -> ocheodaiin -> oteodaiin -> otedaiin -> lotedaiin -> qotedaiin -> qoedaiin -> qodaiin -> qoaiin -> qkaiin -> qkar -> qekar -> qekal -> qetal -> qetam -> qoetam -> qoetal -> qoetar -> qoear -> qoar -> qoair -> koair
Voynich	27	fcheom -> scheom -> scheo -> scheos -> schos -> rchos -> rchol -> rchl -> rchr -> rar -> rair -> orair -> otair -> otaiir -> opaiir -> opaiim -> odaiim -> odaiil -> oaiil -> oiil -> oiiiin -> oiir -> otiir -> otoiir -> ofoiir -> oloiir -> olkiir
Voynich	23	fchodaiin -> pchodaiin -> pchedaiin -> pchedal -> pchodal -> pchodar -> pcheodar -> pcheodaiin -> tcheodaiin -> tchedaiin -> taedaiin -> tadaiin -> taraiin -> otaraiin -> oparaiin -> oparal -> opalal -> opalam -> opaiinam -> opakam -> opalkam -> opalkaiin -> opaldaiin
Voynich	10	fychey -> fyshey -> yshey -> lshey -> lkshey -> okshey -> okeeshey -> okeshey -> okechey -> okecheey
Voynich	21	hefchdy -> shefchdy -> shepchdy -> shepchedy -> qepchedy -> qepchey -> qopchey -> qofchey -> qofchdy -> qofchedy -> qolchedy -> qolchdy -> polchdy -> pcholchdy -> pcholkchdy -> pcholkeedy -> polkeedy -> olkeedy -> olkeechdy -> olkeechey -> lkeechey
Voynich	22	holteedy -> olteedy -> lteedy -> ltedy -> oltedy -> oleeedy -> odeeedy -> oteeedy -> olteeedy -> olkeeedy -> olkeeody -> oleeody -> olody -> olldy -> ollchy -> oltchy -> oltchdy -> oltchedy -> oltshedy -> oltshey -> olkshey -> olkeshey
Voynich	21	kairam -> sairam -> sairom -> sairo -> sair -> sail -> sal -> salf -> salo -> saly -> raly -> racthy -> rary -> rasy -> rchsy -> rchs -> shchs -> shas -> sas -> sam -> ksam
Voynich	8	kaldaiin -> saldaiin -> saldal -> salal -> ralal -> ralol -> ralom -> shalom
Voynich	6	kcholol -> tcholol -> tchodol -> otchodol -> otchodal -> otchodals
Voynich	6	kdchody -> ydchody -> ykchody -> ykchdy -> skchdy -> sshkchdy
Voynich	18	kedaiiin -> kedair -> shedair -> shdair -> shair -> shaiiin -> shaiin -> kshaiin -> oshaiin -> otshaiin -> oteaiin -> oteal -> oteas -> otas -> otais -> otail -> opail -> opailo
Voynich	4	keodky -> keoky -> okeoky -> okaoky
Voynich	3	kochky -> kolky -> kolpy
Voynich	3	kodshey -> koshey -> koey
Voynich	13	koo -> roo -> rod -> qod -> qo -> oqo -> olo -> oll -> olkl -> olkal -> olkaly -> oleealy -> olsaly
Voynich	11	korainy -> korchy -> kotchy -> otchy -> otainy -> otdy -> ordy -> orey -> ore -> org -> oriin
Voynich	9	korol -> korols -> sorols -> sarols -> sarol -> saral -> raral -> raraiin -> raraiiin
Voynich	6	kosar -> osar -> osary -> otary -> ltary -> loary
Voynich	27	kshdor -> shdor -> shckhor -> shckhar -> shar -> pshar -> pshdar -> pshdaiin -> lshdaiin -> shdaiin -> shckhaiin -> shcthaiin -> shcthal -> shal -> shalg -> shaly -> shachy -> shchy -> shchdy -> shchey -> oshchey -> oshey -> olshey -> olkey -> olkechy -> olkeechy -> olkeeshy
Voynich	4	ksheo -> lsheo -> lsheg -> lcheg
Voynich	3	ksheody -> psheody -> pdsheody
Voynich	8	ksholo -> sholo -> sheolo -> sheol -> osheol -> oheol -> okeol -> okedl
Voynich	20	kshotol -> shotol -> otol -> oiinol -> olol -> lolol -> lolom -> olom -> ogom -> okom -> okos -> okoes -> okols -> okeeols -> ykeeols -> ykeeol -> qykeeol -> qokeeol -> qoeeol -> oqoeeol
Voynich	17	kshoy -> shoy -> oy -> ly -> oly -> olfy -> olky -> olkee -> olkeeo -> olkao -> olkcho -> olkchs -> olkees -> olkeeos -> olkeeol -> olkeeoly -> olkeeoldy
Voynich	16	ksor -> sor -> qor -> qeeor -> qeeoy -> qeeey -> qcphey -> qocphey -> qocfhey -> qockhey -> qockhdy -> qockheedy -> qockheey -> qockhhy -> qockhhdy -> qockhhey
Voynich	5	kyty -> oyty -> octy -> oty -> omy
Voynich	36	laldan -> saldan -> saldam -> soldam -> solkam -> solkaiin -> qolkaiin -> qoekaiin -> qoekar -> qoekchar -> qokchar -> qochar -> qochaiin -> pochaiin -> poeeaiin -> polaiin -> opolaiin -> okolaiin -> okolar -> okodar -> otodar -> otchodar -> otcheodar -> oteeeodar -> oteeodar -> otdodar -> oteodar -> otedar -> otdar -> oteedar -> oleedar -> olcheedar -> olcheear -> olkeear -> olkeeor -> olkeeyr
Voynich	7	laram -> raram -> saram -> osaram -> otaram -> otaiinam -> oraiinam
Voynich	34	lcheckhedy -> lsheckhedy -> sheckhedy -> sheckhdy -> shckhdy -> shckhchy -> shckhdchy -> shdchy -> shdchdy -> shddy -> shcthdy -> shcthedy -> shcfhedy -> shedy -> oshedy -> opshedy -> opshed -> okshed -> oksheo -> odsheo -> osheo -> oshctho -> osho -> oshor -> oror -> loror -> lror -> ror -> roar -> rkar -> shkar -> shear -> shea -> oshea
Voynich	6	ldalor -> ltalor -> otalor -> okalor -> okalo -> okalm
Voynich	29	ldals -> ydals -> ydal -> sdal -> sfal -> skal -> shkal -> sheal -> rsheal -> rsheol -> ssheol -> ssheo -> sheo -> shcfho -> shdo -> sheedo -> sheed -> shed -> rshed -> rshedy -> pshedy -> pshesy -> oshesy -> yshesy -> yshedy -> sshedy -> schedy -> schesy -> schety
Voynich	40	lkeodaiin -> ykeodaiin -> ykchodaiin -> ytchodaiin -> tchodaiin -> tchdaiin -> otchdaiin -> otchdam -> otcham -> otam -> oltam -> oleeam -> oteeam -> oteeal -> oteedal -> otedal -> otedam -> tedam -> tdam -> tam -> ram -> oram -> oran -> olan -> otan -> qotan -> qokan -> qoka -> qok -> qoain -> qkain -> qko -> qkol -> qkor -> qekor -> qokor -> qodor -> qodol -> qodal -> qchodal
Voynich	3	lkeodain -> okeodain -> okeokain
Voynich	18	lkeoldy -> okeoldy -> okeolshy -> okeoly -> okeoaly -> okeodaly -> okeodal -> oteodal -> oteoal -> oteeoal -> oteeoaly -> oteeoly -> oteeody -> oteedy -> otchdy -> otchdain -> opchdain -> lpchdain
Voynich	56	lkeshdy -> okeshdy -> okeshedy -> qokeshedy -> qokechedy -> qokechdy -> qokechckhy -> qokechey -> qokchey -> qokched -> qodched -> qotched -> qotchd -> qokchd -> qokch -> qokcha -> qokchaiin -> qokaiin -> oqokaiin -> oqokam -> qokam -> qodam -> qodom -> qokom -> qokeom -> qokeo -> qoeeeo -> qoeees -> qoches -> qocthes -> qocthey -> qocthdy -> qocphdy -> qocphody -> qockhody -> qocthody -> qocthedy -> qoctheody -> qokeody -> qokcheody -> qokchody -> qokcheedy -> qokchsdy -> qokesdy -> qokedy -> qoedy -> qeeedy -> qoeeedy -> qoeedy -> qodeedy -> qokeedy -> qoeekeedy -> qolkeedy -> qolcheedy -> qolcheey -> qoklcheey
Voynich	32	lksho -> yksho -> ykcho -> ycho -> scho -> saino -> sain -> osain -> qosain -> qofain -> qof -> qocth -> qoiin -> qoiiin -> qooiiin -> qokoiiin -> qokaiiin -> qokail -> qokaim -> qokair -> qkair -> shkair -> shekair -> shekaiiin -> shedaiiin -> shedaiin -> pshedaiin -> pshodaiin -> shodaiin -> rodaiin -> roaiin -> rlaiin
Voynich	4	llchs -> ltchs -> otchs -> otchr
Voynich	19	llsan -> lsan -> san -> sar -> sarain -> sarg -> saro -> sary -> sairy -> soiry -> roiry -> rory -> orory -> oroly -> oinoly -> okoly -> okoaly -> okodaly -> octhodaly
Voynich	5	loees -> qoees -> qoas -> qoal -> qaal
Voynich	3	lolkeol -> olkeol -> olkeal
Voynich	3	loraiir -> soraiir -> saraiir
Voynich	8	loralody -> oralody -> okalody -> okalshdy -> okalshey -> okolshey -> okolchey -> okochey
Voynich	5	lpychol -> pychol -> ychol -> schol -> schoal
Voynich	29	lshechy -> lsheckhy -> lshety -> shety -> qety -> qetain -> qotain -> qolain -> qolkain -> polkain -> pokain -> shokain -> sheekain -> sheeain -> shain -> shckh -> she -> sheain -> shecth -> shecthy -> shcthy -> shcphy -> shcphhy -> shckhhy -> shckhey -> sckhey -> scthey -> shcthey -> shctheo
Voynich	16	lsheedain -> sheedain -> shedain -> sheds -> sheas -> sheaiin -> sheam -> shekam -> shekaiin -> shekal -> sheckhal -> sheoal -> sheotal -> sheota -> sheot -> psheot
Voynich	6	lshekain -> shekain -> sheky -> shechy -> sheckhy -> oeckhy
Voynich	10	lshod -> pshod -> pshoain -> pshol -> opshol -> okshol -> okool -> okolol -> okeolol -> ykeolol
Voynich	3	ochokeey -> olokeey -> olekeey
Voynich	6	ockhoees -> otoees -> otoeeo -> oteeo -> oteed -> oreed
Voynich	3	ocphoraiin -> okoraiin -> okeeoraiin
Voynich	8	octhyl -> octhys -> otys -> oteeys -> oteees -> oteeed -> oted -> oeted
Voynich	8	odaeiin -> odariin -> otariin -> otarain -> otalain -> otald -> olald -> orald
Voynich	3	odalaly -> otalaly -> otalalg
Voynich	11	odeeeg -> oreeeg -> oreeey -> orkeeey -> oykeeey -> oykeedy -> oykeey -> oyteey -> olteey -> oldeey -> oldckhy
Voynich	3	oedady -> opdady -> otdady
Voynich	3	oeedaly -> okeedaly -> okeedaky
Voynich	3	oeeesaiin -> oeesaiin -> olsaiin
Voynich	18	oeeolchy -> okolchy -> okodchy -> okodeey -> okoeey -> okohy -> okosy -> okoy -> okeoy -> okeshy -> oteshy -> otechshy -> otechdy -> otechd -> otech -> oteain -> otedain -> otchedain
Voynich	8	oeoar -> otoar -> otoaiin -> otlaiin -> otalaiin -> otalam -> otalar -> otalair
Voynich	17	ofals -> otals -> otalr -> otalsh -> otalshy -> otalchy -> otalchdy -> otalody -> otalod -> otalom -> otolom -> otolam -> otolaiin -> oteolaiin -> oteolar -> oteolair -> oteodair
Voynich	11	ofardy -> okardy -> olardy -> otardy -> otaray -> otaral -> otarar -> otairar -> opairar -> opairam -> qopairam
Voynich	4	ofchoshy -> otchoshy -> otchoky -> otchoty
Voynich	9	ofdoram -> oforam -> oporam -> oporaiin -> oloraiin -> otoraiin -> otora -> otorain -> otork
Voynich	3	okairady -> okairody -> orairody
Voynich	3	okalyd -> okalys -> otalys
Voynich	3	okarol -> orarol -> oranol
Voynich	4	okchaldy -> opchaldy -> opchaly -> opchackhy
Voynich	16	okcheys -> okeys -> okechs -> otechs -> otechys -> oteoys -> oteos -> otecos -> otedos -> otedol -> otechol -> oteol -> oteeol -> oteeod -> otchod -> olchod
Voynich	3	okeeeody -> qokeeeody -> qokeedody
Voynich	5	okeeydy -> okydy -> opydy -> opydg -> opydsh
Voynich	3	okeoram -> okeorar -> okeosar
