Locus	LabelID	RawLabel	ParsedTokens
f68r1.f68r1.8	144	okodaly	okodaly
f68r1.f68r1.9	145	odchecthy	odchecthy
f68r1.f68r1.10	146	otcheody	otcheody
f68r1.f68r1.11	147	okoaly	okoaly
f68r1.f68r1.12	148	chocfhy	chocfhy
f68r1.f68r1.13	149	octhey	octhey
f68r1.f68r1.14	150	otshey	otshey
f68r1.f68r1.15	151	otydy	otydy
f68r1.f68r1.16	152	okear	okear
f68r1.f68r1.17	153	cphocthy	cphocthy
f68r1.f68r1.18	154	ytchody	ytchody
f68r1.f68r1.19	155	otys	otys
f68r1.f68r1.20	156	olor	olor
f68r1.f68r1.21	157	ockhy	ockhy
f68r1.f68r1.22	158	ofcheor	ofcheor
f68r1.f68r1.23	159	otchdy	otchdy
f68r1.f68r1.24	160	otykchs	otykchs
f68r1.f68r1.25	161	otol	otol
f68r1.f68r1.26	162	otor	otor
f68r1.f68r1.27	163	oiinar	oiinar
f68r1.f68r1.28	164	okoldy	okoldy
f68r1.f68r1.29	165	ykchdy	ykchdy
f68r1.f68r1.30	166	@167;oeeod{c@196;h}y	@167;oeeodc@196;hy
f68r1.f68r1.31	167	ocphy	ocphy
f68r1.f68r1.32	168	okeeodal	okeeodal
f68r1.f68r1.33	169	okshor	okshor
f68r1.f68r1.34	170	osdaiin	osdaiin
f68r1.f68r1.35	171	otochedy	otochedy
f68r1.f68r1.36	172	dolchedy	dolchedy
f68r2.f68r2.7	173	o@167;olch{c@133;h}y	o@167;olchc@133;hy
f68r2.f68r2.8	174	cheorol	cheorol
f68r2.f68r2.9	175	odaiin	odaiin
f68r2.f68r2.10	176	ochory	ochory
f68r2.f68r2.11	177	shdar	shdar
f68r2.f68r2.12	178	dchol	dchol
f68r2.f68r2.13	179	todaraiily	todaraiily
f68r2.f68r2.14	180	olcheesey	olcheesey
f68r2.f68r2.15	181	okchor	okchor
f68r2.f68r2.16	182	oteool	oteool
f68r2.f68r2.17	183	oydchy	oydchy
f68r2.f68r2.18	184	okeeeody	okeeeody
f68r2.f68r2.19	185	cholar	cholar
f68r2.f68r2.20	186	dcheoldy	dcheoldy
f68r2.f68r2.21	187	oteeear	oteeear
f68r2.f68r2.22	188	otoeeo	otoeeo
f68r2.f68r2.23	189	ofcheody	ofcheody
f68r2.f68r2.24	190	otcheodar	otcheodar
f68r2.f68r2.25	191	odair.chol	odair chol
f68r2.f68r2.26	192	opocphor	opocphor
f68r2.f68r2.27	193	otoshol	otoshol
f68r2.f68r2.28	194	chodar	chodar
f68r2.f68r2.29	195	sheey	sheey
f68r2.f68r2.30	196	ok[eeee:eech]or	okeeeeor
f68r3.f68r3.10	197	dchol,day	dchol day
f68r3.f68r3.11	198	doaro	doaro
f68r3.f68r3.12	199	oalcheol	oalcheol
f68r3.f68r3.13	200	okos	okos
f68r3.f68r3.14	201	otary	otary
f68r3.f68r3.15	202	chky.oky	chky oky
f68r3.f68r3.16	203	e.cphy	e cphy
f68r3.f68r3.17	204	okolchy	okolchy
f68r3.f68r3.18	205	o.cthyd	o cthyd
f68r3.f68r3.19	206	otydg	otydg
f68r3.f68r3.20	207	darall	darall
f68r3.f68r3.21	208	okchody	okchody
f68v3.f68v3.15	209	otodol	otodol
f68v3.f68v3.16	210	opcholdg	opcholdg
f69r.f69r.5	211	oteos.ch[o:?]p.otaike	oteos chop otaike
f69r.f69r.6	212	ar.odair.chtaly	ar odair chtaly
f69r.f69r.7	213	oto.dar.archol	oto dar archol
f69r.f69r.8	214	okeey.chey,dy	okeey chey dy
f69r.f69r.9	215	dcho,char,ar	dcho char ar
f69r.f69r.10	216	ytal.air.al	ytal air al
f69r.f69r.11	217	shy.chtairy	shy chtairy
f69r.f69r.12	218	yt.oetear	yt oetear
f69r.f69r.13	219	ytey.cholam	ytey cholam
f69r.f69r.14	220	dair.ar.yteey.chdy	dair ar yteey chdy
f69r.f69r.15	221	okair.os,air	okair os air
f69r.f69r.16	222	chytos.[o:a]ly	chytos oly
f69r.f69r.17	223	chetar.araly	chetar araly
f69r.f69r.18	224	dair,alody	dair alody
f69r.f69r.19	225	dal,daiin.otalam	dal daiin otalam
f69r.f69r.20	226	ytcheodytor	ytcheodytor
f69r.f69r.44	227	<!1>y	y
f69r.f69r.45	228	<!2>d	d
f69r.f69r.46	229	<!3>o	o
f69r.f69r.47	230	<!4>l	l
f69r.f69r.48	231	<!5>s	s
f69r.f69r.49	232	<!6>e[d:g]	ed
f70v2.f70v2.2	233	<!09:00>otalalg	otalalg
f70v2.f70v2.3	234	<!10:00>ykary	ykary
f70v2.f70v2.4	235	<!10:30>otar?	otar?
f70v2.f70v2.5	236	<!11:00>oty	oty
f70v2.f70v2.6	237	<!11:30>oky.ody	oky ody
f70v2.f70v2.7	238	<!00:00>oty.ar	oty ar
f70v2.f70v2.8	239	<!00:30>okala	okala
f70v2.f70v2.9	240	<!01:00>otody	otody
f70v2.f70v2.10	241	<!01:30>otald	otald
f70v2.f70v2.11	242	<!02:00>otaldar	otaldar
f70v2.f70v2.12	243	<!02:45>okody	okody
f70v2.f70v2.13	244	<!03:15>opysam	opysam
f70v2.f70v2.14	245	<!04:00>ch{ckhh}y	chckhhy
f70v2.f70v2.15	246	<!04:30>otaly	otaly
f70v2.f70v2.16	247	<!05:30>otal.arar	otal arar
f70v2.f70v2.17	248	<!06:30>otaldy	otaldy
f70v2.f70v2.18	249	<!07:00>okeoly	okeoly
f70v2.f70v2.19	250	<!08:00>okydy	okydy
f70v2.f70v2.20	251	<!08:30>okee[s:r]	okees
f70v2.f70v2.22	252	<!10:00>otar.am	otar am
f70v2.f70v2.23	253	<!11:00>otar,al	otar al
f70v2.f70v2.24	254	<!00:00>otalar	otalar
f70v2.f70v2.25	255	<!01:30>otalam	otalam
f70v2.f70v2.26	256	<!03:00>dolaram	dolaram
f70v2.f70v2.27	257	<!04:00>okaram	okaram
f70v2.f70v2.28	258	<!05:00>oteosal	oteosal
f70v2.f70v2.29	259	<!06:30>salols	salols
f70v2.f70v2.30	260	<!08:00>okaldal	okaldal
f70v2.f70v2.31	261	<!09:00>ykolaiin	ykolaiin
f70v2.f70v2.33	262	otolal	otolal
f70v1.f70v1.2	263	<!10:30>otalchy.tar.am.dy	otalchy tar am dy
f70v1.f70v1.3	264	<!00:00>opchey.sal	opchey sal
f70v1.f70v1.4	265	<!01:00>otakaizan	otakaizan
f70v1.f70v1.5	266	<!02:30>okalal	okalal
f70v1.f70v1.6	267	<!03:30>otaly	otaly
f70v1.f70v1.7	268	<!04:30>oalcheg	oalcheg
f70v1.f70v1.8	269	<!06:00>otchodals	otchodals
f70v1.f70v1.9	270	<!07:00>okolshy	okolshy
f70v1.f70v1.10	271	<!08:00>otshshdy	otshshdy
f70v1.f70v1.11	272	<!09:00>otal.ypsharal	otal ypsharal
f70v1.f70v1.13	273	<!10:30>okoly	okoly
f70v1.f70v1.14	274	<!00:00>otalaiin	otalaiin
f70v1.f70v1.15	275	<!02:00>oteo.alals.araly	oteo alals araly
f70v1.f70v1.16	276	<!05:00>oteoeey.otal.okealar	oteoeey otal okealar
f70v1.f70v1.17	277	<!08:00>otear.araydy	otear araydy
f71r.f71r.2	278	<!10:00>oteos.arar	oteos arar
f71r.f71r.3	279	<!11:00>okldam	okldam
f71r.f71r.4	280	<!00:00>oteoaldy	oteoaldy
f71r.f71r.5	281	<!01:00>oteolar	oteolar
f71r.f71r.6	282	<!02:00>okeoaly	okeoaly
f71r.f71r.7	283	<!03:00>otaleky	otaleky
f71r.f71r.8	284	<!04:30>otalsar	otalsar
f71r.f71r.9	285	<!05:30>cheary	cheary
f71r.f71r.10	286	<!07:00>oteotey.rary	oteotey rary
f71r.f71r.11	287	<!08:30>otalaly	otalaly
f71r.f71r.13	288	<!11:00>otolchdy	otolchdy
f71r.f71r.14	289	<!00:30>otoloaram	otoloaram
f71r.f71r.15	290	<!03:30>oteeol	oteeol
f71r.f71r.16	291	<!05:30>otolchd	otolchd
f71r.f71r.17	292	<!08:00>otaldar	otaldar
f71v.f71v.2	293	<!10:00>char.arom	char arom
f71v.f71v.3	294	<!11:00>chfaly	chfaly
f71v.f71v.4	295	<!00:00>okolar	okolar
f71v.f71v.5	296	<!01:00>otchody	otchody
f71v.f71v.6	297	<!02:00>alcphy	alcphy
f71v.f71v.7	298	<!03:00>otaiin	otaiin
f71v.f71v.8	299	<!04:30>okaraiin	okaraiin
f71v.f71v.9	300	<!05:30>otar.ar,aly	otar ar aly
f71v.f71v.10	301	<!07:00>opalar.am.dan	opalar am dan
f71v.f71v.11	302	<!09:00>opalor.ar	opalor ar
f71v.f71v.13	303	<!10:00>ofa{if}om	ofaifom
f71v.f71v.14	304	<!00:00>otalody	otalody
f71v.f71v.15	305	<!03:00>otalaiin	otalaiin
f71v.f71v.16	306	<!05:30>otar.sh[a:o]r	otar shar
f71v.f71v.17	307	<!08:30>sholshdy	sholshdy
f72r1.f72r1.2	308	<!09:30>oshod[a:o]dy	oshodady
f72r1.f72r1.3	309	<!10:30>chdaiirdainy	chdaiirdainy
f72r1.f72r1.4	310	<!00:00>oaiin,ar,ary	oaiin ar ary
f72r1.f72r1.5	311	<!01:00>okalam	okalam
f72r1.f72r1.6	312	<!02:00>ytalshdy	ytalshdy
f72r1.f72r1.7	313	<!03:00>char.alif	char alif
f72r1.f72r1.8	314	<!03:30>otaraldy	otaraldy
f72r1.f72r1.9	315	<!05:00>otaiin.otain	otaiin otain
f72r1.f72r1.10	316	<!07:00>otalef,ys.ainam	otalef ys ainam
f72r1.f72r1.11	317	<!08:30>ochol,sharam	ochol sharam
f72r1.f72r1.13	318	<!09:00>ofaralar	ofaralar
f72r1.f72r1.14	319	<!00:00>otchoshy	otchoshy
f72r1.f72r1.15	320	<!02:00>otchdal	otchdal
f72r1.f72r1.16	321	<!04:00>okeey.ary	okeey ary
f72r1.f72r1.17	322	<!07:00>otainy	otainy
f72r2.f72r2.1	323	<!10:30>ofchdamy	ofchdamy
f72r2.f72r2.2	324	<!11:00>oklairdy	oklairdy
f72r2.f72r2.3	325	<!00:00>okaram	okaram
f72r2.f72r2.4	326	<!00:30>okairy	okairy
f72r2.f72r2.5	327	<!01:00>okealar	okealar
f72r2.f72r2.7	328	<!10:00>otaraldy	otaraldy
f72r2.f72r2.8	329	<!11:00>okalar	okalar
f72r2.f72r2.9	330	<!11:45>okal	okal
f72r2.f72r2.10	331	<!00:15>okaly	okaly
f72r2.f72r2.11	332	<!01:00>okal	okal
f72r2.f72r2.12	333	<!02:00>okeey.ary	okeey ary
f72r2.f72r2.13	334	<!03:00>oteeary	oteeary
f72r2.f72r2.14	335	<!04:00>otair,dy	otair dy
f72r2.f72r2.15	336	<!05:00>okaircham	okaircham
f72r2.f72r2.16	337	<!06:00>okeal	okeal
f72r2.f72r2.17	338	<!06:30>otar{cr}	otarcr
f72r2.f72r2.18	339	<!07:30>okaly	okaly
f72r2.f72r2.19	340	<!08:00>orary	orary
f72r2.f72r2.20	341	<!09:00>okyd	okyd
f72r2.f72r2.21	342	<!09:30>otolam	otolam
f72r2.f72r2.23	343	<!10:30>otal	otal
f72r2.f72r2.24	344	<!11:30>ralal	ralal
f72r2.f72r2.25	345	<!00:30>okam	okam
f72r2.f72r2.26	346	<!02:00>otalshy	otalshy
f72r2.f72r2.27	347	<!03:30>okaldy	okaldy
f72r2.f72r2.28	348	<!05:00>chosar	chosar
f72r2.f72r2.29	349	<!06:30>otam	otam
f72r2.f72r2.30	350	<!08:00>ainaly	ainaly
f72r2.f72r2.31	351	<!09:00>okarcham	okarcham
f72r3.f72r3.2	352	<!10:30>olkalaiin	olkalaiin
f72r3.f72r3.3	353	<!11:00>olalsy	olalsy
f72r3.f72r3.4	354	<!00:00>oraiinam	oraiinam
f72r3.f72r3.5	355	<!01:00>osarsheeeo	osarsheeeo
f72r3.f72r3.6	356	<!02:00>oto@192;aiin	oto@192;aiin
f72r3.f72r3.7	357	<!02:30>opoiiin[o:?]in.al,[ch:a]es	opoiiinoin al ches
f72r3.f72r3.8	358	<!04:00>ypaiin.alaly	ypaiin alaly
f72r3.f72r3.9	359	<!05:00>oteey,daiin	oteey daiin
f72r3.f72r3.10	360	<!06:30>oeeodaiin	oeeodaiin
f72r3.f72r3.11	361	<!07:00>ofsholdy	ofsholdy
f72r3.f72r3.12	362	<!07:00>opoeey.okaiin	opoeey okaiin
f72r3.f72r3.13	363	<!10:00>ykolairol	ykolairol
f72r3.f72r3.15	364	<!11:00>oralkam	oralkam
f72r3.f72r3.16	365	<!00:00>ytairal	ytairal
f72r3.f72r3.17	366	<!01:00>oeee[s:r]aiin	oeeesaiin
f72r3.f72r3.18	367	<!01:30>ory	ory
f72r3.f72r3.19	368	<!02:30>ochey,fydy	ochey fydy
f72r3.f72r3.20	369	<!03:30>of???.o.eeesaly	of??? o eeesaly
f72r3.f72r3.21	370	<!05:00>ykaraiin.airal	ykaraiin airal
f72r3.f72r3.22	371	<!06:30>okalar	okalar
f72r3.f72r3.23	372	<!08:00>orara	orara
f72r3.f72r3.24	373	<!09:00>olaiin.ola{ikh}y	olaiin olaikhy
f72r3.f72r3.25	374	<!10:00>olfsheoral	olfsheoral
f72r3.f72r3.27	375	<!10:30>opalal	opalal
f72r3.f72r3.28	376	<!00:00>yfary	yfary
f72r3.f72r3.29	377	<!01:30>oraiiral	oraiiral
f72r3.f72r3.30	378	<!03:00>ytoar.shar	ytoar shar
f72r3.f72r3.31	379	<!06:00>octho	octho
f72r3.f72r3.32	380	<!07:30>aral	aral
f72r3.f72r3.33	381	<!09:00>oletal	oletal
f72v3.f72v3.2	382	<!10:00>ocham	ocham
f72v3.f72v3.3	383	<!11:00>orchey	orchey
f72v3.f72v3.4	384	<!11:30>okam	okam
f72v3.f72v3.5	385	<!00:00>okey	okey
f72v3.f72v3.6	386	<!00:30>otcheody	otcheody
f72v3.f72v3.7	387	<!01:00>okyeeshy	okyeeshy
f72v3.f72v3.8	388	<!01:30>[{c'y}:??]ofaiin	c'yofaiin
f72v3.f72v3.9	389	<!02:00>okaly	okaly
f72v3.f72v3.10	390	<!02:45>ot[o:a]ly	otoly
f72v3.f72v3.11	391	<!03:30>ofalals	ofalals
f72v3.f72v3.12	392	<!04:00>sheeos.o{cfhh}y	sheeos ocfhhy
f72v3.f72v3.13	393	<!05:00>daiin,chepy	daiin chepy
f72v3.f72v3.14	394	<!06:00>oteey.deeal	oteey deeal
f72v3.f72v3.15	395	<!07:00>chealpy	chealpy
f72v3.f72v3.16	396	<!07:30>okeeol	okeeol
f72v3.f72v3.17	397	<!08:30>okaly	okaly
f72v3.f72v3.18	398	<!09:00>okaldy	okaldy
f72v3.f72v3.19	399	<!09:30>okeolyd	okeolyd
f72v3.f72v3.21	400	<!10:30>choleey	choleey
f72v3.f72v3.22	401	<!11:30>oky	oky
f72v3.f72v3.23	402	<!00:30>ch{cthh}y	chcthhy
f72v3.f72v3.24	403	<!01:00>laly	laly
f72v3.f72v3.25	404	<!02:00>oeedy	oeedy
f72v3.f72v3.26	405	<!03:00>odairan	odairan
f72v3.f72v3.27	406	<!04:00>okary	okary
f72v3.f72v3.28	407	<!05:00>oeesaiin	oeesaiin
f72v3.f72v3.29	408	<!06:30>oteesed	oteesed
f72v3.f72v3.30	409	<!07:30>opal	opal
f72v3.f72v3.31	410	<!08:30>otaly	otaly
f72v3.f72v3.32	411	<!09:30>otaly,yty	otaly yty
f72v2.f72v2.2	412	<!10:00>oeedey	oeedey
f72v2.f72v2.3	413	<!11:00>oeeodaiin	oeeodaiin
f72v2.f72v2.4	414	<!11:45>okeoram	okeoram
f72v2.f72v2.5	415	<!00:30>air,aim	air aim
f72v2.f72v2.6	416	<!01:00>oshesy	oshesy
f72v2.f72v2.7	417	<!02:00>oke[a:o]ry	okeary
f72v2.f72v2.8	418	<!02:30>cheoetey	cheoetey
f72v2.f72v2.9	419	<!03:00>cheol[d:?]y	cheoldy
f72v2.f72v2.10	420	<!04:00>sheoeky	sheoeky
f72v2.f72v2.11	421	<!04:30>oteodar	oteodar
f72v2.f72v2.12	422	<!05:30>ofchdysd	ofchdysd
f72v2.f72v2.13	423	<!06:00>oteoyd	oteoyd
f72v2.f72v2.14	424	<!06:30>yteody	yteody
f72v2.f72v2.15	425	<!07:00>okeody	okeody
f72v2.f72v2.16	426	<!08:00>okeoldy	okeoldy
f72v2.f72v2.17	427	<!08:30>ykeeor	ykeeor
f72v2.f72v2.18	428	<!09:00>opaiina[m:r]	opaiinam
f72v2.f72v2.19	429	<!09:30>cheoldy	cheoldy
f72v2.f72v2.21	430	<!10:30>okaiin[:y]	okaiin
f72v2.f72v2.22	431	<!11:30>ockhol	ockhol
f72v2.f72v2.23	432	<!00:30>oeedy	oeedy
f72v2.f72v2.24	433	<!01:00>opalg<!nymph has no star>	opalg
f72v2.f72v2.25	434	<!02:00>okeeom	okeeom
f72v2.f72v2.26	435	<!03:00>olkar	olkar
f72v2.f72v2.27	436	<!04:00>oeedaly<!nymph stands on barrel>	oeedaly
f72v2.f72v2.28	437	<!05:00>cheosy	cheosy
f72v2.f72v2.29	438	<!06:30>ofcheay	ofcheay
f72v2.f72v2.30	439	<!07:30>yteedy	yteedy
f72v2.f72v2.31	440	<!08:30>o[n:r]aiin	onaiin
f72v2.f72v2.32	441	<!09:30>okeorar	okeorar
f72v1.f72v1.2	442	<!08:45>oeeoty	oeeoty
f72v1.f72v1.3	443	<!09:30>octhy	octhy
f72v1.f72v1.4	444	<!10:00>oteoly	oteoly
f72v1.f72v1.5	445	<!10:30>okeoly	okeoly
f72v1.f72v1.6	446	<!11:00>oeees	oeees
f72v1.f72v1.7	447	<!11:30>o{cfh'h}y	ocfh'hy
f72v1.f72v1.8	448	<!01:45>oees	oees
f72v1.f72v1.9	449	<!01:00>okeeoly	okeeoly
f72v1.f72v1.10	450	<!01:30>odal	odal
f72v1.f72v1.11	451	<!02:00>aiinod	aiinod
f72v1.f72v1.12	452	<!02:45>od[?:ch]dy	od?dy
f72v1.f72v1.13	453	<!03:15>oteod	oteod
f72v1.f72v1.14	454	<!03:45>yteod	yteod
f72v1.f72v1.15	455	<!04:30>ok[?:ch]ody	ok?ody
f72v1.f72v1.16	456	<!05:00>okal	okal
f72v1.f72v1.17	457	<!05:30>ytaly	ytaly
f72v1.f72v1.18	458	<!06:00>oeeeos	oeeeos
f72v1.f72v1.19	459	<!06:30>oteofy	oteofy
f72v1.f72v1.20	460	<!07:30>cheoepy	cheoepy
f72v1.f72v1.21	461	<!08:00>ykeedy	ykeedy
f72v1.f72v1.23	462	<!08:45>oeeoly	oeeoly
f72v1.f72v1.24	463	<!10:00>okydy	okydy
f72v1.f72v1.25	464	<!11:30>okeey	okeey
f72v1.f72v1.26	465	<!00:00>oiiny	oiiny
f72v1.f72v1.27	466	<!01:00>oeey	oeey
f72v1.f72v1.28	467	<!03:00>okedy	okedy
f72v1.f72v1.29	468	<!04:30>ypaim	ypaim
f72v1.f72v1.30	469	<!05:30>okalair	okalair
f72v1.f72v1.31	470	<!06:30>oeeody	oeeody
f72v1.f72v1.32	471	<!07:30>okeol	okeol
f73r.f73r.1	472	<!11:15>otaly	otaly
f73r.f73r.2	473	<!11:45>chockhy	chockhy
f73r.f73r.3	474	<!00:30>otedy	otedy
f73r.f73r.4	475	<!01:00>yteeody	yteeody
f73r.f73r.6	476	<!11:00>otaly	otaly
f73r.f73r.7	477	<!11:30>okeody	okeody
f73r.f73r.8	478	<!00:00>oteedyl	oteedyl
f73r.f73r.9	479	<!00:30>[y:o]keedy	ykeedy
f73r.f73r.10	480	<!01:00>okeey	okeey
f73r.f73r.11	481	<!02:00>okeedy	okeedy
f73r.f73r.12	482	<!02:30>ykeeory	ykeeory
f73r.f73r.13	483	<!03:30>oteeosy	oteeosy
f73r.f73r.14	484	<!04:30>shekal	shekal
f73r.f73r.15	485	<!05:30>oteedyy	oteedyy
f73r.f73r.16	486	<!06:30>oked[a:o]l	okedal
f73r.f73r.17	487	<!07:00>chdy	chdy
f73r.f73r.18	488	<!08:00>dalshey	dalshey
f73r.f73r.19	489	<!08:45>opaiin	opaiin
f73r.f73r.20	490	<!09:30>okeos	okeos
f73r.f73r.21	491	<!10:00>otey	otey
f73r.f73r.23	492	<!11:30>okary	okary
f73r.f73r.24	493	<!01:00>okeeody	okeeody
f73r.f73r.25	494	<!02:00>oyteedy	oyteedy
f73r.f73r.26	495	<!03:00>oky	oky
f73r.f73r.27	496	<!04:30>chefy	chefy
f73r.f73r.28	497	<!06:00>otal	otal
f73r.f73r.29	498	<!07:00>chek	chek
f73r.f73r.30	499	<!08:30>ar	ar
f73r.f73r.31	500	<!09:30>kar	kar
f73r.f73r.32	501	<!10:30>okeeos	okeeos
f73v.f73v.1	502	<!11:00>okol	okol
f73v.f73v.2	503	<!11:45>oteody	oteody
f73v.f73v.3	504	<!00:30>oteedy	oteedy
f73v.f73v.4	505	<!01:00>eeeody	eeeody
f73v.f73v.6	506	<!10:00>okeody	okeody
f73v.f73v.7	507	<!10:30>sheol	sheol
f73v.f73v.8	508	<!11:30>odees	odees
f73v.f73v.9	509	<!00:00>ee[r:n]y	eery
f73v.f73v.10	510	<!01:00>okeor	okeor
f73v.f73v.11	511	<!01:30>ofals	ofals
f73v.f73v.12	512	<!02:00>ykeody	ykeody
f73v.f73v.13	513	<!03:00>oteody	oteody
f73v.f73v.14	514	<!03:30>ypaiin	ypaiin
f73v.f73v.15	515	<!04:00>yfaiin,y	yfaiin y
f73v.f73v.16	516	<!05:00>ofcheesy	ofcheesy
f73v.f73v.17	517	<!06:00>oraiiny	oraiiny
f73v.f73v.18	518	<!07:00>ykeeody	ykeeody
f73v.f73v.19	519	<!07:30>okeos	okeos
f73v.f73v.20	520	<!08:30>ykeear	ykeear
f73v.f73v.21	521	<!09:00>qokeoly	qokeoly
f73v.f73v.23	522	<!09:30>otedy	otedy
f73v.f73v.24	523	<!11:00>eeed	eeed
f73v.f73v.25	524	<!01:00>oky	oky
f73v.f73v.26	525	<!02:00>oia?	oia?
f73v.f73v.27	526	<!02:30>okal	okal
f73v.f73v.28	527	<!03:30>ykey	ykey
f73v.f73v.29	528	<!05:00>ykeee	ykeee
f73v.f73v.30	529	<!06:00>okeod	okeod
f73v.f73v.31	530	<!07:30>ykey	ykey
f73v.f73v.32	531	<!08:30>ypal	ypal
f75v.f75v.2	532	s	s
f75v.f75v.4	533	l	l
f75v.f75v.6	534	l	l
f75v.f75v.8	535	o	o
f75v.f75v.9	536	r	r
f75v.f75v.11	537	s	s
f75v.f75v.18	538	okshy	okshy
f75v.f75v.19	539	saral	saral
f75v.f75v.20	540	dokal	dokal
f75v.f75v.21	541	darol	darol
f75v.f75v.22	542	daldy	daldy
f75v.f75v.23	543	dal,shd	dal shd
f75v.f75v.24	544	dalkar	dalkar
f75v.f75v.25	545	qokal	qokal
f75v.f75v.26	546	dly	dly
f75v.f75v.27	547	ory	ory
f75v.f75v.28	548	oty	oty
f75v.f75v.29	549	lchy	lchy
f75v.f75v.30	550	dary	dary
f75v.f75v.31	551	dal	dal
f75v.f75v.32	552	daldy	daldy
f75v.f75v.33	553	qoted	qoted
f75v.f75v.34	554	rkal	rkal
f75v.f75v.35	555	ykedy	ykedy
f75v.f75v.36	556	olkchy	olkchy
f75v.f75v.37	557	otoly	otoly
f75v.f75v.50	558	otal.opal	otal opal
f75v.f75v.51	559	okeey.lol	okeey lol
f75v.f75v.52	560	olol	olol
f75v.f75v.53	561	ytedy	ytedy
f75v.f75v.54	562	otedy	otedy
f75v.f75v.55	563	oteey	oteey
f75v.f75v.56	564	qotedy	qotedy
f76r.f76r.4	565	s	s
f76r.f76r.7	566	d	d
f76r.f76r.10	567	q	q
f76r.f76r.14	568	s	s
f76r.f76r.18	569	o	o
f76r.f76r.22	570	l	l
f76r.f76r.27	571	k	k
f76r.f76r.31	572	r	r
f76r.f76r.37	573	s	s
f77r.f77r.1	574	darchdar	darchdar
f77r.f77r.2	575	olkchs	olkchs
f77r.f77r.3	576	otedy	otedy
f77r.f77r.4	577	otork	otork
f77r.f77r.5	578	otol	otol
f77r.f77r.6	579	dchdy	dchdy
f77r.f77r.7	580	soral	soral
f77r.f77r.8	581	dotedy	dotedy
f77r.f77r.49	582	otchdy	otchdy
f77r.f77r.50	583	otolaiin,o	otolaiin o
f77v.f77v.1	584	okain.y,kal	okain y kal
f77v.f77v.2	585	otol.shedy	otol shedy
f77v.f77v.3	586	olkeedal	olkeedal
f77v.f77v.4	587	otolor	otolor
f77v.f77v.5	588	[o:a]rchedal	orchedal
f77v.f77v.43	589	saroral	saroral
f77v.f77v.44	590	okalo	okalo
f77v.f77v.45	591	o?eoedu	o?eoedu
f78r.f78r.1	592	<!16>okchdldlo	okchdldlo
f78r.f78r.2	593	<!17>okchdy	okchdy
f78r.f78r.44	594	<!18>dar,alo{ifh}y	dar aloifhy
f78r.f78r.45	595	<!19>dchedaly	dchedaly
f78r.f78r.46	596	<!20>otarodla'y<-><!21>orory	otarodla'y orory
f78r.f78r.47	597	<!22>okaral	okaral
f80r.f80r.1	598	toroly	toroly
f80r.f80r.2	599	olchdy	olchdy
f80r.f80r.3	600	okaly	okaly
f80r.f80r.4	601	okolo	okolo
f80r.f80r.5	602	okary	okary
f80r.f80r.6	603	opor	opor
f80r.f80r.7	604	olky	olky
f80r.f80r.8	605	otalshedy	otalshedy
f80r.f80r.9	606	okar	okar
f80r.f80r.10	607	okan	okan
f81v.f81v.28	608	otain.olkal	otain olkal
f82r.f82r.10	609	orolda[ir:in]	oroldair
f82r.f82r.34	610	okor	okor
f82r.f82r.35	611	darol	darol
f82r.f82r.36	612	okal	okal
f82r.f82r.37	613	okaldy	okaldy
f82r.f82r.38	614	darary	darary
f82r.f82r.39	615	okaira[d:j]y	okairady
f82r.f82r.40	616	sororl	sororl
f82r.f82r.41	617	olk[o:a]ky	olkoky
f82r.f82r.42	618	sokoly	sokoly
f82r.f82r.43	619	dolol	dolol
f82r.f82r.44	620	olaiin	olaiin
f82r.f82r.45	621	okeear	okeear
f82v.f82v.1	622	otechdy	otechdy
f82v.f82v.2	623	otedy	otedy
f82v.f82v.3	624	daiinoty	daiinoty
