window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
500	hierarchical	10	0.062186223050038285	0.5638902730018972	0.6183791607090552	51,78,201,37,27,62,18,109,54,228	9	1
500	hierarchical	11	0.06773876691738222	0.5589548058916001	0.618507738191612	51,78,187,18,33,27,62,18,109,54,228	10	1
500	hierarchical	12	0.07445596537314007	0.553983113352585	0.6185231412656519	51,78,187,18,33,26,26,38,17,109,54,228	11	1
500	hierarchical	13	0.07984500155760876	0.5488916177918436	0.618591689938153	51,62,18,185,18,33,26,26,38,17,109,54,228	12	1
500	hierarchical	14	0.08488162850938542	0.5442960350620997	0.6183896783095746	51,62,18,185,18,33,26,26,38,16,38,73,53,228	13	1
500	hierarchical	15	0.09256007307938191	0.5391631819840746	0.6182178790636311	51,62,18,72,114,17,33,26,26,38,16,38,73,53,228	14	1
1000	hierarchical	2	0.049466999772509165	0.5037175154333048	0.5299690348416753	192,236	1	1
1000	hierarchical	3	0.06469137198069137	0.49315403499687405	0.5304632677645074	31,161,236	2	1
1000	hierarchical	4	0.0790010537595226	0.48295256162490846	0.5305157800985291	30,60,103,235	3	1
1000	hierarchical	5	0.0887898364105748	0.4731634760354885	0.5305188731214655	29,30,32,102,235	4	1
1000	hierarchical	6	0.10187552626906912	0.4639835012095891	0.5302147506284126	29,30,32,70,34,233	5	1
1000	hierarchical	7	0.12094610264634545	0.45240923798977173	0.5284713170926352	29,30,32,70,33,101,133	6	1
1000	hierarchical	8	0.13157587776794377	0.4434509747250197	0.5280988445613798	29,30,32,70,32,42,60,133	7	1
1000	hierarchical	9	0.1425180351075771	0.43522552326938746	0.527901520965277	29,30,31,55,18,30,42,60,133	8	1
1000	hierarchical	10	0.13097632274973356	0.43482706710615165	0.5277846404738601	29,30,31,55,18,30,42,60,126,7	9	1
1000	hierarchical	11	0.14450624359027314	0.42614584726276916	0.5277577453906237	29,30,31,55,18,29,27,18,58,126,7	10	1
1000	hierarchical	12	0.15826957866024027	0.41655120407412516	0.5266196293370422	29,30,31,55,18,29,27,18,58,87,40,6	11	1
1000	hierarchical	13	0.17119774422817527	0.4079960067817063	0.5264519560263572	29,30,29,17,41,17,29,27,18,58,87,40,6	12	1
1000	hierarchical	14	0.18472068386180227	0.39945640144827516	0.526212277900942	29,30,29,17,41,17,29,27,16,17,43,87,40,6	13	1
1000	hierarchical	15	0.19601298286740093	0.39083531649437353	0.5260419162938034	29,30,29,17,41,17,29,27,16,16,28,19,84,40,6	14	1
50	k_medoids	2	0.011695895405812345	0.8877456587131962	0.8983036202287652	4245,4488	796	398.5
50	contiguous_segmentation	2	-0.00292059217287251	0.8922107489210304	0.8895905044488401	6387,2346	1	1
50	k_medoids	3	0.008024501192480007	0.8849399631031228	0.8977639494059105	3705,2299,2729	1204	401.6666666666667
50	contiguous_segmentation	3	-0.005904196251486765	0.8920524835532906	0.8899627017221613	7,6380,2346	2	1
50	k_medoids	4	0.006741281268423153	0.8823591382950308	0.8965249024005634	1202,2453,2985,2093	1333	333.5
50	contiguous_segmentation	4	-0.011419356915359861	0.892017133383284	0.8903114914396173	7,426,5954,2346	3	1
50	k_medoids	5	0.008428485890517876	0.8829585661612673	0.8967690629022425	2536,2474,2730,975,18	1436	287.4
50	contiguous_segmentation	5	-0.01842931317701109	0.8915870002698633	0.8903155541772924	7,211,215,5954,2346	4	1
50	k_medoids	6	0.007243811003824268	0.8814873533165333	0.8956634878137053	2040,1826,1572,18,1858,1419	1659	276.6666666666667
50	contiguous_segmentation	6	-0.01842931317701109	0.8915870002698633	0.8903155541772924	7,171,40,215,5954,2346	5	1
50	k_medoids	7	-0.00026902851117950176	0.8783701425111298	0.8962981846533605	1667,1749,2445,654,521,994,703	1673	239.14285714285714
50	contiguous_segmentation	7	-0.01842931317701109	0.8915870002698633	0.8903155541772924	7,171,40,215,5954,14,2332	6	1
