corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	FREQ_GE_5	5000	4996	1	542590317221753209	0.0285714285714	true
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	FREQ_GE_10	5000	4996	1	542590317221753209	0.971428571429	true
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	FREQ_GE_10	5000	4996	1	542590317221753209	0.0285714285714	true
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	TOP_100	5000	4996	1	542590317221753209	0.694736842105	true
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	TOP_100	5000	4996	1	542590317221753209	0.305263157895	true
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	TOP_250	5000	4996	1	542590317221753209	0.694736842105	true
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	TOP_250	5000	4996	1	542590317221753209	0.305263157895	true
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	MATCHED_VOCAB	5000	4996	1	542590317221753209	0.694736842105	true
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	MATCHED_VOCAB	5000	4996	1	542590317221753209	0.305263157895	true
C06	MUSIC-R2	G	G01_ALPHABET_SIZE		5000	4997	2	5437471272892875098	21	true
C06	MUSIC-R2	G	G02_INITIAL_RESTRICTION_DENSITY		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	G	G03_FINAL_RESTRICTION_DENSITY		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	G	G04_BIGRAM_OCCUPANCY		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	G	G05_TRIGRAM_OCCUPANCY		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	4997	2	5437471272892875098	0	true
