target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
x004718	x010526	1	x004472	x004985	14	0.37510671509731874	0.30139306291198287	0.14826498422712933	263	229	1
x004718	x010526	1	x004472	x004985	15	0.37129116359410574	0.2940873694522391	0.13183279742765272	263	229	1
x004718	x010526	1	x004472	x004985	16	0.3358194656250699	0.2671725305925915	0.128125	263	229	1
x004718	x010526	1	x004472	x004985	17	0.40632762075511486	0.322513158550152	0.18835616438356165	263	229	1
x004718	x010526	1	x004472	x004985	18	0.3663203437550073	0.28294618692612966	0.16013071895424835	263	229	1
x004718	x010526	1	x004472	x004985	19	0.4020159225410139	0.3281584671326813	0.14521452145214522	263	229	1
x004718	x010526	1	x004472	x004985	20	0.334098708229305	0.2601324987132018	0.14556962025316456	263	229	1
x004718	x010526	2	x006441	x010279	1	0.011233888328134767	0.006600660066006601	0.007518796992481203	89	303	1
x004718	x010526	2	x006441	x010279	2	0.21918850159466852	0.15582007638966144	0.07364341085271318	89	303	1
x004718	x010526	2	x006441	x010279	3	0.2769062615861684	0.2159305818222272	0.1018867924528302	89	303	1
x004718	x010526	2	x006441	x010279	4	0.3420164861020518	0.257574072013943	0.12	89	303	1
x004718	x010526	2	x006441	x010279	5	0.25010722091586035	0.18355768161085773	0.07913669064748201	89	303	1
x004718	x010526	2	x006441	x010279	6	0.22082069438202545	0.16375570141283793	0.06859205776173286	89	303	1
x004718	x010526	2	x006441	x010279	7	0.2905257671960825	0.21923091185523058	0.09578544061302682	89	303	1
x004718	x010526	2	x006441	x010279	8	0.3171294621855709	0.23966329217191387	0.11923076923076924	89	303	1
x004718	x010526	2	x006441	x010279	9	0.2924901241095256	0.20272926169021407	0.11152416356877323	89	303	1
x004718	x010526	2	x006441	x010279	10	0.3225879085275404	0.23510216190158345	0.13253012048192772	89	303	1
x004718	x010526	2	x006441	x010279	11	0.252171561318311	0.17758742166351474	0.07942238267148015	89	303	1
x004718	x010526	2	x006441	x010279	12	0.29070048234818957	0.2046946267660474	0.10984848484848485	89	303	1
x004718	x010526	2	x006441	x010279	13	0.3253800292475266	0.25419957726109693	0.12301587301587301	89	303	1
x004718	x010526	2	x006441	x010279	14	0.3053793939023638	0.24303778692475997	0.10294117647058823	89	303	1
x004718	x010526	2	x006441	x010279	15	0.27439184518489534	0.1954240367857011	0.09363295880149813	89	303	1
x004718	x010526	2	x006441	x010279	16	0.28528788199664545	0.21923091185523047	0.1	89	303	1
x004718	x010526	2	x006441	x010279	17	0.1960945898064369	0.14198835613898467	0.08156028368794327	89	303	1
x004718	x010526	2	x006441	x010279	18	0.29425771556595937	0.22583157192123712	0.10384615384615385	89	303	1
x004718	x010526	2	x006441	x010279	19	0.27866290022609663	0.20869952163755706	0.0931174089068826	89	303	1
x004718	x010526	2	x006441	x010279	20	0.23004117194570506	0.16312530129417432	0.08118081180811808	89	303	1
x004718	x010526	3	x004472	x007926	1	0	0	0	264	116	1
