mechanism	corpus	replicates	token_order_bits	token_order_ci_lo	token_order_ci_hi	edge_order_bits	weighted_entropy	giant_component_fraction	exact_adjacent_repeat_rate	h1	h2	h3	h4	position_gain_bits	order_gain_bits	adjacent_near_rate	residual_adjacency	correlation_length_tokens	cluster_stability	within_cluster_drift	line_boundary_delta	topology
M8_BOUNDARY_FIXED	Astafiev	5	0.590954268	0.583892615	0.598015921	0.572375028	1.0395815	0	7.02219795e-05	4.08736581	3.51050466	2.80582922	1.79887463	-2.98905565e-05	0.426177392	0.00180626536	-0.00200589688	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_FIXED	Doyle	5	0.121828594	0.119993214	0.123663973	0.482704607	1.03959802	0	0.000194087787	3.97395911	3.48890861	3.06456508	2.22011874	-0.00019362121	0.366441585	0.0038071066	-0.000757466934	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_FIXED	Longfellow	5	0.20137454	0.195909981	0.2068391	0.524721202	1.03957919	0	0.00027858884	3.95801	3.4218766	2.95527584	2.0926772	-0.000171842744	0.397907934	0.00414668774	-0.00270717861	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_RANDOM	Astafiev	5	0.0256046228	0.0224301907	0.028779055	0.0905198326	1.11283875	0	0.000940857529	4.48915527	4.08483103	3.2764296	1.88553804	-0.000287732778	0.295484853	0.0247936976	-0.00198836938	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_RANDOM	Doyle	5	0.0146341608	0.0113688245	0.0178994971	0.103587128	1.11287613	0	0.000910912224	4.47453273	4.06418256	3.4402108	2.16268463	-0.000421145488	0.304409323	0.0254554579	-0.00156627183	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_RANDOM	Longfellow	5	0.0179929103	0.0134822626	0.0225035581	0.125726938	1.11296209	0	0.000862778248	4.46777937	4.01712487	3.33789122	2.03771521	-0.000443462576	0.329819752	0.0255809238	-0.00167423767	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_STATE	Astafiev	5	0.644409145	0.629221907	0.659596384	0.096318113	1.18146028	0	0	4.48913444	4.08472212	3.26605846	1.81201187	-0.000346591669	0.280557177	0.0156101724	0.0156101724	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_STATE	Doyle	5	0.620725003	0.60977622	0.631673787	0.112606983	1.18140966	0	0	4.47436382	4.06738086	3.43152586	2.06938855	-0.000458569187	0.288157483	0.0138822966	0.0138822966	0	0	0	0	NOT_COMPUTED
M8_BOUNDARY_STATE	Longfellow	5	0.634616556	0.626693938	0.642539174	0.13169319	1.18139415	0	0	4.46772872	4.01544158	3.33052545	1.9493459	-0.000453191225	0.315413682	0.0142224306	0.0142177419	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_FIXED	Astafiev	5	0.746200163	0.691382866	0.80101746	0.0240493368	0.111561774	0	0.00739281395	3.2206576	2.06296176	2.68755058	2.040383	1.27485024	0.766739729	0.03811493	-0.00566445626	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_FIXED	Doyle	5	0.208140615	0.204349067	0.211932163	0.0682832298	0.105342315	0	0.00963471683	3.22194588	2.04195628	2.63108802	1.88589988	1.28464187	0.790975243	0.0430924654	-0.00315059688	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_FIXED	Longfellow	5	0.313330881	0.304997671	0.321664092	0.0741760142	0.106081455	0	0.00835766521	3.2229642	2.04038709	2.62251622	1.88172734	1.28354664	0.792850741	0.0413865152	-0.00699245696	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_RANDOM	Astafiev	5	0.0768703753	0.0733778334	0.0803629171	0.0245314346	0.112741718	0	0.0125810572	3.21867175	2.07825095	2.61498143	2.25199557	1.27451615	0.753754559	0.0460872855	-0.00274872986	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_RANDOM	Doyle	5	0.0637479295	0.0576470056	0.0698488534	0.071197184	0.106083645	0	0.0114379692	3.21879117	2.05369244	2.57664038	2.20615248	1.28235993	0.778173172	0.0460088946	-0.00698762708	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_RANDOM	Longfellow	5	0.0754582815	0.0698742061	0.0810423568	0.0719730844	0.106792863	0	0.0118936545	3.22039157	2.04959312	2.57620084	2.20715004	1.28222531	0.782666263	0.0464609949	-0.00610597151	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_STATE	Astafiev	5	0.846407392	0.772512456	0.920302327	0.0238681108	0.11294426	0	0.0088240314	3.21812907	2.06968613	2.5640048	2.11788662	1.27403726	0.759852025	0.0420003414	-0.000948737698	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_STATE	Doyle	5	0.804873607	0.758677126	0.851070087	0.0719416736	0.106354906	0	0.00617910253	3.21715107	2.04056685	2.52615192	2.07515579	1.28062828	0.786590098	0.0397700799	-0.0090365403	0	0	0	0	NOT_COMPUTED
M9_GROUP_FORM_STATE	Longfellow	5	0.825904208	0.775895372	0.875913045	0.0731059076	0.106368927	0	0.00650650416	3.22004306	2.03603966	2.52189253	2.07933755	1.28099229	0.790115057	0.0404968944	-0.00879511609	0	0	0	0	NOT_COMPUTED
