metadata	method	metric	scope	statistic	window_50_max_nmi	window_100_max_nmi	window_200_max_nmi	window_500_max_nmi	window_1000_max_nmi	observed	null_mean	null_median	null_sd	null_p95	null_p99	null_max	exceedances	empirical_p	permutations
currier	k_medoids	ARI	primary	mean_across_scales	0.48965206771782077	0.5525372482676413	0.6622286988552917	0.6163255241949703	0.5969976288967428	0.5835482335864933	0.3164156370583861	0.3275566655158633	0.08714239816275017	0.44738425322390507	0.4928506754297324	0.6218834698949426	1	0.00019998000199980003	10000
currier	k_medoids	ARI	primary	min_across_scales	0.48965206771782077	0.5525372482676413	0.6622286988552917	0.6163255241949703	0.5969976288967428	0.48965206771782077	0.26058928756133215	0.27381708487200906	0.07935804176121475	0.3756637049861328	0.4203180679371656	0.5148303374555042	2	0.00029997000299970003	10000
currier	contiguous_segmentation	NMI	purity_0.8	mean_across_scales	0.7216694465831257	0.6772791150088822	0.6870181516481756	0.7354098968654323	0.8217777139628438	0.7286308648136919	0.5149821438070331	0.5204277430161319	0.10096855821540288	0.6691359744614076	0.7070943735164205	0.7567539284893894	26	0.0026997300269973002	10000
currier	contiguous_segmentation	NMI	purity_0.8	min_across_scales	0.7216694465831257	0.6772791150088822	0.6870181516481756	0.7354098968654323	0.8217777139628438	0.6772791150088822	0.4568366864105563	0.45806637504459935	0.09598506183152483	0.6098018162892316	0.6545823966061118	0.7398982994208617	27	0.0027997200279972004	10000
currier	hierarchical	NMI	purity_0.8	mean_across_scales	0.07317257965838321	0.0921926672107206	0.16424534667805935	0.7006515789785575	0.8280867532061237	0.3716697851463689	0.2650715515893894	0.27262042116978524	0.05021867343620664	0.3372931608909108	0.35549482841187097	0.3880143042261447	18	0.0018998100189981002	10000
currier	hierarchical	NMI	purity_0.8	min_across_scales	0.07317257965838321	0.0921926672107206	0.16424534667805935	0.7006515789785575	0.8280867532061237	0.07317257965838321	0.05272183445428673	0.05244458181470761	0.010495401962135118	0.07064705459585581	0.07969588466751447	0.09606112757211852	346	0.03469653034696531	10000
currier	k_medoids	NMI	purity_0.8	mean_across_scales	0.4695587207995985	0.6066832917605139	0.7133386908658593	0.7439215311631987	0.8286461072863828	0.6724296683751106	0.4231563783041199	0.43743979177544223	0.08610325905482849	0.5436694762053198	0.5704230583766136	0.6640698928044647	0	9.999000099990002e-05	10000
currier	k_medoids	NMI	purity_0.8	min_across_scales	0.4695587207995985	0.6066832917605139	0.7133386908658593	0.7439215311631987	0.8286461072863828	0.4695587207995985	0.2518213748612249	0.26086143130142414	0.06797301198996147	0.3528657361499716	0.3821276412896911	0.47969551492386264	1	0.00019998000199980003	10000
currier	contiguous_segmentation	ARI	purity_0.8	mean_across_scales	0.614957406431105	0.584300550228877	0.6266934136939649	0.6969056569129053	0.7348962340767998	0.6515506522687303	0.4396908708033333	0.4386876129295767	0.1326286172580976	0.6526905838504404	0.7000069629277907	0.7702190667485971	520	0.052094790520947905	10000
currier	contiguous_segmentation	ARI	purity_0.8	min_across_scales	0.614957406431105	0.584300550228877	0.6266934136939649	0.6969056569129053	0.7348962340767998	0.584300550228877	0.37917099052327885	0.3739943967551896	0.12262182946295301	0.58130162082492	0.635755692089247	0.7208794623889353	473	0.04739526047395261	10000
