scheme	class	window_size	method	k	cluster	held_out_separation	cv_folds	blocks_containing	total_blocks	block_fraction	eligible_blocks_for_scale	recurrence_strength	cross_block_similarity
hand_only	2	100	k_medoids	3	1	0.05655265701790608	11	2	11	0.18181818181818182	11	0.18181818181818182	0.40014773115284863
hand_only	2	100	k_medoids	3	2	0.05655265701790608	11	10	11	0.9090909090909091	11	0.9090909090909091	0.3245325930436278
hand_only	2	1000	hierarchical	2	0	0.0131605508364401	2	1	11	0.09090909090909091	2	0.5	0
hand_only	2	1000	hierarchical	2	1	0.0131605508364401	2	1	11	0.09090909090909091	2	0.5	0
hand_only	2	1000	k_medoids	2	0	0.019726585630231584	2	1	11	0.09090909090909091	2	0.5	0
hand_only	2	1000	k_medoids	2	1	0.019726585630231584	2	1	11	0.09090909090909091	2	0.5	0
hand_only	2	200	hierarchical	10	0	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	1	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	2	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	3	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	4	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	5	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	6	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	7	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	8	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	hierarchical	10	9	0.05415770095910793	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	k_medoids	7	0	0.03874842843568047	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	k_medoids	7	1	0.03874842843568047	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	k_medoids	7	2	0.03874842843568047	8	5	11	0.45454545454545453	8	0.625	0.37950505105636423
hand_only	2	200	k_medoids	7	3	0.03874842843568047	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	k_medoids	7	4	0.03874842843568047	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	200	k_medoids	7	5	0.03874842843568047	8	2	11	0.18181818181818182	8	0.25	0.4196126773527603
hand_only	2	200	k_medoids	7	6	0.03874842843568047	8	1	11	0.09090909090909091	8	0.125	0
hand_only	2	50	hierarchical	2	0	0.10954479334965272	11	11	11	1	11	1	0.3423632952525828
hand_only	2	50	hierarchical	2	1	0.10954479334965272	11	1	11	0.09090909090909091	11	0.09090909090909091	0
hand_only	2	50	k_medoids	3	0	0.061534071015487225	11	9	11	0.8181818181818182	11	0.8181818181818182	0.22662097241469992
