token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
o	1/1#1	outgoing	6.282643573	535.2016402	5.657517202	0.6251263714	true
qoty	1/1#1	outgoing	6.282643573	535.2016402	5.657517202	0.6251263714	true
shey	1/1#1	outgoing	6.282643573	535.2016402	5.657517202	0.6251263714	true
sho	1/1#1	outgoing	6.280347619	533.974251	5.657517202	0.6228304168	true
shor	1/1#1	outgoing	6.273203889	530.173276	5.657517202	0.615686687	true
shy	1/1#1	outgoing	6.269311143	528.1134581	5.657517202	0.6117939414	true
chey	1/1#1	incoming	6.266698009	526.7352282	5.657517202	0.609180807	true
cho	1/1#1	incoming	6.273638548	530.4037704	5.657517202	0.6161213456	true
chol	1/1#1	incoming	6.258416182	522.3909126	5.657517202	0.6008989804	true
chor	1/1#1	incoming	6.267189959	526.9944191	5.657517202	0.6096727566	true
chy	1/1#1	incoming	6.251879407	518.9872968	5.657517202	0.5943622047	true
cthol	1/1#1	incoming	6.273203889	530.173276	5.657517202	0.615686687	true
daiin	1/1#1	incoming	6.247875286	516.913364	5.657517202	0.5903580841	true
dain	1/1#1	incoming	6.278081712	532.7656851	5.657517202	0.6205645104	true
dy	1/1#1	incoming	6.273638548	530.4037704	5.657517202	0.6161213456	true
qoty	1/1#1	incoming	6.278081712	532.7656851	5.657517202	0.6205645104	true
shor	1/1#1	incoming	6.278081712	532.7656851	5.657517202	0.6205645104	true
shy	1/1#1	incoming	6.273638548	530.4037704	5.657517202	0.6161213456	true
aiin	2/2#1	outgoing	6.284969958	536.4481742	6.004202504	0.2807674533	true
daiin	2/2#1	outgoing	6.2754305	531.3550806	6.004202504	0.2712279952	true
qokedy	2/2#1	outgoing	6.278081712	532.7656851	6.004202504	0.273879208	true
s	2/2#1	outgoing	6.263882368	525.254217	6.004202504	0.259679864	true
aiin	2/2#1	incoming	6.261718704	524.1189716	6.004202504	0.2575161992	true
daiin	2/2#1	incoming	6.278081712	532.7656851	6.004202504	0.273879208	true
daiin	1/1#2	outgoing	6.258980616	522.6858507	5.954822378	0.3041582376	true
dain	1/1#2	outgoing	6.269068962	527.9855745	5.954822378	0.3142465841	true
daiin	1/1#2	incoming	6.245948288	515.9182322	5.954822378	0.2911259101	true
aiin	2/2#2	outgoing	6.265096653	525.8924127	5.76472371	0.5003729431	true
ar	2/2#2	outgoing	6.259907649	523.1706223	5.76472371	0.4951839384	true
chckhy	2/2#2	outgoing	6.280347619	533.974251	5.76472371	0.5156239086	true
chdy	2/2#2	outgoing	6.273638548	530.4037704	5.76472371	0.5089148374	true
chedy	2/2#2	outgoing	6.273638548	530.4037704	5.76472371	0.5089148374	true
cheky	2/2#2	outgoing	6.280347619	533.974251	5.76472371	0.5156239086	true
daiin	2/2#2	outgoing	6.271460555	529.2498123	5.76472371	0.5067368452	true
dar	2/2#2	outgoing	6.273638548	530.4037704	5.76472371	0.5089148374	true
dy	2/2#2	outgoing	6.273638548	530.4037704	5.76472371	0.5089148374	true
okaiin	2/2#2	outgoing	6.278081712	532.7656851	5.76472371	0.5133580022	true
or	2/2#2	outgoing	6.256398806	521.3381159	5.76472371	0.4916750959	true
qokar	2/2#2	outgoing	6.280347619	533.974251	5.76472371	0.5156239086	true
qokedy	2/2#2	outgoing	6.280347619	533.974251	5.76472371	0.5156239086	true
s	2/2#2	outgoing	6.277686712	532.5552842	5.76472371	0.5129630022	true
shedy	2/2#2	outgoing	6.282643573	535.2016402	5.76472371	0.5179198632	true
aiin	2/2#2	incoming	6.249231446	517.6148566	5.76472371	0.4845077354	true
ar	2/2#2	incoming	6.265096653	525.8924127	5.76472371	0.5003729431	true
